att0	att1	att2	att3	att4	att5	att6	att7	att8	att9	att10	att11	att12	att13	att14	att15	att16	att17	att18	att19	att20	att21	att22	att23	att24	att25	att26	att27	att28	att29	att30	att31	att32	att33	att34	att35	att36	att37	att38	att39	att40	att41	att42	att43	att44	att45	att46	att47	att48	att49	Class
"s95"	"s80"	"s79"	"s196"	"s148"	"s156"	"s14"	"s32"	"s49"	"s44"	"s46"	"s162"	"s14"	"s173"	"s100"	"s162"	"s72"	"s173"	"s150"	"s166"	"s103"	"s141"	"s112"	"s167"	"s91"	"s77"	"s12"	"s71"	"s191"	"s64"	"s125"	"s75"	"s81"	"s192"	"s172"	"s162"	"s171"	"s21"	"s99"	"s47"	"s148"	"s29"	"s134"	"s33"	"s105"	"s7"	"s117"	"s148"	"s135"	"s118"	false
"s183"	"s77"	"s53"	"s4"	"s116"	"s192"	"s57"	"s23"	"s76"	"s160"	"s167"	"s150"	"s65"	"s129"	"s74"	"s92"	"s125"	"s10"	"s183"	"s79"	"s81"	"s190"	"s86"	"s197"	"s182"	"s25"	"s165"	"s21"	"s128"	"s114"	"s47"	"s116"	"s179"	"s157"	"s177"	"s118"	"s148"	"s14"	"s74"	"s24"	"s193"	"s10"	"s35"	"s124"	"s29"	"s180"	"s91"	"s183"	"s43"	"s70"	false
"s20"	"s117"	"s135"	"s28"	"s151"	"s116"	"s190"	"s87"	"s45"	"s76"	"s114"	"s55"	"s12"	"s24"	"s118"	"s182"	"s104"	"s136"	"s113"	"s101"	"s0"	"s151"	"s65"	"s73"	"s169"	"s102"	"s167"	"s159"	"s77"	"s129"	"s9"	"s167"	"s110"	"s99"	"s189"	"s192"	"s188"	"s17"	"s89"	"s130"	"s12"	"s116"	"s103"	"s122"	"s171"	"s103"	"s66"	"s136"	"s160"	"s10"	true
"s127"	"s71"	"s71"	"s110"	"s152"	"s84"	"s130"	"s97"	"s11"	"s173"	"s147"	"s69"	"s188"	"s3"	"s66"	"s173"	"s34"	"s113"	"s117"	"s170"	"s39"	"s87"	"s74"	"s44"	"s147"	"s50"	"s176"	"s92"	"s51"	"s37"	"s11"	"s88"	"s79"	"s8"	"s35"	"s1"	"s68"	"s145"	"s159"	"s38"	"s178"	"s178"	"s137"	"s149"	"s149"	"s76"	"s159"	"s153"	"s121"	"s149"	true
"s135"	"s133"	"s12"	"s92"	"s62"	"s3"	"s35"	"s30"	"s182"	"s89"	"s20"	"s141"	"s157"	"s185"	"s57"	"s82"	"s8"	"s196"	"s74"	"s96"	"s139"	"s12"	"s191"	"s118"	"s57"	"s191"	"s121"	"s81"	"s153"	"s157"	"s19"	"s53"	"s149"	"s78"	"s152"	"s148"	"s100"	"s135"	"s3"	"s60"	"s138"	"s191"	"s78"	"s43"	"s9"	"s126"	"s161"	"s147"	"s106"	"s77"	true
"s188"	"s107"	"s67"	"s116"	"s122"	"s136"	"s49"	"s26"	"s199"	"s2"	"s73"	"s166"	"s197"	"s131"	"s13"	"s144"	"s9"	"s114"	"s2"	"s93"	"s95"	"s19"	"s71"	"s91"	"s179"	"s135"	"s164"	"s16"	"s10"	"s168"	"s113"	"s191"	"s144"	"s119"	"s157"	"s112"	"s52"	"s18"	"s96"	"s43"	"s84"	"s163"	"s89"	"s190"	"s152"	"s46"	"s77"	"s89"	"s186"	"s59"	true
"s170"	"s75"	"s196"	"s142"	"s47"	"s38"	"s27"	"s73"	"s84"	"s128"	"s167"	"s97"	"s93"	"s142"	"s190"	"s68"	"s102"	"s118"	"s96"	"s148"	"s15"	"s161"	"s92"	"s194"	"s170"	"s121"	"s106"	"s189"	"s68"	"s131"	"s32"	"s85"	"s32"	"s188"	"s112"	"s162"	"s95"	"s95"	"s85"	"s193"	"s138"	"s166"	"s45"	"s74"	"s180"	"s169"	"s151"	"s199"	"s34"	"s12"	false
"s192"	"s178"	"s181"	"s11"	"s56"	"s171"	"s146"	"s193"	"s43"	"s137"	"s66"	"s179"	"s16"	"s152"	"s121"	"s42"	"s124"	"s1"	"s59"	"s60"	"s45"	"s45"	"s98"	"s0"	"s2"	"s4"	"s45"	"s42"	"s188"	"s141"	"s172"	"s70"	"s156"	"s40"	"s116"	"s113"	"s122"	"s175"	"s178"	"s160"	"s73"	"s105"	"s141"	"s14"	"s133"	"s24"	"s26"	"s158"	"s79"	"s6"	true
"s36"	"s195"	"s4"	"s173"	"s163"	"s26"	"s118"	"s33"	"s81"	"s3"	"s43"	"s155"	"s97"	"s64"	"s100"	"s40"	"s94"	"s11"	"s59"	"s103"	"s136"	"s67"	"s60"	"s162"	"s73"	"s6"	"s190"	"s22"	"s15"	"s44"	"s76"	"s119"	"s106"	"s52"	"s3"	"s97"	"s171"	"s28"	"s146"	"s43"	"s37"	"s113"	"s6"	"s185"	"s103"	"s21"	"s46"	"s186"	"s39"	"s198"	true
"s133"	"s110"	"s59"	"s114"	"s127"	"s116"	"s111"	"s66"	"s193"	"s183"	"s195"	"s160"	"s136"	"s78"	"s34"	"s31"	"s34"	"s191"	"s104"	"s136"	"s30"	"s125"	"s106"	"s49"	"s22"	"s91"	"s39"	"s130"	"s105"	"s73"	"s134"	"s28"	"s15"	"s134"	"s5"	"s138"	"s53"	"s174"	"s183"	"s146"	"s63"	"s111"	"s10"	"s138"	"s99"	"s118"	"s153"	"s189"	"s8"	"s39"	false
"s121"	"s70"	"s162"	"s134"	"s40"	"s98"	"s25"	"s79"	"s142"	"s167"	"s5"	"s122"	"s75"	"s0"	"s10"	"s65"	"s147"	"s161"	"s30"	"s137"	"s122"	"s6"	"s42"	"s88"	"s7"	"s49"	"s14"	"s64"	"s188"	"s128"	"s74"	"s62"	"s92"	"s140"	"s156"	"s27"	"s100"	"s136"	"s10"	"s157"	"s159"	"s192"	"s99"	"s46"	"s94"	"s62"	"s73"	"s36"	"s42"	"s64"	true
"s160"	"s184"	"s84"	"s151"	"s135"	"s153"	"s50"	"s132"	"s34"	"s179"	"s146"	"s195"	"s46"	"s164"	"s138"	"s91"	"s193"	"s144"	"s96"	"s195"	"s65"	"s106"	"s119"	"s40"	"s142"	"s137"	"s17"	"s49"	"s140"	"s180"	"s94"	"s175"	"s124"	"s114"	"s104"	"s194"	"s192"	"s0"	"s23"	"s71"	"s117"	"s120"	"s51"	"s45"	"s84"	"s67"	"s83"	"s34"	"s166"	"s67"	true
"s9"	"s192"	"s153"	"s21"	"s31"	"s28"	"s98"	"s82"	"s52"	"s30"	"s107"	"s119"	"s52"	"s186"	"s38"	"s15"	"s71"	"s33"	"s196"	"s191"	"s161"	"s87"	"s149"	"s179"	"s125"	"s118"	"s20"	"s51"	"s135"	"s192"	"s5"	"s38"	"s170"	"s168"	"s35"	"s155"	"s34"	"s103"	"s83"	"s12"	"s2"	"s6"	"s117"	"s57"	"s77"	"s121"	"s14"	"s129"	"s129"	"s64"	false
"s185"	"s19"	"s75"	"s81"	"s162"	"s69"	"s86"	"s62"	"s197"	"s63"	"s44"	"s150"	"s40"	"s10"	"s70"	"s188"	"s127"	"s158"	"s146"	"s52"	"s112"	"s30"	"s82"	"s44"	"s17"	"s151"	"s32"	"s102"	"s52"	"s127"	"s84"	"s171"	"s146"	"s143"	"s31"	"s32"	"s2"	"s19"	"s5"	"s7"	"s72"	"s54"	"s21"	"s13"	"s75"	"s7"	"s153"	"s143"	"s113"	"s86"	false
"s163"	"s142"	"s167"	"s118"	"s134"	"s36"	"s142"	"s133"	"s145"	"s181"	"s172"	"s165"	"s156"	"s93"	"s126"	"s21"	"s112"	"s46"	"s69"	"s7"	"s18"	"s141"	"s183"	"s60"	"s94"	"s58"	"s71"	"s80"	"s187"	"s164"	"s53"	"s135"	"s113"	"s86"	"s113"	"s56"	"s173"	"s41"	"s32"	"s85"	"s50"	"s75"	"s193"	"s0"	"s180"	"s78"	"s99"	"s14"	"s148"	"s85"	true
"s4"	"s128"	"s82"	"s83"	"s78"	"s41"	"s151"	"s21"	"s49"	"s126"	"s159"	"s172"	"s113"	"s114"	"s145"	"s198"	"s120"	"s121"	"s100"	"s9"	"s194"	"s46"	"s152"	"s60"	"s33"	"s190"	"s96"	"s90"	"s37"	"s74"	"s190"	"s106"	"s133"	"s74"	"s24"	"s158"	"s182"	"s93"	"s107"	"s99"	"s176"	"s150"	"s72"	"s187"	"s13"	"s179"	"s37"	"s9"	"s51"	"s117"	false
"s19"	"s66"	"s196"	"s159"	"s24"	"s153"	"s154"	"s11"	"s110"	"s36"	"s35"	"s15"	"s184"	"s165"	"s117"	"s112"	"s0"	"s143"	"s60"	"s74"	"s109"	"s143"	"s116"	"s140"	"s52"	"s63"	"s180"	"s172"	"s126"	"s145"	"s57"	"s34"	"s80"	"s197"	"s135"	"s124"	"s27"	"s14"	"s28"	"s84"	"s48"	"s145"	"s188"	"s145"	"s167"	"s87"	"s101"	"s73"	"s198"	"s25"	false
"s193"	"s166"	"s6"	"s165"	"s133"	"s155"	"s106"	"s18"	"s44"	"s103"	"s193"	"s188"	"s174"	"s117"	"s136"	"s87"	"s71"	"s188"	"s105"	"s70"	"s158"	"s129"	"s198"	"s156"	"s126"	"s185"	"s8"	"s85"	"s86"	"s13"	"s145"	"s183"	"s175"	"s175"	"s8"	"s127"	"s150"	"s8"	"s179"	"s86"	"s146"	"s7"	"s130"	"s114"	"s8"	"s123"	"s124"	"s63"	"s146"	"s19"	false
"s161"	"s184"	"s71"	"s5"	"s193"	"s178"	"s23"	"s191"	"s34"	"s115"	"s179"	"s59"	"s80"	"s178"	"s8"	"s29"	"s155"	"s151"	"s126"	"s109"	"s85"	"s112"	"s138"	"s140"	"s147"	"s152"	"s103"	"s50"	"s78"	"s168"	"s108"	"s19"	"s187"	"s191"	"s164"	"s83"	"s113"	"s183"	"s197"	"s12"	"s40"	"s170"	"s130"	"s32"	"s35"	"s125"	"s186"	"s199"	"s36"	"s23"	false
"s93"	"s32"	"s41"	"s80"	"s50"	"s165"	"s25"	"s177"	"s27"	"s73"	"s157"	"s124"	"s13"	"s157"	"s99"	"s157"	"s31"	"s138"	"s94"	"s172"	"s119"	"s101"	"s161"	"s159"	"s137"	"s35"	"s27"	"s146"	"s198"	"s73"	"s32"	"s1"	"s192"	"s120"	"s164"	"s174"	"s137"	"s197"	"s60"	"s175"	"s119"	"s124"	"s68"	"s174"	"s143"	"s111"	"s104"	"s63"	"s96"	"s186"	true
"s98"	"s48"	"s9"	"s194"	"s22"	"s49"	"s162"	"s36"	"s8"	"s120"	"s24"	"s115"	"s141"	"s95"	"s101"	"s88"	"s163"	"s175"	"s126"	"s111"	"s36"	"s68"	"s119"	"s73"	"s166"	"s83"	"s147"	"s74"	"s99"	"s111"	"s186"	"s98"	"s94"	"s145"	"s181"	"s20"	"s155"	"s182"	"s164"	"s183"	"s135"	"s5"	"s118"	"s197"	"s84"	"s18"	"s5"	"s166"	"s56"	"s40"	true
"s177"	"s195"	"s25"	"s60"	"s112"	"s25"	"s138"	"s1"	"s199"	"s93"	"s178"	"s81"	"s139"	"s142"	"s82"	"s118"	"s165"	"s32"	"s130"	"s148"	"s130"	"s183"	"s55"	"s99"	"s198"	"s53"	"s44"	"s42"	"s167"	"s58"	"s145"	"s176"	"s87"	"s147"	"s132"	"s182"	"s134"	"s53"	"s50"	"s45"	"s157"	"s45"	"s83"	"s0"	"s99"	"s50"	"s169"	"s93"	"s174"	"s172"	false
"s129"	"s191"	"s48"	"s60"	"s54"	"s22"	"s64"	"s49"	"s74"	"s116"	"s49"	"s32"	"s21"	"s9"	"s70"	"s192"	"s177"	"s4"	"s20"	"s169"	"s96"	"s85"	"s117"	"s66"	"s35"	"s85"	"s184"	"s145"	"s141"	"s128"	"s157"	"s71"	"s133"	"s175"	"s70"	"s44"	"s159"	"s71"	"s71"	"s131"	"s29"	"s51"	"s45"	"s39"	"s189"	"s160"	"s199"	"s117"	"s18"	"s8"	true
"s67"	"s166"	"s24"	"s58"	"s130"	"s20"	"s58"	"s115"	"s90"	"s50"	"s183"	"s180"	"s199"	"s192"	"s12"	"s122"	"s22"	"s99"	"s109"	"s45"	"s77"	"s172"	"s196"	"s181"	"s35"	"s186"	"s82"	"s69"	"s2"	"s84"	"s50"	"s150"	"s26"	"s31"	"s111"	"s186"	"s176"	"s2"	"s44"	"s90"	"s73"	"s46"	"s98"	"s75"	"s121"	"s24"	"s89"	"s66"	"s157"	"s179"	true
"s50"	"s88"	"s197"	"s105"	"s54"	"s171"	"s4"	"s193"	"s198"	"s143"	"s69"	"s31"	"s52"	"s44"	"s150"	"s187"	"s145"	"s12"	"s137"	"s3"	"s166"	"s84"	"s131"	"s99"	"s147"	"s26"	"s4"	"s106"	"s167"	"s1"	"s79"	"s12"	"s78"	"s99"	"s55"	"s116"	"s133"	"s50"	"s1"	"s117"	"s131"	"s96"	"s113"	"s17"	"s10"	"s100"	"s81"	"s56"	"s64"	"s48"	false
"s87"	"s2"	"s117"	"s123"	"s15"	"s114"	"s158"	"s146"	"s45"	"s72"	"s94"	"s5"	"s191"	"s162"	"s104"	"s65"	"s124"	"s37"	"s67"	"s4"	"s36"	"s22"	"s145"	"s163"	"s108"	"s37"	"s48"	"s22"	"s107"	"s50"	"s168"	"s48"	"s95"	"s43"	"s154"	"s60"	"s72"	"s169"	"s25"	"s64"	"s14"	"s22"	"s28"	"s83"	"s18"	"s162"	"s109"	"s137"	"s33"	"s57"	true
"s70"	"s135"	"s51"	"s182"	"s192"	"s136"	"s125"	"s62"	"s190"	"s77"	"s33"	"s22"	"s110"	"s49"	"s74"	"s101"	"s195"	"s65"	"s119"	"s87"	"s66"	"s45"	"s189"	"s181"	"s57"	"s18"	"s85"	"s6"	"s25"	"s43"	"s148"	"s136"	"s175"	"s146"	"s161"	"s57"	"s157"	"s67"	"s81"	"s29"	"s132"	"s178"	"s107"	"s22"	"s174"	"s15"	"s137"	"s174"	"s84"	"s101"	true
"s105"	"s0"	"s48"	"s74"	"s139"	"s80"	"s49"	"s23"	"s125"	"s113"	"s57"	"s132"	"s13"	"s187"	"s165"	"s147"	"s149"	"s69"	"s192"	"s128"	"s32"	"s98"	"s187"	"s168"	"s35"	"s115"	"s97"	"s11"	"s54"	"s26"	"s13"	"s53"	"s80"	"s59"	"s150"	"s61"	"s70"	"s118"	"s186"	"s78"	"s20"	"s63"	"s106"	"s51"	"s18"	"s56"	"s65"	"s35"	"s166"	"s176"	true
"s110"	"s196"	"s86"	"s59"	"s174"	"s168"	"s189"	"s4"	"s170"	"s13"	"s16"	"s168"	"s195"	"s96"	"s7"	"s148"	"s138"	"s148"	"s57"	"s111"	"s141"	"s158"	"s97"	"s20"	"s177"	"s84"	"s106"	"s50"	"s87"	"s11"	"s113"	"s183"	"s0"	"s108"	"s115"	"s165"	"s198"	"s18"	"s141"	"s17"	"s50"	"s196"	"s145"	"s59"	"s64"	"s32"	"s95"	"s4"	"s129"	"s52"	true
"s15"	"s178"	"s12"	"s114"	"s111"	"s94"	"s4"	"s51"	"s91"	"s97"	"s135"	"s142"	"s174"	"s131"	"s73"	"s167"	"s186"	"s189"	"s18"	"s53"	"s67"	"s72"	"s110"	"s43"	"s3"	"s52"	"s119"	"s152"	"s73"	"s30"	"s40"	"s16"	"s129"	"s46"	"s93"	"s78"	"s171"	"s181"	"s79"	"s163"	"s56"	"s159"	"s120"	"s84"	"s195"	"s78"	"s149"	"s40"	"s141"	"s107"	false
"s76"	"s129"	"s134"	"s12"	"s115"	"s149"	"s42"	"s81"	"s72"	"s83"	"s15"	"s139"	"s61"	"s55"	"s165"	"s157"	"s194"	"s118"	"s165"	"s81"	"s45"	"s44"	"s168"	"s42"	"s98"	"s162"	"s132"	"s131"	"s163"	"s129"	"s59"	"s17"	"s160"	"s7"	"s144"	"s140"	"s8"	"s1"	"s131"	"s130"	"s126"	"s191"	"s160"	"s112"	"s173"	"s11"	"s111"	"s124"	"s181"	"s9"	true
"s172"	"s172"	"s134"	"s76"	"s25"	"s136"	"s133"	"s109"	"s116"	"s66"	"s157"	"s65"	"s137"	"s44"	"s41"	"s0"	"s10"	"s65"	"s126"	"s143"	"s134"	"s8"	"s37"	"s15"	"s95"	"s183"	"s120"	"s80"	"s192"	"s83"	"s162"	"s34"	"s107"	"s49"	"s146"	"s176"	"s179"	"s105"	"s116"	"s98"	"s150"	"s172"	"s54"	"s98"	"s119"	"s139"	"s157"	"s164"	"s33"	"s104"	false
"s163"	"s36"	"s3"	"s75"	"s45"	"s82"	"s2"	"s160"	"s134"	"s139"	"s172"	"s142"	"s178"	"s150"	"s122"	"s138"	"s45"	"s181"	"s11"	"s67"	"s20"	"s113"	"s66"	"s104"	"s27"	"s67"	"s133"	"s85"	"s95"	"s157"	"s23"	"s82"	"s47"	"s18"	"s125"	"s116"	"s34"	"s88"	"s3"	"s48"	"s25"	"s41"	"s32"	"s29"	"s152"	"s188"	"s43"	"s85"	"s160"	"s29"	false
"s135"	"s110"	"s175"	"s133"	"s35"	"s81"	"s111"	"s121"	"s114"	"s112"	"s130"	"s158"	"s64"	"s70"	"s41"	"s56"	"s126"	"s179"	"s94"	"s8"	"s75"	"s24"	"s197"	"s180"	"s145"	"s155"	"s157"	"s118"	"s173"	"s107"	"s140"	"s62"	"s86"	"s172"	"s167"	"s83"	"s20"	"s175"	"s186"	"s145"	"s122"	"s9"	"s16"	"s1"	"s168"	"s156"	"s50"	"s6"	"s16"	"s136"	true
"s163"	"s190"	"s120"	"s87"	"s156"	"s156"	"s77"	"s83"	"s133"	"s170"	"s168"	"s129"	"s190"	"s150"	"s81"	"s179"	"s168"	"s15"	"s54"	"s121"	"s185"	"s167"	"s30"	"s197"	"s63"	"s47"	"s92"	"s172"	"s46"	"s121"	"s122"	"s141"	"s83"	"s83"	"s194"	"s45"	"s30"	"s77"	"s70"	"s96"	"s66"	"s39"	"s57"	"s146"	"s40"	"s72"	"s153"	"s121"	"s141"	"s152"	false
"s135"	"s117"	"s141"	"s107"	"s52"	"s68"	"s145"	"s158"	"s58"	"s175"	"s80"	"s160"	"s74"	"s31"	"s112"	"s162"	"s169"	"s109"	"s184"	"s5"	"s85"	"s65"	"s157"	"s86"	"s51"	"s50"	"s161"	"s164"	"s43"	"s68"	"s177"	"s160"	"s113"	"s54"	"s90"	"s132"	"s14"	"s43"	"s142"	"s133"	"s34"	"s52"	"s17"	"s42"	"s115"	"s41"	"s34"	"s165"	"s16"	"s196"	true
"s126"	"s115"	"s150"	"s14"	"s14"	"s125"	"s2"	"s101"	"s141"	"s168"	"s75"	"s114"	"s74"	"s160"	"s9"	"s180"	"s74"	"s124"	"s151"	"s143"	"s93"	"s103"	"s67"	"s145"	"s73"	"s90"	"s137"	"s0"	"s142"	"s184"	"s195"	"s186"	"s154"	"s128"	"s188"	"s144"	"s182"	"s21"	"s197"	"s0"	"s50"	"s119"	"s29"	"s21"	"s194"	"s179"	"s3"	"s7"	"s110"	"s123"	false
"s92"	"s190"	"s150"	"s15"	"s136"	"s66"	"s140"	"s52"	"s194"	"s58"	"s40"	"s183"	"s49"	"s162"	"s183"	"s159"	"s24"	"s113"	"s147"	"s150"	"s62"	"s141"	"s84"	"s37"	"s83"	"s195"	"s132"	"s75"	"s103"	"s196"	"s127"	"s10"	"s104"	"s13"	"s182"	"s190"	"s65"	"s30"	"s155"	"s102"	"s10"	"s27"	"s181"	"s19"	"s62"	"s18"	"s10"	"s127"	"s76"	"s55"	false
"s88"	"s196"	"s183"	"s163"	"s176"	"s14"	"s37"	"s143"	"s137"	"s166"	"s193"	"s193"	"s82"	"s51"	"s167"	"s29"	"s40"	"s108"	"s140"	"s172"	"s21"	"s154"	"s90"	"s64"	"s111"	"s18"	"s82"	"s102"	"s138"	"s17"	"s0"	"s115"	"s176"	"s168"	"s15"	"s94"	"s143"	"s78"	"s199"	"s167"	"s163"	"s155"	"s145"	"s18"	"s75"	"s85"	"s31"	"s96"	"s39"	"s161"	false
"s95"	"s72"	"s109"	"s139"	"s47"	"s83"	"s60"	"s18"	"s116"	"s23"	"s108"	"s117"	"s44"	"s122"	"s79"	"s87"	"s152"	"s42"	"s163"	"s84"	"s30"	"s196"	"s189"	"s196"	"s5"	"s105"	"s136"	"s190"	"s97"	"s51"	"s76"	"s167"	"s47"	"s119"	"s34"	"s166"	"s118"	"s10"	"s183"	"s42"	"s122"	"s66"	"s84"	"s6"	"s117"	"s80"	"s114"	"s105"	"s46"	"s12"	false
"s88"	"s0"	"s175"	"s159"	"s166"	"s4"	"s175"	"s79"	"s37"	"s85"	"s114"	"s5"	"s75"	"s5"	"s16"	"s142"	"s38"	"s181"	"s155"	"s177"	"s101"	"s24"	"s121"	"s2"	"s194"	"s38"	"s195"	"s33"	"s26"	"s86"	"s60"	"s95"	"s53"	"s124"	"s63"	"s150"	"s105"	"s111"	"s75"	"s76"	"s59"	"s76"	"s44"	"s22"	"s108"	"s49"	"s175"	"s163"	"s62"	"s22"	false
"s129"	"s4"	"s60"	"s50"	"s158"	"s52"	"s83"	"s11"	"s21"	"s6"	"s70"	"s31"	"s152"	"s37"	"s188"	"s120"	"s7"	"s116"	"s12"	"s121"	"s199"	"s9"	"s119"	"s141"	"s43"	"s184"	"s89"	"s1"	"s45"	"s103"	"s149"	"s4"	"s165"	"s159"	"s128"	"s167"	"s52"	"s57"	"s166"	"s99"	"s70"	"s123"	"s130"	"s97"	"s106"	"s19"	"s88"	"s25"	"s21"	"s197"	false
"s64"	"s184"	"s3"	"s172"	"s159"	"s40"	"s103"	"s160"	"s28"	"s73"	"s163"	"s6"	"s94"	"s191"	"s168"	"s79"	"s97"	"s89"	"s165"	"s54"	"s73"	"s28"	"s61"	"s24"	"s194"	"s134"	"s82"	"s140"	"s150"	"s175"	"s194"	"s63"	"s67"	"s166"	"s141"	"s11"	"s162"	"s43"	"s0"	"s199"	"s192"	"s21"	"s29"	"s160"	"s83"	"s153"	"s95"	"s30"	"s90"	"s127"	false
"s124"	"s172"	"s129"	"s91"	"s73"	"s4"	"s46"	"s129"	"s6"	"s1"	"s192"	"s56"	"s119"	"s76"	"s142"	"s165"	"s155"	"s147"	"s108"	"s58"	"s33"	"s184"	"s177"	"s22"	"s159"	"s65"	"s24"	"s98"	"s104"	"s178"	"s138"	"s58"	"s103"	"s63"	"s59"	"s139"	"s123"	"s50"	"s39"	"s22"	"s85"	"s101"	"s160"	"s108"	"s14"	"s167"	"s81"	"s192"	"s105"	"s115"	true
"s180"	"s129"	"s5"	"s13"	"s148"	"s70"	"s109"	"s21"	"s17"	"s153"	"s138"	"s161"	"s12"	"s119"	"s89"	"s123"	"s24"	"s108"	"s2"	"s28"	"s110"	"s68"	"s62"	"s129"	"s133"	"s89"	"s182"	"s66"	"s117"	"s69"	"s108"	"s140"	"s140"	"s161"	"s20"	"s24"	"s29"	"s190"	"s183"	"s153"	"s159"	"s125"	"s16"	"s73"	"s50"	"s143"	"s28"	"s146"	"s16"	"s42"	true
"s128"	"s153"	"s76"	"s32"	"s63"	"s49"	"s2"	"s41"	"s31"	"s87"	"s4"	"s59"	"s59"	"s161"	"s117"	"s33"	"s157"	"s152"	"s153"	"s190"	"s58"	"s18"	"s160"	"s22"	"s154"	"s127"	"s154"	"s19"	"s79"	"s29"	"s130"	"s141"	"s117"	"s20"	"s121"	"s76"	"s130"	"s175"	"s5"	"s114"	"s52"	"s108"	"s163"	"s120"	"s38"	"s83"	"s58"	"s5"	"s23"	"s47"	false
"s67"	"s40"	"s105"	"s26"	"s6"	"s6"	"s198"	"s116"	"s57"	"s52"	"s163"	"s187"	"s182"	"s119"	"s58"	"s13"	"s12"	"s63"	"s6"	"s119"	"s111"	"s59"	"s47"	"s87"	"s4"	"s42"	"s155"	"s67"	"s40"	"s136"	"s60"	"s78"	"s77"	"s156"	"s105"	"s147"	"s5"	"s96"	"s132"	"s34"	"s195"	"s60"	"s128"	"s103"	"s184"	"s85"	"s34"	"s163"	"s185"	"s95"	false
"s166"	"s24"	"s126"	"s82"	"s192"	"s64"	"s148"	"s163"	"s6"	"s12"	"s177"	"s14"	"s95"	"s55"	"s145"	"s119"	"s161"	"s110"	"s46"	"s188"	"s53"	"s185"	"s187"	"s49"	"s91"	"s177"	"s141"	"s188"	"s23"	"s100"	"s199"	"s48"	"s66"	"s2"	"s17"	"s129"	"s148"	"s140"	"s66"	"s38"	"s92"	"s146"	"s10"	"s38"	"s160"	"s2"	"s43"	"s67"	"s139"	"s16"	false
"s188"	"s117"	"s73"	"s125"	"s168"	"s11"	"s73"	"s93"	"s85"	"s119"	"s2"	"s81"	"s19"	"s129"	"s100"	"s58"	"s30"	"s172"	"s196"	"s51"	"s42"	"s74"	"s50"	"s175"	"s79"	"s58"	"s120"	"s14"	"s144"	"s51"	"s42"	"s121"	"s70"	"s28"	"s199"	"s109"	"s148"	"s129"	"s101"	"s33"	"s80"	"s75"	"s143"	"s193"	"s160"	"s106"	"s171"	"s177"	"s82"	"s94"	true
"s1"	"s0"	"s96"	"s89"	"s43"	"s51"	"s112"	"s65"	"s124"	"s149"	"s140"	"s189"	"s90"	"s100"	"s138"	"s77"	"s106"	"s77"	"s134"	"s59"	"s63"	"s74"	"s79"	"s146"	"s47"	"s26"	"s153"	"s189"	"s84"	"s126"	"s174"	"s7"	"s84"	"s47"	"s85"	"s63"	"s178"	"s52"	"s99"	"s173"	"s120"	"s125"	"s113"	"s77"	"s36"	"s160"	"s27"	"s108"	"s150"	"s75"	false
"s130"	"s20"	"s150"	"s79"	"s196"	"s132"	"s10"	"s17"	"s125"	"s179"	"s149"	"s63"	"s142"	"s149"	"s22"	"s17"	"s196"	"s101"	"s118"	"s41"	"s139"	"s95"	"s6"	"s20"	"s37"	"s87"	"s138"	"s91"	"s161"	"s124"	"s113"	"s144"	"s199"	"s82"	"s169"	"s145"	"s73"	"s153"	"s147"	"s79"	"s70"	"s131"	"s18"	"s123"	"s166"	"s120"	"s110"	"s142"	"s168"	"s96"	true
"s18"	"s111"	"s31"	"s78"	"s140"	"s153"	"s144"	"s165"	"s48"	"s129"	"s68"	"s160"	"s46"	"s191"	"s9"	"s46"	"s107"	"s151"	"s165"	"s20"	"s126"	"s48"	"s9"	"s132"	"s35"	"s116"	"s143"	"s97"	"s142"	"s15"	"s118"	"s49"	"s160"	"s115"	"s8"	"s114"	"s166"	"s4"	"s126"	"s90"	"s112"	"s149"	"s98"	"s136"	"s193"	"s126"	"s188"	"s195"	"s23"	"s129"	true
"s55"	"s106"	"s35"	"s21"	"s75"	"s78"	"s66"	"s195"	"s196"	"s76"	"s102"	"s79"	"s121"	"s137"	"s10"	"s172"	"s78"	"s15"	"s9"	"s47"	"s93"	"s88"	"s59"	"s73"	"s127"	"s165"	"s141"	"s199"	"s173"	"s161"	"s77"	"s72"	"s92"	"s84"	"s95"	"s137"	"s134"	"s9"	"s61"	"s9"	"s85"	"s59"	"s188"	"s98"	"s37"	"s144"	"s116"	"s118"	"s199"	"s98"	true
"s98"	"s39"	"s56"	"s7"	"s196"	"s64"	"s74"	"s161"	"s74"	"s18"	"s104"	"s8"	"s64"	"s136"	"s182"	"s51"	"s37"	"s161"	"s46"	"s108"	"s116"	"s169"	"s144"	"s176"	"s33"	"s184"	"s180"	"s121"	"s36"	"s63"	"s18"	"s20"	"s82"	"s12"	"s35"	"s56"	"s144"	"s69"	"s91"	"s107"	"s110"	"s62"	"s74"	"s84"	"s193"	"s155"	"s41"	"s5"	"s174"	"s90"	true
