"Col0"	"Col1"	"Col2"	"Col3"	"Col4"	"Col5"	"Col6"	"Col7"	"Col8"	"Col9"	"Col10"	"Col11"	"Col12"	"Col13"	"Col14"	"Col15"	"Col16"	"Col17"	"Col18"	"Col19"	"Col20"	"Col21"	"Col22"	"Col23"	"Col24"	"Col25"	"Col26"	"Col27"	"Col28"	"Col29"	"Col30"	"Col31"	"Col32"	"Col33"	Class
"s1"	"s0"	"s0.95704"	"s-0.12095"	"s0.63318"	"s-0.1269"	"s0.96365"	"s-0.18242"	"s0.97026"	"s0.0846"	"s0.92003"	"s-0.01124"	"s0.83543"	"s-0.24719"	"s1.0"	"s-0.31395"	"s0.99273"	"s-0.21216"	"s0.98678"	"s-0.21018"	"s1.0"	"s-0.27165"	"s0.93126"	"s-0.39458"	"s1.0"	"s-0.19233"	"s0.88793"	"s-0.31565"	"s0.81428"	"s-0.23728"	"s0.89095"	"s-0.31857"	"s0.69531"	"s-0.41573"	true
"s1"	"s0"	"s0.28409"	"s-0.31818"	"s0.0"	"s0.0"	"s0.68182"	"s-1.0"	"s0.30682"	"s0.95833"	"s0.64394"	"s0.06439"	"s0.34848"	"s-0.84848"	"s0.0"	"s0.0"	"s0.59091"	"s-0.35985"	"s0.45076"	"s-0.80682"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.24242"	"s0.17803"	"s1.0"	"s-0.23864"	"s0.06061"	"s-0.48485"	"s0.16288"	"s-0.70076"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.9449"	"s-0.49311"	"s1.0"	"s-0.03692"	"s0.98898"	"s-0.87052"	"s0.90083"	"s0.66942"	"s1.0"	"s-0.10104"	"s1.0"	"s-0.12493"	"s1.0"	"s-0.15017"	"s1.0"	"s-0.17681"	"s1.0"	"s-0.20491"	"s1.0"	"s-0.23452"	"s1.0"	"s-0.26571"	"s1.0"	"s-0.29852"	"s1.0"	"s-0.33304"	"s1.0"	"s-0.36931"	"s1.0"	"s-0.4074"	"s1.0"	"s-0.44739"	true
"s1"	"s0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.62195"	"s1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.36585"	"s-0.71951"	"s0.56098"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s0.10976"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.99449"	"s0.00526"	"s0.84082"	"s-0.11313"	"s0.88237"	"s-0.16431"	"s0.99061"	"s-0.06257"	"s0.96484"	"s-0.07496"	"s0.85221"	"s0.02966"	"s0.87161"	"s-0.20848"	"s0.93881"	"s-0.12977"	"s0.98298"	"s-0.08935"	"s0.89876"	"s7.5E-4"	"s0.87836"	"s-0.05882"	"s0.93368"	"s-0.19872"	"s0.87579"	"s-0.17806"	"s0.94294"	"s-0.16581"	"s0.80253"	"s-0.25741"	"s0.76586"	"s-0.27794"	true
"s1"	"s0"	"s0.10135"	"s0.10811"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.5473"	"s0.82432"	"s0.31081"	"s1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.37162"	"s-1.0"	"s0.33108"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-0.42568"	"s-1.0"	"s1.0"	"s-1.0"	"s0.55405"	"s-0.23649"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s-0.57224"	"s0.9915"	"s-0.73371"	"s0.89518"	"s-0.9745"	"s1.0"	"s-0.35818"	"s1.0"	"s-0.23229"	"s0.6289"	"s-0.86402"	"s1.0"	"s-0.57535"	"s1.0"	"s-0.79603"	"s0.76771"	"s-0.88952"	"s0.96601"	"s-1.0"	"s0.7012"	"s-0.74896"	"s0.61946"	"s-0.76904"	"s0.53777"	"s-0.77986"	"s0.8102"	"s-1.0"	"s1.0"	"s-1.0"	"s0.30445"	"s-0.76112"	true
"s1"	"s0"	"s0.65909"	"s-0.62879"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.77273"	"s1.0"	"s1.0"	"s-0.2803"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.62121"	"s-0.22727"	"s0.84091"	"s-1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s-0.93939"	"s-0.12879"	"s-0.93182"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.86284"	"s0.1931"	"s0.8092"	"s0.41149"	"s0.67203"	"s0.55785"	"s0.54559"	"s0.69962"	"s0.36705"	"s0.81533"	"s0.19617"	"s0.85671"	"s-0.04061"	"s0.86284"	"s-0.17241"	"s0.75785"	"s-0.341"	"s0.65747"	"s-0.48199"	"s0.56092"	"s-0.6023"	"s0.40996"	"s-0.59234"	"s0.25747"	"s-0.63038"	"s0.08818"	"s-0.57241"	"s-0.07816"	"s-0.54866"	"s-0.19923"	"s-0.42912"	"s-0.31954"	true
"s1"	"s0"	"s0.42"	"s-0.61"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.9"	"s1.0"	"s0.43"	"s0.64"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.67"	"s-0.29"	"s0.84"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.21"	"s0.68"	"s1.0"	"s0.22"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s1.0"	"s0.23395"	"s0.91404"	"s0.52013"	"s0.7802"	"s0.72144"	"s0.4766"	"s0.84222"	"s0.27639"	"s0.9173"	"s0.09467"	"s0.88248"	"s-0.2198"	"s0.91404"	"s-0.34168"	"s0.75517"	"s-0.5136"	"s0.64527"	"s-0.64527"	"s0.44614"	"s-0.74102"	"s0.29162"	"s-0.70838"	"s0.03591"	"s-0.71731"	"s-0.11943"	"s-0.64962"	"s-0.28183"	"s-0.51251"	"s-0.44505"	"s-0.37432"	"s-0.53319"	true
"s1"	"s0"	"s0.91353"	"s0.81586"	"s-0.72973"	"s1.0"	"s-0.39466"	"s0.55735"	"s0.05405"	"s0.2973"	"s-0.18599"	"s-0.10241"	"s-0.03158"	"s-0.0897"	"s0.01401"	"s-0.03403"	"s0.01108"	"s-0.00537"	"s0.00342"	"s9.7E-4"	"s4.8E-4"	"s7.5E-4"	"s-3.0E-5"	"s1.9E-4"	"s-3.0E-5"	"s2.0E-5"	"s-1.0E-5"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.21429"	"s-0.09524"	"s0.33333"	"s0.07143"	"s0.19048"	"s0.19048"	"s0.2381"	"s0.09524"	"s0.40476"	"s0.02381"	"s0.30952"	"s-0.04762"	"s0.30952"	"s-0.04762"	"s0.28571"	"s-0.11905"	"s0.33333"	"s0.04762"	"s0.30952"	"s0.0"	"s0.21429"	"s-0.11905"	"s0.35714"	"s-0.04762"	"s0.22109"	"s-0.0229"	"s0.19048"	"s0.0"	"s0.16997"	"s-0.02034"	"s0.14694"	"s-0.01877"	true
"s1"	"s0"	"s1.0"	"s-0.14754"	"s1.0"	"s0.04918"	"s0.57377"	"s-0.01639"	"s0.65574"	"s0.01639"	"s0.85246"	"s-0.03279"	"s0.72131"	"s0.0"	"s0.68852"	"s-0.16393"	"s0.19672"	"s-0.14754"	"s0.65558"	"s-0.17176"	"s0.67213"	"s0.03279"	"s1.0"	"s-0.29508"	"s0.31148"	"s-0.34426"	"s0.52385"	"s-0.20325"	"s0.32787"	"s-0.03279"	"s0.27869"	"s-0.44262"	"s0.4918"	"s-0.06557"	false
"s1"	"s0"	"s0.98182"	"s0.0"	"s0.88627"	"s0.03131"	"s0.86249"	"s0.04572"	"s0.8"	"s0.0"	"s0.69091"	"s0.04545"	"s0.79343"	"s0.08436"	"s0.77118"	"s0.09579"	"s0.62727"	"s0.25455"	"s0.68182"	"s0.12727"	"s0.70674"	"s0.12608"	"s0.68604"	"s0.13493"	"s0.74545"	"s0.22727"	"s0.64581"	"s0.15088"	"s0.67273"	"s0.02727"	"s0.60715"	"s0.16465"	"s0.5884"	"s0.17077"	true
"s1"	"s0"	"s0.39286"	"s0.52381"	"s-0.78824"	"s0.11342"	"s-0.16628"	"s-0.76378"	"s0.66667"	"s0.0119"	"s0.82143"	"s0.40476"	"s-0.6723"	"s0.30729"	"s-0.34797"	"s-0.63668"	"s0.46429"	"s0.15476"	"s0.54762"	"s0.05952"	"s-0.5183"	"s0.44961"	"s-0.47651"	"s-0.47594"	"s0.32143"	"s0.70238"	"s0.51971"	"s0.38848"	"s0.57143"	"s0.39286"	"s-0.54891"	"s-0.29915"	"s0.25441"	"s-0.55837"	false
"s1"	"s0"	"s0.86889"	"s-0.07111"	"s1.0"	"s-0.02494"	"s1.0"	"s-0.06889"	"s0.87778"	"s0.00222"	"s0.83556"	"s-0.06444"	"s1.0"	"s-0.07287"	"s1.0"	"s-0.2"	"s0.86889"	"s0.05333"	"s0.88"	"s-0.03778"	"s1.0"	"s-0.11526"	"s1.0"	"s-0.18667"	"s0.84444"	"s0.03556"	"s1.0"	"s-0.14162"	"s0.82222"	"s-0.14667"	"s1.0"	"s-0.15609"	"s1.0"	"s-0.44222"	true
"s1"	"s0"	"s0.43636"	"s-0.12727"	"s0.58182"	"s-0.14545"	"s0.18182"	"s-0.67273"	"s0.34545"	"s-0.03636"	"s0.29091"	"s-0.05455"	"s0.29091"	"s0.29091"	"s0.36364"	"s-0.41818"	"s0.2"	"s-0.01818"	"s0.36364"	"s0.05455"	"s0.12727"	"s0.49091"	"s0.61818"	"s0.16364"	"s0.32727"	"s0.16364"	"s0.41098"	"s-0.07027"	"s0.34545"	"s-0.05455"	"s0.12727"	"s-0.36364"	"s0.29091"	"s-0.29091"	false
"s1"	"s0"	"s1.0"	"s-0.92453"	"s1.0"	"s0.75472"	"s0.49057"	"s-0.0566"	"s0.62264"	"s0.0"	"s1.0"	"s-5.4E-4"	"s0.45283"	"s0.07547"	"s0.62264"	"s-0.0566"	"s0.98878"	"s-8.5E-4"	"s0.5283"	"s0.0"	"s0.5283"	"s0.07547"	"s0.9519"	"s-0.00112"	"s1.0"	"s0.79245"	"s0.92192"	"s-0.00128"	"s0.9434"	"s-1.0"	"s1.0"	"s0.43396"	"s0.43396"	"s-0.11321"	true
"s1"	"s0"	"s0.7381"	"s0.83333"	"s-0.7619"	"s-0.2381"	"s0.33333"	"s-0.14286"	"s0.45238"	"s-0.14286"	"s-0.67285"	"s0.12808"	"s0.33333"	"s0.0"	"s0.28571"	"s-0.07143"	"s-0.38214"	"s0.51163"	"s0.2381"	"s0.02381"	"s0.45238"	"s0.04762"	"s0.16667"	"s-0.2619"	"s-0.57255"	"s-0.10234"	"s0.24889"	"s-0.51079"	"s1.0"	"s0.0"	"s-0.66667"	"s-0.04762"	"s0.2619"	"s0.02381"	false
"s1"	"s0"	"s0.4375"	"s0.04167"	"s0.58333"	"s-0.10417"	"s0.39583"	"s0.0"	"s0.33333"	"s-0.0625"	"s0.47917"	"s0.0"	"s0.29167"	"s0.10417"	"s0.54167"	"s0.02083"	"s0.4375"	"s-0.22917"	"s0.35417"	"s-0.22917"	"s0.33333"	"s0.08333"	"s0.25"	"s0.1875"	"s0.39583"	"s-0.1875"	"s0.44012"	"s-0.10064"	"s0.41667"	"s-0.08333"	"s0.58333"	"s-0.3125"	"s0.33333"	"s-0.0625"	true
"s1"	"s0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.47744"	"s-0.89098"	"s-0.51504"	"s0.45489"	"s-0.95489"	"s0.28571"	"s0.64662"	"s1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s0.6203"	"s0.20301"	"s-1.0"	"s-1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.95217"	"s0.06595"	"s0.93614"	"s0.1303"	"s0.90996"	"s0.19152"	"s0.84881"	"s-0.49962"	"s0.90023"	"s0.6132"	"s0.77937"	"s0.34328"	"s0.72254"	"s0.37988"	"s0.66145"	"s0.40844"	"s0.95472"	"s0.59862"	"s0.53258"	"s0.44088"	"s0.46773"	"s0.44511"	"s0.4044"	"s0.44199"	"s0.34374"	"s0.43221"	"s0.9033"	"s1.0"	"s0.23405"	"s0.3962"	"s0.18632"	"s0.37191"	true
"s1"	"s0"	"s0.5984"	"s0.40332"	"s0.82809"	"s0.80521"	"s0.76001"	"s0.70709"	"s0.8401"	"s-0.10984"	"s0.97311"	"s0.07981"	"s0.95824"	"s-0.85727"	"s0.91962"	"s0.88444"	"s0.95452"	"s-0.05206"	"s0.88673"	"s0.18135"	"s0.98484"	"s-0.69594"	"s0.8667"	"s-0.85755"	"s0.28604"	"s-0.30063"	"s1.0"	"s0.17076"	"s0.62958"	"s0.42677"	"s0.87757"	"s0.81007"	"s0.81979"	"s0.68822"	false
"s1"	"s0"	"s0.95882"	"s0.10129"	"s1.0"	"s-0.01918"	"s0.98313"	"s0.02555"	"s0.96974"	"s-0.09316"	"s0.98955"	"s-0.02716"	"s0.9798"	"s-0.03096"	"s1.0"	"s-0.05343"	"s1.0"	"s-0.05179"	"s0.9384"	"s0.01557"	"s0.9762"	"s-0.09284"	"s0.97889"	"s-0.05318"	"s0.91567"	"s-0.15675"	"s0.95677"	"s-0.06995"	"s0.90978"	"s0.01307"	"s1.0"	"s-0.10797"	"s0.93144"	"s-0.06888"	true
"s1"	"s0"	"s0.0"	"s0.0"	"s-0.33672"	"s0.85388"	"s0.0"	"s0.0"	"s0.68869"	"s-1.0"	"s0.97078"	"s0.31385"	"s-0.26048"	"s-0.59212"	"s-0.30241"	"s0.65565"	"s0.94155"	"s0.16391"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s-0.18043"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.04447"	"s0.61881"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.96933"	"s0.00876"	"s1.0"	"s0.00843"	"s0.98658"	"s-0.00763"	"s0.97868"	"s-0.02844"	"s0.9982"	"s-0.0351"	"s1.0"	"s-0.01271"	"s1.0"	"s-0.02581"	"s1.0"	"s-0.01175"	"s0.98485"	"s2.5E-4"	"s1.0"	"s-0.02612"	"s1.0"	"s-0.04744"	"s0.96019"	"s-0.04527"	"s0.99188"	"s-0.03473"	"s0.9702"	"s-0.02478"	"s1.0"	"s-0.03855"	"s0.9842"	"s-0.04112"	true
"s1"	"s0"	"s0.0"	"s0.0"	"s0.98919"	"s-0.22703"	"s0.18919"	"s-0.05405"	"s0.0"	"s0.0"	"s0.93243"	"s0.07297"	"s1.0"	"s-0.2"	"s1.0"	"s0.07027"	"s1.0"	"s-0.11351"	"s0.0"	"s0.0"	"s1.0"	"s-0.21081"	"s1.0"	"s-0.41622"	"s0.0"	"s0.0"	"s1.0"	"s-0.17568"	"s0.0"	"s0.0"	"s1.0"	"s-0.25946"	"s0.28919"	"s-0.15676"	false
"s1"	"s0"	"s0.64122"	"s0.01403"	"s0.34146"	"s-0.02439"	"s0.52751"	"s0.03466"	"s0.19512"	"s0.12195"	"s0.43313"	"s0.04755"	"s0.21951"	"s0.04878"	"s0.29268"	"s0.0"	"s0.36585"	"s0.0"	"s0.31707"	"s0.07317"	"s0.26829"	"s0.12195"	"s0.23698"	"s0.05813"	"s0.21951"	"s0.09756"	"s0.19304"	"s0.05641"	"s0.1741"	"s0.05504"	"s0.19512"	"s0.0"	"s0.17073"	"s0.07317"	true
"s1"	"s0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s-0.27778"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s1.0"	"s1.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.34694"	"s0.20408"	"s0.46939"	"s0.2449"	"s0.40816"	"s0.20408"	"s0.46939"	"s0.44898"	"s0.30612"	"s0.59184"	"s0.12245"	"s0.55102"	"s0.0"	"s0.5102"	"s-0.06122"	"s0.55102"	"s-0.20408"	"s0.55102"	"s-0.28571"	"s0.44898"	"s-0.28571"	"s0.32653"	"s-0.61224"	"s0.22449"	"s-0.46579"	"s0.14895"	"s-0.59184"	"s0.18367"	"s-0.34694"	"s0.0"	"s-0.26531"	"s-0.2449"	true
"s1"	"s0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s1.0"	"s-0.25342"	"s1.0"	"s0.23288"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s0.0"	"s0.0"	"s1.0"	"s1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	"s1.0"	"s-1.0"	"s0.0"	"s0.0"	false
"s1"	"s0"	"s0.89706"	"s0.38235"	"s0.91176"	"s0.375"	"s0.74265"	"s0.67647"	"s0.45588"	"s0.77941"	"s0.19118"	"s0.88971"	"s-0.02206"	"s0.86029"	"s-0.20588"	"s0.82353"	"s-0.375"	"s0.67647"	"s-0.5"	"s0.47794"	"s-0.73529"	"s0.38235"	"s-0.86029"	"s0.08824"	"s-0.74265"	"s-0.125"	"s-0.67925"	"s-0.24131"	"s-0.55147"	"s-0.42647"	"s-0.44118"	"s-0.50735"	"s-0.28676"	"s-0.56618"	true
"s1"	"s0"	"s-1.0"	"s0.28105"	"s0.22222"	"s0.15033"	"s-0.75693"	"s-0.70984"	"s-0.30719"	"s0.71242"	"s-1.0"	"s1.0"	"s-0.81699"	"s0.33987"	"s-0.79085"	"s-0.02614"	"s-0.98039"	"s-0.83007"	"s-0.60131"	"s-0.54248"	"s-0.04575"	"s-0.83007"	"s0.94118"	"s-0.94118"	"s-1.0"	"s-0.43137"	"s0.74385"	"s0.09176"	"s-1.0"	"s0.05229"	"s0.18301"	"s0.02614"	"s-0.40201"	"s-0.48241"	false
"s1"	"s0"	"s0.26667"	"s-0.1"	"s0.53333"	"s0.0"	"s0.33333"	"s-0.13333"	"s0.36667"	"s0.11667"	"s0.56667"	"s0.01667"	"s0.71667"	"s0.08333"	"s0.7"	"s-0.06667"	"s0.53333"	"s0.2"	"s0.41667"	"s-0.01667"	"s0.31667"	"s0.2"	"s0.7"	"s0.0"	"s0.25"	"s0.13333"	"s0.46214"	"s0.05439"	"s0.4"	"s0.03333"	"s0.46667"	"s0.03333"	"s0.41667"	"s-0.05"	true
"s1"	"s0"	"s-0.26667"	"s0.4"	"s-0.27303"	"s0.12159"	"s-0.17778"	"s-0.04444"	"s0.06192"	"s-0.06879"	"s0.04461"	"s0.02575"	"s-0.00885"	"s0.02726"	"s-0.01586"	"s-0.00166"	"s-9.3E-4"	"s-0.00883"	"s0.0047"	"s-0.00153"	"s0.00138"	"s0.00238"	"s-0.00114"	"s0.00102"	"s-6.9E-4"	"s-5.0E-4"	"s1.9E-4"	"s-4.3E-4"	"s2.6E-4"	"s5.0E-5"	"s0.0"	"s1.5E-4"	"s-8.0E-5"	"s2.0E-5"	false
"s1"	"s0"	"s1.0"	"s-0.37838"	"s0.64865"	"s0.2973"	"s0.64865"	"s-0.24324"	"s0.86486"	"s0.18919"	"s1.0"	"s-0.27027"	"s0.51351"	"s0.0"	"s0.62162"	"s-0.05405"	"s0.32432"	"s-0.21622"	"s0.71833"	"s-0.17666"	"s0.62162"	"s0.05405"	"s0.75676"	"s0.13514"	"s0.35135"	"s-0.2973"	"s0.61031"	"s-0.22163"	"s0.58478"	"s-0.23027"	"s0.72973"	"s-0.59459"	"s0.51351"	"s-0.24324"	true
"s1"	"s0"	"s0.94531"	"s-0.03516"	"s-1.0"	"s-0.33203"	"s-1.0"	"s-0.01563"	"s0.97266"	"s0.01172"	"s0.93359"	"s-0.01953"	"s-1.0"	"s0.16406"	"s-1.0"	"s-0.00391"	"s0.95313"	"s-0.03516"	"s0.92188"	"s-0.02734"	"s-0.99219"	"s0.11719"	"s-0.93359"	"s0.34766"	"s0.95703"	"s-0.00391"	"s0.82041"	"s0.13758"	"s0.90234"	"s-0.06641"	"s-1.0"	"s-0.1875"	"s-1.0"	"s-0.34375"	false
"s1"	"s0"	"s0.95202"	"s0.02254"	"s0.93757"	"s-0.01272"	"s0.93526"	"s0.01214"	"s0.96705"	"s-0.01734"	"s0.96936"	"s0.0052"	"s0.95665"	"s-0.03064"	"s0.9526"	"s-0.00405"	"s0.9948"	"s-0.02659"	"s0.99769"	"s0.01792"	"s0.93584"	"s-0.04971"	"s0.93815"	"s-0.0237"	"s0.97052"	"s-0.04451"	"s0.96215"	"s-0.01647"	"s0.97399"	"s0.01908"	"s0.95434"	"s-0.0341"	"s0.95838"	"s0.00809"	true
"s1"	"s0"	"s1.0"	"s-0.05529"	"s1.0"	"s-1.0"	"s0.5"	"s-0.11111"	"s0.36111"	"s-0.22222"	"s1.0"	"s-0.25712"	"s0.16667"	"s-0.11111"	"s1.0"	"s-0.3466"	"s1.0"	"s-0.38853"	"s1.0"	"s-0.42862"	"s0.0"	"s-0.25"	"s1.0"	"s-0.50333"	"s1.0"	"s-0.27778"	"s1.0"	"s-0.57092"	"s1.0"	"s-0.27778"	"s1.0"	"s-0.63156"	"s1.0"	"s-0.65935"	false
"s1"	"s0"	"s0.31034"	"s-0.10345"	"s0.24138"	"s-0.10345"	"s0.2069"	"s-0.06897"	"s0.07405"	"s-0.05431"	"s0.03649"	"s-0.03689"	"s0.01707"	"s-0.02383"	"s0.00741"	"s-0.01482"	"s0.00281"	"s-0.00893"	"s7.8E-4"	"s-0.00523"	"s-3.0E-5"	"s-0.00299"	"s-2.8E-4"	"s-0.00166"	"s-3.1E-4"	"s-9.0E-4"	"s-2.5E-4"	"s-4.8E-4"	"s-1.8E-4"	"s-2.4E-4"	"s-1.2E-4"	"s-1.2E-4"	"s-8.0E-5"	"s-6.0E-5"	true
"s1"	"s0"	"s0.62745"	"s-0.07843"	"s0.72549"	"s0.0"	"s0.60784"	"s-0.07843"	"s0.62745"	"s-0.11765"	"s0.68627"	"s-0.11765"	"s0.66667"	"s-0.13725"	"s0.64706"	"s-0.09804"	"s0.54902"	"s-0.11765"	"s0.54902"	"s-0.21569"	"s0.58824"	"s-0.19608"	"s0.66667"	"s-0.23529"	"s0.45098"	"s-0.2549"	"s0.52409"	"s-0.24668"	"s0.56863"	"s-0.31373"	"s0.43137"	"s-0.21569"	"s0.47059"	"s-0.27451"	false
"s1"	"s0"	"s0.25"	"s0.16667"	"s0.46667"	"s0.26667"	"s0.19036"	"s0.23966"	"s0.07766"	"s0.19939"	"s0.0107"	"s0.14922"	"s-0.02367"	"s0.10188"	"s-0.03685"	"s0.06317"	"s-0.03766"	"s0.03458"	"s-0.0323"	"s0.01532"	"s-0.02474"	"s0.00357"	"s-0.01726"	"s-0.00273"	"s-0.01097"	"s-0.00539"	"s-0.00621"	"s-0.00586"	"s-0.00294"	"s-0.0052"	"s-8.9E-4"	"s-0.00408"	"s2.5E-4"	"s-0.00291"	true
"s1"	"s0"	"s-0.65625"	"s0.15625"	"s0.0625"	"s0.0"	"s0.0"	"s0.0625"	"s0.625"	"s0.0625"	"s0.1875"	"s0.0"	"s-0.03125"	"s0.09375"	"s0.0625"	"s0.0"	"s0.15625"	"s-0.15625"	"s0.4375"	"s-0.375"	"s0.0"	"s-0.09375"	"s0.0"	"s0.0"	"s0.03125"	"s-0.46875"	"s0.03125"	"s0.0"	"s-0.71875"	"s0.03125"	"s-0.03125"	"s0.0"	"s0.0"	"s0.09375"	false
"s1"	"s0"	"s1.0"	"s-0.01081"	"s1.0"	"s-0.02703"	"s1.0"	"s-0.06486"	"s0.95135"	"s-0.01622"	"s0.98919"	"s-0.03243"	"s0.98919"	"s0.08649"	"s1.0"	"s-0.06486"	"s0.95135"	"s0.09189"	"s0.97838"	"s-0.00541"	"s1.0"	"s0.06486"	"s1.0"	"s0.04324"	"s0.97838"	"s0.09189"	"s0.98556"	"s0.01251"	"s1.0"	"s-0.03243"	"s1.0"	"s0.02703"	"s1.0"	"s-0.07027"	true
"s1"	"s0"	"s0.85271"	"s0.05426"	"s1.0"	"s0.08069"	"s1.0"	"s1.0"	"s0.91473"	"s-0.00775"	"s0.83721"	"s0.03876"	"s1.0"	"s0.27153"	"s1.0"	"s1.0"	"s0.81395"	"s0.04651"	"s0.90698"	"s0.11628"	"s1.0"	"s0.5067"	"s1.0"	"s-1.0"	"s0.8062"	"s0.03876"	"s1.0"	"s0.71613"	"s0.84496"	"s0.06977"	"s1.0"	"s0.87317"	"s1.0"	"s1.0"	false
"s1"	"s0"	"s0.90374"	"s-0.01604"	"s1.0"	"s0.08021"	"s1.0"	"s0.01604"	"s0.93048"	"s0.00535"	"s0.93583"	"s-0.01604"	"s1.0"	"s0.0"	"s1.0"	"s0.06417"	"s1.0"	"s0.04813"	"s0.91444"	"s0.04278"	"s0.96791"	"s0.02139"	"s0.9893"	"s-0.01604"	"s0.96257"	"s0.05348"	"s0.96974"	"s0.04452"	"s0.87701"	"s0.0107"	"s1.0"	"s0.09091"	"s0.97861"	"s0.06417"	true
"s1"	"s0"	"s-0.205"	"s0.2875"	"s0.23"	"s0.1"	"s0.2825"	"s0.3175"	"s0.3225"	"s0.35"	"s0.36285"	"s-0.34617"	"s0.0925"	"s0.275"	"s-0.095"	"s0.21"	"s-0.0875"	"s0.235"	"s-0.34187"	"s0.31408"	"s-0.48"	"s-0.08"	"s0.29908"	"s0.33176"	"s-0.58"	"s-0.24"	"s0.3219"	"s-0.28475"	"s-0.47"	"s0.185"	"s-0.27104"	"s-0.31228"	"s0.40445"	"s0.0305"	false
"s1"	"s0"	"s0.6"	"s0.03333"	"s0.63333"	"s0.06667"	"s0.7"	"s0.06667"	"s0.7"	"s0.0"	"s0.63333"	"s0.0"	"s0.8"	"s0.0"	"s0.73333"	"s0.0"	"s0.7"	"s0.1"	"s0.66667"	"s0.1"	"s0.73333"	"s-0.03333"	"s0.76667"	"s0.0"	"s0.63333"	"s0.13333"	"s0.65932"	"s0.10168"	"s0.6"	"s0.13333"	"s0.6"	"s0.16667"	"s0.63333"	"s0.16667"	true
"s1"	"s0"	"s0.05866"	"s-0.00838"	"s0.06704"	"s0.00838"	"s0.0"	"s-0.01117"	"s0.00559"	"s-0.03911"	"s0.01676"	"s-0.07542"	"s-0.00559"	"s0.05307"	"s0.06425"	"s-0.03352"	"s0.0"	"s0.09497"	"s-0.06425"	"s0.07542"	"s-0.04749"	"s0.02514"	"s0.02793"	"s-0.00559"	"s0.00838"	"s0.00559"	"s0.10335"	"s-0.00838"	"s0.03073"	"s-0.00279"	"s0.04469"	"s0.0"	"s0.04749"	"s-0.03352"	false
