att0	att1	att2	att3	att4	att5	att6	att7	att8	att9	att10	att11	att12	att13	att14	att15	att16	att17	att18	att19	att20	att21	att22	att23	att24	att25	att26	att27	att28	att29	att30	att31	att32	att33	att34	att35	att36	att37	att38	att39	att40	att41	att42	att43	att44	att45	att46	att47	att48	att49	Class
"s11"	"s35"	"s16"	"s38"	"s39"	"s38"	"s13"	"s47"	"s15"	"s10"	"s38"	"s11"	"s24"	"s10"	"s6"	"s36"	"s43"	"s18"	"s39"	"s36"	"s18"	"s18"	"s16"	"s14"	"s11"	"s5"	"s46"	"s35"	"s23"	"s10"	"s47"	"s36"	"s35"	"s45"	"s47"	"s7"	"s34"	"s28"	"s3"	"s9"	"s34"	"s27"	"s44"	"s4"	"s6"	"s6"	"s7"	"s12"	"s8"	"s44"	false
"s26"	"s0"	"s0"	"s2"	"s46"	"s20"	"s10"	"s4"	"s31"	"s30"	"s47"	"s26"	"s12"	"s15"	"s10"	"s41"	"s45"	"s5"	"s48"	"s41"	"s8"	"s25"	"s32"	"s27"	"s26"	"s12"	"s30"	"s28"	"s19"	"s48"	"s10"	"s24"	"s49"	"s10"	"s5"	"s8"	"s33"	"s5"	"s36"	"s14"	"s43"	"s46"	"s26"	"s1"	"s4"	"s37"	"s28"	"s25"	"s11"	"s42"	false
"s46"	"s11"	"s35"	"s27"	"s48"	"s42"	"s16"	"s15"	"s19"	"s10"	"s45"	"s49"	"s21"	"s6"	"s8"	"s48"	"s31"	"s13"	"s23"	"s49"	"s44"	"s39"	"s40"	"s5"	"s14"	"s14"	"s3"	"s10"	"s14"	"s15"	"s12"	"s1"	"s21"	"s32"	"s29"	"s22"	"s49"	"s30"	"s46"	"s23"	"s3"	"s0"	"s21"	"s15"	"s26"	"s16"	"s40"	"s17"	"s49"	"s36"	true
"s3"	"s46"	"s11"	"s18"	"s9"	"s35"	"s5"	"s14"	"s17"	"s40"	"s17"	"s33"	"s12"	"s24"	"s24"	"s38"	"s38"	"s4"	"s47"	"s8"	"s10"	"s42"	"s28"	"s20"	"s11"	"s13"	"s10"	"s19"	"s35"	"s40"	"s10"	"s24"	"s3"	"s28"	"s31"	"s27"	"s21"	"s32"	"s15"	"s19"	"s9"	"s41"	"s10"	"s22"	"s13"	"s18"	"s37"	"s41"	"s25"	"s5"	false
"s18"	"s19"	"s3"	"s20"	"s23"	"s5"	"s16"	"s6"	"s31"	"s10"	"s20"	"s14"	"s6"	"s27"	"s31"	"s2"	"s18"	"s0"	"s27"	"s39"	"s31"	"s9"	"s38"	"s0"	"s6"	"s3"	"s45"	"s1"	"s11"	"s16"	"s42"	"s37"	"s7"	"s8"	"s36"	"s19"	"s43"	"s29"	"s4"	"s31"	"s35"	"s30"	"s9"	"s6"	"s2"	"s38"	"s4"	"s4"	"s40"	"s22"	true
"s35"	"s46"	"s38"	"s19"	"s43"	"s7"	"s24"	"s3"	"s13"	"s13"	"s2"	"s28"	"s29"	"s3"	"s39"	"s49"	"s40"	"s24"	"s14"	"s19"	"s22"	"s3"	"s15"	"s3"	"s18"	"s45"	"s3"	"s27"	"s9"	"s11"	"s6"	"s37"	"s8"	"s14"	"s32"	"s38"	"s13"	"s16"	"s24"	"s16"	"s43"	"s39"	"s2"	"s7"	"s35"	"s27"	"s18"	"s31"	"s33"	"s37"	true
"s27"	"s17"	"s32"	"s5"	"s41"	"s10"	"s10"	"s47"	"s11"	"s33"	"s34"	"s35"	"s3"	"s18"	"s34"	"s44"	"s34"	"s3"	"s37"	"s10"	"s24"	"s45"	"s11"	"s15"	"s1"	"s13"	"s19"	"s21"	"s0"	"s48"	"s20"	"s11"	"s2"	"s39"	"s38"	"s37"	"s33"	"s25"	"s5"	"s36"	"s7"	"s20"	"s43"	"s22"	"s16"	"s14"	"s14"	"s8"	"s5"	"s22"	true
"s22"	"s12"	"s40"	"s30"	"s19"	"s31"	"s7"	"s8"	"s42"	"s40"	"s47"	"s19"	"s28"	"s4"	"s8"	"s28"	"s9"	"s21"	"s34"	"s15"	"s36"	"s4"	"s35"	"s48"	"s31"	"s1"	"s34"	"s41"	"s48"	"s31"	"s4"	"s35"	"s9"	"s6"	"s43"	"s12"	"s36"	"s35"	"s32"	"s35"	"s23"	"s15"	"s14"	"s35"	"s2"	"s27"	"s21"	"s16"	"s44"	"s1"	true
"s49"	"s1"	"s17"	"s32"	"s12"	"s42"	"s38"	"s10"	"s44"	"s27"	"s5"	"s47"	"s25"	"s16"	"s36"	"s14"	"s39"	"s20"	"s7"	"s8"	"s24"	"s5"	"s4"	"s27"	"s42"	"s44"	"s13"	"s35"	"s40"	"s19"	"s29"	"s31"	"s38"	"s21"	"s4"	"s2"	"s24"	"s8"	"s14"	"s32"	"s43"	"s37"	"s49"	"s35"	"s2"	"s35"	"s45"	"s8"	"s42"	"s1"	true
"s33"	"s48"	"s49"	"s49"	"s18"	"s13"	"s18"	"s44"	"s16"	"s11"	"s40"	"s47"	"s23"	"s2"	"s43"	"s32"	"s10"	"s0"	"s5"	"s37"	"s14"	"s29"	"s16"	"s33"	"s12"	"s16"	"s48"	"s4"	"s7"	"s30"	"s10"	"s2"	"s43"	"s39"	"s23"	"s10"	"s6"	"s2"	"s26"	"s10"	"s13"	"s24"	"s35"	"s4"	"s41"	"s35"	"s27"	"s32"	"s11"	"s6"	true
"s48"	"s24"	"s27"	"s24"	"s46"	"s21"	"s7"	"s42"	"s28"	"s24"	"s16"	"s22"	"s40"	"s26"	"s31"	"s48"	"s18"	"s16"	"s5"	"s11"	"s39"	"s15"	"s1"	"s18"	"s17"	"s10"	"s41"	"s28"	"s36"	"s10"	"s49"	"s42"	"s2"	"s18"	"s8"	"s18"	"s21"	"s40"	"s21"	"s30"	"s21"	"s10"	"s40"	"s45"	"s18"	"s8"	"s6"	"s34"	"s11"	"s4"	false
"s15"	"s27"	"s41"	"s46"	"s12"	"s0"	"s22"	"s2"	"s43"	"s11"	"s25"	"s14"	"s25"	"s18"	"s26"	"s49"	"s14"	"s31"	"s3"	"s12"	"s26"	"s40"	"s14"	"s31"	"s0"	"s38"	"s36"	"s24"	"s41"	"s15"	"s38"	"s33"	"s33"	"s2"	"s17"	"s43"	"s20"	"s9"	"s48"	"s38"	"s24"	"s5"	"s17"	"s29"	"s18"	"s9"	"s46"	"s36"	"s45"	"s30"	false
"s3"	"s38"	"s10"	"s0"	"s34"	"s39"	"s4"	"s9"	"s28"	"s39"	"s38"	"s2"	"s15"	"s33"	"s11"	"s18"	"s35"	"s3"	"s47"	"s9"	"s3"	"s44"	"s34"	"s14"	"s45"	"s41"	"s33"	"s28"	"s33"	"s45"	"s35"	"s4"	"s43"	"s15"	"s13"	"s15"	"s17"	"s3"	"s45"	"s3"	"s49"	"s41"	"s45"	"s27"	"s27"	"s14"	"s5"	"s6"	"s11"	"s19"	false
"s22"	"s2"	"s14"	"s4"	"s33"	"s45"	"s39"	"s15"	"s9"	"s18"	"s21"	"s47"	"s0"	"s38"	"s18"	"s8"	"s1"	"s39"	"s20"	"s1"	"s19"	"s30"	"s13"	"s13"	"s2"	"s25"	"s2"	"s2"	"s24"	"s11"	"s10"	"s2"	"s23"	"s11"	"s32"	"s44"	"s25"	"s40"	"s10"	"s27"	"s45"	"s48"	"s22"	"s45"	"s45"	"s40"	"s6"	"s15"	"s28"	"s13"	false
"s39"	"s28"	"s31"	"s23"	"s22"	"s1"	"s32"	"s38"	"s39"	"s45"	"s7"	"s16"	"s8"	"s23"	"s33"	"s17"	"s27"	"s46"	"s16"	"s14"	"s26"	"s17"	"s14"	"s26"	"s10"	"s0"	"s3"	"s13"	"s38"	"s14"	"s11"	"s14"	"s32"	"s22"	"s28"	"s3"	"s45"	"s6"	"s12"	"s41"	"s27"	"s2"	"s26"	"s39"	"s45"	"s8"	"s19"	"s37"	"s6"	"s14"	false
"s5"	"s15"	"s45"	"s36"	"s48"	"s15"	"s22"	"s34"	"s18"	"s8"	"s29"	"s39"	"s49"	"s45"	"s41"	"s45"	"s42"	"s28"	"s8"	"s48"	"s15"	"s6"	"s5"	"s9"	"s40"	"s5"	"s3"	"s14"	"s27"	"s20"	"s48"	"s49"	"s47"	"s9"	"s29"	"s13"	"s35"	"s23"	"s13"	"s11"	"s27"	"s30"	"s32"	"s22"	"s21"	"s4"	"s5"	"s10"	"s16"	"s38"	true
"s42"	"s8"	"s35"	"s18"	"s7"	"s3"	"s1"	"s4"	"s9"	"s30"	"s46"	"s25"	"s26"	"s32"	"s6"	"s29"	"s19"	"s45"	"s49"	"s18"	"s39"	"s11"	"s49"	"s49"	"s5"	"s20"	"s11"	"s15"	"s20"	"s44"	"s18"	"s25"	"s20"	"s45"	"s40"	"s16"	"s33"	"s20"	"s8"	"s22"	"s22"	"s2"	"s15"	"s15"	"s49"	"s4"	"s35"	"s37"	"s44"	"s23"	true
"s49"	"s39"	"s45"	"s24"	"s20"	"s4"	"s18"	"s7"	"s16"	"s2"	"s17"	"s17"	"s40"	"s9"	"s21"	"s15"	"s45"	"s16"	"s42"	"s19"	"s13"	"s22"	"s9"	"s26"	"s13"	"s13"	"s28"	"s5"	"s15"	"s46"	"s11"	"s34"	"s38"	"s26"	"s10"	"s37"	"s20"	"s18"	"s32"	"s41"	"s28"	"s17"	"s34"	"s19"	"s28"	"s9"	"s34"	"s43"	"s27"	"s27"	false
"s32"	"s36"	"s16"	"s44"	"s4"	"s46"	"s40"	"s26"	"s48"	"s0"	"s25"	"s48"	"s19"	"s48"	"s18"	"s26"	"s47"	"s9"	"s13"	"s8"	"s24"	"s10"	"s35"	"s9"	"s3"	"s43"	"s19"	"s34"	"s24"	"s4"	"s8"	"s48"	"s13"	"s18"	"s6"	"s39"	"s1"	"s17"	"s28"	"s28"	"s11"	"s7"	"s26"	"s1"	"s47"	"s34"	"s15"	"s49"	"s33"	"s35"	false
"s9"	"s49"	"s1"	"s8"	"s34"	"s41"	"s44"	"s44"	"s41"	"s35"	"s2"	"s24"	"s27"	"s40"	"s13"	"s47"	"s34"	"s44"	"s46"	"s45"	"s3"	"s22"	"s21"	"s29"	"s9"	"s36"	"s19"	"s24"	"s32"	"s1"	"s3"	"s44"	"s4"	"s22"	"s35"	"s31"	"s40"	"s8"	"s2"	"s44"	"s36"	"s42"	"s25"	"s5"	"s13"	"s44"	"s40"	"s7"	"s17"	"s12"	false
"s42"	"s36"	"s49"	"s9"	"s37"	"s34"	"s12"	"s42"	"s40"	"s31"	"s48"	"s16"	"s37"	"s47"	"s27"	"s22"	"s47"	"s13"	"s23"	"s45"	"s33"	"s16"	"s2"	"s46"	"s30"	"s41"	"s45"	"s13"	"s12"	"s32"	"s9"	"s30"	"s25"	"s12"	"s36"	"s47"	"s30"	"s31"	"s45"	"s34"	"s36"	"s48"	"s6"	"s40"	"s5"	"s34"	"s23"	"s14"	"s10"	"s2"	true
"s3"	"s42"	"s14"	"s37"	"s18"	"s20"	"s18"	"s41"	"s35"	"s46"	"s39"	"s23"	"s37"	"s12"	"s6"	"s37"	"s4"	"s17"	"s21"	"s8"	"s5"	"s15"	"s9"	"s1"	"s11"	"s20"	"s35"	"s42"	"s17"	"s8"	"s2"	"s25"	"s23"	"s49"	"s15"	"s3"	"s21"	"s23"	"s18"	"s30"	"s34"	"s19"	"s36"	"s46"	"s46"	"s15"	"s2"	"s43"	"s27"	"s11"	true
"s14"	"s10"	"s11"	"s24"	"s48"	"s22"	"s16"	"s36"	"s23"	"s0"	"s20"	"s20"	"s20"	"s26"	"s9"	"s2"	"s26"	"s35"	"s38"	"s6"	"s21"	"s19"	"s18"	"s43"	"s43"	"s6"	"s27"	"s30"	"s2"	"s35"	"s42"	"s3"	"s49"	"s23"	"s49"	"s22"	"s49"	"s19"	"s36"	"s48"	"s26"	"s1"	"s5"	"s13"	"s28"	"s6"	"s18"	"s12"	"s35"	"s24"	true
"s34"	"s16"	"s43"	"s49"	"s29"	"s31"	"s44"	"s32"	"s41"	"s47"	"s18"	"s9"	"s13"	"s23"	"s9"	"s42"	"s32"	"s10"	"s7"	"s10"	"s14"	"s17"	"s19"	"s20"	"s3"	"s26"	"s12"	"s44"	"s25"	"s32"	"s47"	"s5"	"s2"	"s32"	"s37"	"s49"	"s15"	"s26"	"s44"	"s40"	"s1"	"s14"	"s1"	"s13"	"s18"	"s38"	"s44"	"s49"	"s29"	"s19"	false
"s36"	"s5"	"s27"	"s25"	"s30"	"s40"	"s44"	"s5"	"s0"	"s9"	"s11"	"s15"	"s21"	"s35"	"s23"	"s41"	"s28"	"s13"	"s11"	"s22"	"s43"	"s24"	"s48"	"s2"	"s9"	"s4"	"s41"	"s20"	"s19"	"s0"	"s23"	"s47"	"s45"	"s26"	"s9"	"s22"	"s4"	"s15"	"s1"	"s34"	"s1"	"s36"	"s49"	"s10"	"s14"	"s20"	"s13"	"s29"	"s0"	"s23"	true
"s11"	"s49"	"s23"	"s29"	"s39"	"s4"	"s25"	"s36"	"s34"	"s39"	"s46"	"s38"	"s30"	"s0"	"s49"	"s34"	"s17"	"s37"	"s1"	"s27"	"s29"	"s48"	"s8"	"s40"	"s42"	"s34"	"s30"	"s14"	"s43"	"s15"	"s28"	"s25"	"s38"	"s0"	"s34"	"s28"	"s43"	"s25"	"s23"	"s8"	"s47"	"s12"	"s25"	"s7"	"s39"	"s47"	"s15"	"s45"	"s9"	"s36"	true
"s11"	"s33"	"s39"	"s11"	"s29"	"s10"	"s12"	"s36"	"s19"	"s9"	"s20"	"s44"	"s48"	"s16"	"s40"	"s26"	"s26"	"s41"	"s35"	"s44"	"s22"	"s46"	"s5"	"s46"	"s11"	"s23"	"s40"	"s28"	"s41"	"s30"	"s18"	"s42"	"s34"	"s14"	"s37"	"s2"	"s46"	"s37"	"s16"	"s35"	"s2"	"s13"	"s0"	"s21"	"s23"	"s28"	"s31"	"s2"	"s6"	"s40"	false
"s30"	"s1"	"s23"	"s15"	"s3"	"s3"	"s32"	"s29"	"s26"	"s26"	"s49"	"s20"	"s0"	"s45"	"s40"	"s20"	"s48"	"s43"	"s37"	"s13"	"s33"	"s18"	"s7"	"s43"	"s7"	"s37"	"s18"	"s35"	"s10"	"s27"	"s44"	"s35"	"s12"	"s7"	"s5"	"s32"	"s19"	"s17"	"s36"	"s19"	"s39"	"s4"	"s48"	"s45"	"s43"	"s21"	"s13"	"s18"	"s16"	"s14"	true
"s5"	"s31"	"s8"	"s21"	"s39"	"s0"	"s20"	"s4"	"s12"	"s38"	"s23"	"s14"	"s46"	"s25"	"s46"	"s6"	"s40"	"s14"	"s43"	"s16"	"s48"	"s31"	"s38"	"s12"	"s45"	"s10"	"s9"	"s23"	"s26"	"s31"	"s19"	"s18"	"s2"	"s41"	"s7"	"s18"	"s7"	"s6"	"s1"	"s6"	"s8"	"s41"	"s24"	"s2"	"s21"	"s40"	"s22"	"s11"	"s48"	"s38"	true
"s12"	"s1"	"s40"	"s15"	"s48"	"s37"	"s43"	"s4"	"s4"	"s17"	"s42"	"s31"	"s9"	"s38"	"s42"	"s23"	"s16"	"s39"	"s2"	"s11"	"s13"	"s10"	"s42"	"s5"	"s8"	"s2"	"s45"	"s0"	"s11"	"s27"	"s30"	"s17"	"s0"	"s12"	"s6"	"s2"	"s42"	"s10"	"s49"	"s3"	"s34"	"s28"	"s39"	"s49"	"s5"	"s0"	"s45"	"s46"	"s4"	"s48"	false
"s8"	"s7"	"s32"	"s18"	"s10"	"s39"	"s20"	"s17"	"s17"	"s19"	"s21"	"s12"	"s25"	"s18"	"s45"	"s16"	"s27"	"s18"	"s47"	"s27"	"s47"	"s18"	"s37"	"s29"	"s18"	"s11"	"s43"	"s32"	"s18"	"s28"	"s13"	"s13"	"s33"	"s2"	"s47"	"s8"	"s42"	"s21"	"s21"	"s2"	"s26"	"s34"	"s19"	"s14"	"s3"	"s31"	"s18"	"s31"	"s12"	"s37"	false
"s37"	"s41"	"s34"	"s17"	"s37"	"s49"	"s6"	"s1"	"s23"	"s16"	"s38"	"s41"	"s8"	"s15"	"s39"	"s12"	"s6"	"s42"	"s44"	"s15"	"s49"	"s38"	"s4"	"s30"	"s13"	"s22"	"s5"	"s6"	"s15"	"s12"	"s45"	"s41"	"s4"	"s6"	"s6"	"s45"	"s20"	"s15"	"s20"	"s42"	"s6"	"s28"	"s1"	"s14"	"s13"	"s3"	"s35"	"s26"	"s8"	"s1"	false
"s30"	"s42"	"s20"	"s23"	"s9"	"s47"	"s40"	"s3"	"s10"	"s38"	"s0"	"s31"	"s27"	"s44"	"s45"	"s8"	"s32"	"s15"	"s5"	"s43"	"s8"	"s21"	"s6"	"s25"	"s37"	"s46"	"s41"	"s41"	"s37"	"s40"	"s31"	"s29"	"s24"	"s6"	"s22"	"s4"	"s23"	"s38"	"s41"	"s10"	"s38"	"s13"	"s15"	"s12"	"s8"	"s35"	"s11"	"s14"	"s18"	"s26"	false
"s35"	"s29"	"s26"	"s47"	"s47"	"s25"	"s4"	"s46"	"s25"	"s44"	"s15"	"s45"	"s23"	"s16"	"s32"	"s46"	"s28"	"s6"	"s33"	"s11"	"s7"	"s18"	"s6"	"s2"	"s38"	"s42"	"s31"	"s12"	"s37"	"s49"	"s19"	"s20"	"s5"	"s36"	"s41"	"s45"	"s10"	"s43"	"s15"	"s36"	"s10"	"s15"	"s42"	"s4"	"s35"	"s34"	"s29"	"s6"	"s19"	"s21"	true
"s36"	"s43"	"s43"	"s34"	"s28"	"s0"	"s19"	"s17"	"s27"	"s3"	"s37"	"s28"	"s38"	"s33"	"s14"	"s37"	"s42"	"s23"	"s41"	"s44"	"s6"	"s16"	"s46"	"s37"	"s19"	"s33"	"s2"	"s49"	"s16"	"s39"	"s18"	"s45"	"s49"	"s37"	"s16"	"s21"	"s18"	"s7"	"s13"	"s5"	"s15"	"s16"	"s46"	"s11"	"s27"	"s32"	"s9"	"s45"	"s0"	"s28"	true
"s2"	"s41"	"s35"	"s16"	"s34"	"s8"	"s25"	"s31"	"s10"	"s22"	"s42"	"s22"	"s0"	"s19"	"s19"	"s38"	"s7"	"s49"	"s4"	"s41"	"s34"	"s20"	"s48"	"s35"	"s19"	"s7"	"s24"	"s26"	"s7"	"s25"	"s14"	"s15"	"s4"	"s43"	"s31"	"s28"	"s29"	"s12"	"s23"	"s20"	"s1"	"s10"	"s44"	"s27"	"s48"	"s48"	"s11"	"s5"	"s35"	"s1"	true
"s37"	"s13"	"s28"	"s0"	"s1"	"s8"	"s7"	"s37"	"s4"	"s40"	"s0"	"s25"	"s17"	"s14"	"s6"	"s46"	"s45"	"s11"	"s26"	"s13"	"s46"	"s14"	"s48"	"s4"	"s47"	"s6"	"s19"	"s22"	"s33"	"s24"	"s15"	"s42"	"s11"	"s32"	"s6"	"s15"	"s47"	"s5"	"s49"	"s0"	"s21"	"s5"	"s23"	"s9"	"s28"	"s43"	"s36"	"s32"	"s15"	"s14"	true
"s31"	"s34"	"s20"	"s47"	"s2"	"s1"	"s32"	"s39"	"s0"	"s32"	"s2"	"s43"	"s31"	"s21"	"s3"	"s47"	"s15"	"s32"	"s24"	"s25"	"s13"	"s33"	"s5"	"s16"	"s6"	"s15"	"s30"	"s4"	"s7"	"s31"	"s37"	"s23"	"s11"	"s31"	"s28"	"s18"	"s4"	"s17"	"s28"	"s31"	"s20"	"s38"	"s33"	"s27"	"s35"	"s32"	"s15"	"s1"	"s45"	"s35"	false
"s1"	"s34"	"s18"	"s7"	"s1"	"s28"	"s40"	"s39"	"s1"	"s8"	"s10"	"s2"	"s43"	"s46"	"s20"	"s37"	"s16"	"s41"	"s4"	"s11"	"s13"	"s7"	"s38"	"s37"	"s43"	"s12"	"s3"	"s18"	"s35"	"s19"	"s21"	"s38"	"s38"	"s30"	"s19"	"s29"	"s6"	"s44"	"s25"	"s25"	"s44"	"s33"	"s3"	"s26"	"s48"	"s24"	"s33"	"s35"	"s38"	"s37"	true
"s6"	"s26"	"s43"	"s31"	"s37"	"s18"	"s29"	"s9"	"s44"	"s30"	"s38"	"s1"	"s39"	"s28"	"s23"	"s19"	"s2"	"s33"	"s43"	"s12"	"s0"	"s32"	"s19"	"s46"	"s19"	"s41"	"s11"	"s31"	"s14"	"s15"	"s13"	"s24"	"s27"	"s48"	"s9"	"s10"	"s3"	"s45"	"s47"	"s22"	"s12"	"s2"	"s19"	"s18"	"s18"	"s45"	"s1"	"s32"	"s39"	"s13"	true
"s15"	"s48"	"s25"	"s47"	"s45"	"s6"	"s28"	"s1"	"s45"	"s20"	"s35"	"s43"	"s43"	"s27"	"s1"	"s20"	"s43"	"s18"	"s24"	"s41"	"s6"	"s43"	"s12"	"s38"	"s3"	"s12"	"s4"	"s21"	"s47"	"s6"	"s28"	"s19"	"s30"	"s13"	"s14"	"s11"	"s41"	"s37"	"s8"	"s12"	"s30"	"s37"	"s15"	"s29"	"s46"	"s8"	"s31"	"s47"	"s3"	"s29"	true
"s14"	"s41"	"s7"	"s3"	"s12"	"s46"	"s49"	"s40"	"s22"	"s2"	"s10"	"s3"	"s30"	"s48"	"s20"	"s43"	"s42"	"s13"	"s43"	"s2"	"s20"	"s18"	"s19"	"s18"	"s18"	"s6"	"s16"	"s18"	"s30"	"s46"	"s25"	"s43"	"s49"	"s46"	"s16"	"s12"	"s43"	"s19"	"s46"	"s3"	"s0"	"s34"	"s25"	"s15"	"s20"	"s38"	"s34"	"s27"	"s31"	"s43"	true
"s19"	"s49"	"s14"	"s11"	"s36"	"s33"	"s41"	"s39"	"s41"	"s48"	"s35"	"s5"	"s34"	"s2"	"s33"	"s48"	"s43"	"s27"	"s38"	"s14"	"s14"	"s19"	"s13"	"s2"	"s38"	"s23"	"s23"	"s7"	"s16"	"s24"	"s44"	"s14"	"s3"	"s22"	"s3"	"s10"	"s17"	"s13"	"s10"	"s19"	"s2"	"s3"	"s21"	"s41"	"s32"	"s34"	"s43"	"s43"	"s47"	"s49"	false
"s22"	"s2"	"s5"	"s25"	"s26"	"s3"	"s36"	"s15"	"s13"	"s6"	"s14"	"s26"	"s38"	"s9"	"s21"	"s29"	"s10"	"s42"	"s13"	"s47"	"s41"	"s11"	"s47"	"s15"	"s35"	"s49"	"s3"	"s1"	"s25"	"s35"	"s19"	"s35"	"s11"	"s35"	"s38"	"s43"	"s45"	"s28"	"s18"	"s15"	"s35"	"s40"	"s32"	"s43"	"s11"	"s1"	"s6"	"s13"	"s45"	"s43"	false
"s30"	"s43"	"s5"	"s3"	"s25"	"s9"	"s5"	"s39"	"s3"	"s30"	"s0"	"s20"	"s29"	"s42"	"s10"	"s27"	"s36"	"s15"	"s49"	"s1"	"s24"	"s31"	"s18"	"s33"	"s44"	"s1"	"s37"	"s21"	"s25"	"s33"	"s13"	"s18"	"s26"	"s4"	"s19"	"s47"	"s11"	"s32"	"s43"	"s35"	"s44"	"s31"	"s0"	"s25"	"s49"	"s41"	"s25"	"s3"	"s2"	"s5"	true
"s36"	"s47"	"s24"	"s2"	"s45"	"s0"	"s36"	"s6"	"s41"	"s17"	"s41"	"s30"	"s15"	"s31"	"s1"	"s14"	"s0"	"s38"	"s0"	"s16"	"s24"	"s1"	"s27"	"s49"	"s47"	"s3"	"s28"	"s19"	"s24"	"s38"	"s46"	"s10"	"s47"	"s19"	"s35"	"s2"	"s27"	"s34"	"s27"	"s1"	"s46"	"s26"	"s24"	"s35"	"s1"	"s30"	"s8"	"s3"	"s41"	"s48"	true
"s27"	"s30"	"s43"	"s48"	"s20"	"s6"	"s5"	"s29"	"s25"	"s20"	"s25"	"s5"	"s26"	"s36"	"s29"	"s1"	"s31"	"s34"	"s45"	"s35"	"s2"	"s29"	"s46"	"s46"	"s0"	"s47"	"s21"	"s36"	"s19"	"s46"	"s16"	"s22"	"s23"	"s49"	"s40"	"s31"	"s3"	"s17"	"s12"	"s43"	"s16"	"s48"	"s1"	"s3"	"s41"	"s7"	"s18"	"s21"	"s48"	"s14"	false
"s21"	"s11"	"s22"	"s28"	"s14"	"s5"	"s23"	"s13"	"s42"	"s19"	"s7"	"s26"	"s12"	"s4"	"s9"	"s34"	"s41"	"s17"	"s37"	"s7"	"s37"	"s2"	"s11"	"s25"	"s12"	"s35"	"s35"	"s9"	"s33"	"s41"	"s32"	"s10"	"s3"	"s42"	"s27"	"s17"	"s7"	"s34"	"s29"	"s39"	"s40"	"s6"	"s12"	"s21"	"s39"	"s39"	"s37"	"s19"	"s48"	"s12"	true
"s35"	"s15"	"s5"	"s23"	"s40"	"s23"	"s6"	"s9"	"s32"	"s20"	"s20"	"s37"	"s35"	"s44"	"s15"	"s9"	"s23"	"s3"	"s6"	"s9"	"s25"	"s27"	"s41"	"s15"	"s11"	"s44"	"s41"	"s41"	"s27"	"s14"	"s14"	"s25"	"s17"	"s1"	"s28"	"s22"	"s40"	"s27"	"s28"	"s38"	"s47"	"s5"	"s22"	"s23"	"s7"	"s33"	"s28"	"s0"	"s23"	"s0"	false
"s32"	"s17"	"s31"	"s3"	"s2"	"s15"	"s25"	"s18"	"s19"	"s23"	"s21"	"s29"	"s13"	"s2"	"s12"	"s47"	"s39"	"s20"	"s31"	"s13"	"s40"	"s1"	"s36"	"s45"	"s4"	"s21"	"s28"	"s0"	"s25"	"s33"	"s36"	"s17"	"s28"	"s19"	"s44"	"s49"	"s46"	"s39"	"s32"	"s3"	"s49"	"s21"	"s31"	"s3"	"s25"	"s17"	"s39"	"s11"	"s32"	"s8"	true
"s9"	"s16"	"s36"	"s34"	"s22"	"s32"	"s32"	"s29"	"s44"	"s41"	"s19"	"s10"	"s24"	"s34"	"s49"	"s6"	"s37"	"s46"	"s13"	"s18"	"s18"	"s26"	"s6"	"s23"	"s2"	"s13"	"s49"	"s0"	"s40"	"s49"	"s39"	"s19"	"s28"	"s3"	"s43"	"s29"	"s25"	"s27"	"s40"	"s2"	"s42"	"s47"	"s20"	"s26"	"s13"	"s42"	"s19"	"s19"	"s25"	"s22"	true
"s49"	"s18"	"s46"	"s14"	"s30"	"s8"	"s43"	"s4"	"s49"	"s48"	"s20"	"s24"	"s16"	"s37"	"s24"	"s16"	"s14"	"s36"	"s42"	"s31"	"s34"	"s17"	"s41"	"s19"	"s22"	"s7"	"s45"	"s48"	"s10"	"s27"	"s11"	"s3"	"s8"	"s41"	"s36"	"s8"	"s0"	"s29"	"s30"	"s3"	"s4"	"s45"	"s13"	"s1"	"s37"	"s10"	"s5"	"s7"	"s0"	"s35"	false
"s43"	"s12"	"s41"	"s40"	"s36"	"s13"	"s32"	"s24"	"s22"	"s45"	"s37"	"s34"	"s36"	"s12"	"s48"	"s4"	"s20"	"s38"	"s3"	"s33"	"s40"	"s26"	"s1"	"s12"	"s47"	"s32"	"s8"	"s26"	"s41"	"s21"	"s21"	"s20"	"s26"	"s34"	"s46"	"s1"	"s47"	"s36"	"s22"	"s4"	"s19"	"s41"	"s36"	"s13"	"s7"	"s48"	"s36"	"s4"	"s45"	"s11"	false
"s37"	"s8"	"s21"	"s31"	"s4"	"s9"	"s17"	"s46"	"s33"	"s11"	"s28"	"s40"	"s34"	"s48"	"s48"	"s14"	"s40"	"s8"	"s9"	"s43"	"s46"	"s11"	"s15"	"s22"	"s17"	"s38"	"s32"	"s44"	"s28"	"s6"	"s39"	"s31"	"s28"	"s22"	"s1"	"s39"	"s45"	"s17"	"s34"	"s49"	"s32"	"s15"	"s14"	"s30"	"s37"	"s35"	"s8"	"s7"	"s3"	"s8"	false
