cap-shape	cap-surface	cap-color	bruises?	odor	gill-attachment	gill-spacing	gill-size	gill-color	stalk-shape	stalk-root	stalk-surface-above-ring	stalk-surface-below-ring		stalk-color-above-ring	veil-type	veil-color	ring-number	ring-type	spore-print-color	population	habitat	Class
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sg"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sg"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sg"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sw"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sg"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sg"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sp"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sg"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sp"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sp"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sf"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sp"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sp"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sf"	"sp"	"sf"	"sc"	"sf"	"sc"	"sn"	"sp"	"se"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	true
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sg"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sf"	"ss"	"sn"	"sf"	"sn"	"sf"	"sw"	"sb"	"sn"	"st"	"se"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"se"	"sn"	"sa"	"sg"	false
"sx"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sf"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sw"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sg"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sf"	"sg"	"sf"	"sf"	"sf"	"sc"	"sb"	"sh"	"se"	"sb"	"sk"	"sk"	"sb"	"sp"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sg"	true
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sg"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sw"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sg"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sp"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sf"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sf"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sg"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sf"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sp"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sf"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"ss"	"sg"	"sf"	"sn"	"sf"	"sw"	"sb"	"sh"	"st"	"se"	"sf"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"se"	"sk"	"ss"	"sg"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sw"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sg"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sf"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sf"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sg"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sw"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sf"	"sg"	"sf"	"sc"	"sf"	"sc"	"sn"	"sp"	"se"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	true
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sp"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sg"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sw"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sp"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sf"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sw"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sf"	"sg"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sb"	"sp"	"sp"	"sw"	"so"	"sl"	"sh"	"sv"	"sd"	true
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sp"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sy"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sg"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sw"	"sg"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sf"	"sg"	"sf"	"sf"	"sf"	"sc"	"sb"	"sg"	"se"	"sb"	"sk"	"sk"	"sb"	"sp"	"sp"	"sw"	"so"	"sl"	"sh"	"sy"	"sd"	true
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sw"	"sw"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sp"	"sg"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sy"	"sd"	false
"sx"	"sy"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sx"	"sf"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sn"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"sw"	"st"	"sb"	"ss"	"ss"	"sw"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sv"	"sd"	false
"sf"	"sf"	"sn"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
"sx"	"sy"	"se"	"st"	"sn"	"sf"	"sc"	"sb"	"sp"	"st"	"sb"	"ss"	"ss"	"sg"	"sp"	"sp"	"sw"	"so"	"sp"	"sn"	"sv"	"sd"	false
"sx"	"sf"	"sg"	"st"	"sn"	"sf"	"sc"	"sb"	"su"	"st"	"sb"	"ss"	"ss"	"sg"	"sw"	"sp"	"sw"	"so"	"sp"	"sk"	"sy"	"sd"	false
