cap-shape	cap-surface	cap-color	bruises?	odor	gill-attachment	gill-spacing	gill-size	gill-color	stalk-shape	stalk-root	stalk-surface-above-ring	stalk-surface-below-ring		stalk-color-above-ring	veil-type	veil-color	ring-number	ring-type	spore-print-color	population	habitat	class
x	f	g	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	n	v	d	false
f	f	n	t	n	f	c	b	n	t	b	s	s	w	w	p	w	o	p	k	y	d	false
x	y	n	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	k	y	d	false
x	f	e	t	n	f	c	b	p	t	b	s	s	p	w	p	w	o	p	k	v	d	false
x	y	n	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	k	v	d	false
f	y	g	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	k	v	d	false
f	f	g	t	n	f	c	b	n	t	b	s	s	g	w	p	w	o	p	n	v	d	false
x	f	g	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	v	p	true
x	f	n	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	n	y	d	false
x	y	n	t	n	f	c	b	u	t	b	s	s	g	g	p	w	o	p	k	y	d	false
x	f	e	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	n	v	d	false
x	f	n	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	n	v	d	false
f	f	n	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	n	y	d	false
x	y	g	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	n	v	d	false
x	y	n	t	n	f	c	b	u	t	b	s	s	w	g	p	w	o	p	k	v	d	false
x	y	e	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	n	y	d	false
f	f	g	t	n	f	c	b	p	t	b	s	s	w	g	p	w	o	p	k	y	d	false
x	f	g	t	n	f	c	b	w	t	b	s	s	p	p	p	w	o	p	k	v	d	false
x	y	e	t	n	f	c	b	n	t	b	s	s	p	g	p	w	o	p	n	v	d	false
x	y	e	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	n	v	d	false
x	f	g	t	n	f	c	b	p	t	b	s	s	p	p	p	w	o	p	k	y	d	false
x	y	n	t	n	f	c	b	p	t	b	s	s	p	g	p	w	o	p	n	v	d	false
x	f	e	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	k	y	d	false
f	f	n	t	n	f	c	b	n	t	b	s	s	g	p	p	w	o	p	n	y	d	false
x	f	e	t	n	f	c	b	p	t	b	s	s	w	g	p	w	o	p	n	y	d	false
f	f	n	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	n	v	d	false
x	y	e	t	n	f	c	b	n	t	b	s	s	p	g	p	w	o	p	k	y	d	false
x	f	n	t	n	f	c	b	n	t	b	s	s	g	w	p	w	o	p	k	y	d	false
x	f	e	t	n	f	c	b	w	t	b	s	s	w	p	p	w	o	p	n	y	d	false
x	f	e	t	n	f	c	b	w	t	b	s	s	p	g	p	w	o	p	k	v	d	false
x	f	n	t	n	f	c	b	u	t	b	s	s	g	w	p	w	o	p	k	v	d	false
x	y	n	t	n	f	c	b	n	t	b	s	s	g	w	p	w	o	p	n	y	d	false
x	y	e	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	n	y	d	false
f	f	n	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	n	y	d	false
x	y	n	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	k	y	d	false
x	y	e	t	n	f	c	b	u	t	b	s	s	w	g	p	w	o	p	n	v	d	false
f	f	g	f	n	f	w	b	n	t	e	f	s	w	w	p	w	o	e	n	s	g	false
x	y	e	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	k	v	d	false
x	y	e	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	n	y	d	false
f	f	n	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	n	y	d	false
f	f	n	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	k	y	d	false
x	f	g	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	k	v	d	false
x	y	g	t	n	f	c	b	w	t	b	s	s	w	p	p	w	o	p	k	v	d	false
x	f	n	t	n	f	c	b	u	t	b	s	s	w	p	p	w	o	p	n	y	d	false
f	f	n	t	n	f	c	b	w	t	b	s	s	p	w	p	w	o	p	n	y	d	false
x	y	n	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	k	y	d	false
x	y	g	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	k	v	d	false
x	f	g	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	n	y	d	false
x	y	e	t	n	f	c	b	p	t	b	s	s	w	g	p	w	o	p	k	y	d	false
x	f	g	t	n	f	c	b	u	t	b	s	s	w	g	p	w	o	p	n	v	d	false
x	y	e	t	n	f	c	b	u	t	b	s	s	w	p	p	w	o	p	n	v	d	false
x	f	g	t	n	f	c	b	p	t	b	s	s	p	w	p	w	o	p	n	v	d	false
x	f	e	t	n	f	c	b	u	t	b	s	s	g	w	p	w	o	p	n	v	d	false
x	f	e	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	n	v	d	false
x	f	e	t	n	f	c	b	u	t	b	s	s	w	g	p	w	o	p	k	y	d	false
f	y	g	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	k	y	d	false
x	f	g	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	k	y	d	false
x	f	e	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	k	v	d	false
x	f	g	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	n	y	d	false
f	f	n	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	k	v	d	false
x	f	g	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	v	d	true
x	f	n	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	k	v	d	false
x	y	g	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	n	y	d	false
f	f	n	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	n	y	d	false
x	f	e	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	k	v	d	false
f	f	g	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	k	v	d	false
x	y	n	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	k	y	d	false
x	y	e	t	n	f	c	b	n	t	b	s	s	g	p	p	w	o	p	k	y	d	false
x	y	e	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	k	v	d	false
x	y	n	t	n	f	c	b	u	t	b	s	s	w	p	p	w	o	p	n	v	d	false
x	y	n	t	n	f	c	b	n	t	b	s	s	g	p	p	w	o	p	k	v	d	false
x	y	y	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	v	p	true
f	y	n	t	n	f	c	b	u	t	b	s	s	g	g	p	w	o	p	n	y	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	y	d	true
x	f	g	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	k	s	d	true
f	f	g	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	n	y	d	false
f	f	e	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	n	v	d	false
f	y	n	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	k	y	d	false
f	f	e	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	k	y	d	false
x	f	g	f	f	f	c	b	h	e	b	k	k	p	p	p	w	o	l	h	y	p	true
f	f	g	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	n	v	d	false
f	y	e	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	k	y	d	false
f	y	e	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	n	y	d	false
x	f	w	f	c	f	c	n	p	e	b	s	s	w	w	p	w	o	p	n	s	d	true
x	f	e	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	n	y	d	false
f	y	n	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	k	v	d	false
x	f	g	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	g	true
x	f	g	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	y	p	true
f	y	e	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	n	v	d	false
f	y	e	t	n	f	c	b	n	t	b	s	s	g	w	p	w	o	p	k	v	d	false
f	f	n	t	n	f	c	b	w	t	b	s	s	p	w	p	w	o	p	k	v	d	false
f	f	g	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	k	v	d	false
f	f	e	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	n	y	d	false
f	y	e	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	n	v	d	false
f	y	e	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	n	y	d	false
f	y	e	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	k	v	d	false
x	f	p	f	c	f	w	n	u	e	b	s	s	w	w	p	w	o	p	k	s	d	true
x	f	g	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	y	d	true
f	f	e	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	n	y	d	false
f	y	g	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	k	v	d	false
f	y	g	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	k	v	d	false
f	f	g	t	n	f	c	b	w	t	b	s	s	w	p	p	w	o	p	n	y	d	false
f	f	e	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	k	y	d	false
f	y	e	t	n	f	c	b	w	t	b	s	s	p	w	p	w	o	p	n	v	d	false
f	f	g	f	f	f	c	b	h	e	b	k	k	b	p	p	w	o	l	h	v	p	true
f	y	n	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	n	y	d	false
f	y	e	t	n	f	c	b	p	t	b	s	s	p	p	p	w	o	p	n	v	d	false
x	f	g	f	c	f	c	n	p	e	b	s	s	w	w	p	w	o	p	n	s	d	true
f	f	e	t	n	f	c	b	p	t	b	s	s	g	p	p	w	o	p	k	y	d	false
f	y	e	t	n	f	c	b	p	t	b	s	s	w	g	p	w	o	p	k	v	d	false
x	y	y	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	v	g	true
f	f	y	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	v	d	true
f	y	n	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	k	v	d	false
f	y	n	t	n	f	c	b	p	t	b	s	s	w	g	p	w	o	p	k	v	d	false
f	y	g	t	n	f	c	b	w	t	b	s	s	w	w	p	w	o	p	n	v	d	false
f	y	n	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	n	v	d	false
x	y	e	t	n	f	c	b	n	t	b	s	s	p	p	p	w	o	p	k	v	d	false
x	s	p	f	c	f	w	n	n	e	b	s	s	w	w	p	w	o	p	n	v	d	true
f	y	n	t	n	f	c	b	p	t	b	s	s	p	w	p	w	o	p	k	y	d	false
x	y	e	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	k	v	d	false
f	f	e	t	n	f	c	b	p	t	b	s	s	p	p	p	w	o	p	k	y	d	false
f	y	n	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	k	v	d	false
x	s	w	f	c	f	c	n	p	e	b	s	s	w	w	p	w	o	p	k	v	d	true
f	f	g	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	n	v	d	false
f	y	g	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	n	y	d	false
f	y	g	t	n	f	c	b	p	t	b	s	s	p	p	p	w	o	p	n	v	d	false
f	y	n	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	k	v	d	false
x	s	g	f	c	f	c	n	u	e	b	s	s	w	w	p	w	o	p	n	s	d	true
x	f	p	f	c	f	c	n	n	e	b	s	s	w	w	p	w	o	p	k	s	d	true
f	y	e	t	n	f	c	b	u	t	b	s	s	g	g	p	w	o	p	k	y	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	p	n	p	w	o	l	h	y	d	true
x	s	w	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	k	v	d	true
x	f	g	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	v	p	true
f	y	n	t	n	f	c	b	n	t	b	s	s	p	p	p	w	o	p	n	v	d	false
x	y	y	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	y	p	true
f	y	g	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	n	v	d	false
f	y	n	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	k	y	d	false
f	y	g	t	n	f	c	b	p	t	b	s	s	w	g	p	w	o	p	k	y	d	false
x	s	w	f	c	f	c	n	p	e	b	s	s	w	w	p	w	o	p	n	s	d	true
x	f	g	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	v	p	true
f	y	g	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	k	v	d	false
x	y	n	t	n	f	c	b	w	t	b	s	s	p	w	p	w	o	p	k	y	d	false
f	y	g	t	n	f	c	b	n	t	b	s	s	p	p	p	w	o	p	k	y	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	p	true
f	y	n	t	n	f	c	b	p	t	b	s	s	w	g	p	w	o	p	n	y	d	false
f	f	g	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	y	p	true
f	f	e	t	n	f	c	b	n	t	b	s	s	w	g	p	w	o	p	n	y	d	false
x	f	n	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	k	v	d	false
f	f	g	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	v	p	true
f	y	g	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	k	v	d	false
f	y	g	t	n	f	c	b	u	t	b	s	s	g	w	p	w	o	p	n	y	d	false
f	y	e	t	n	f	c	b	p	t	b	s	s	p	g	p	w	o	p	n	y	d	false
x	f	g	f	f	f	c	b	g	e	b	k	k	p	p	p	w	o	l	h	v	p	true
f	f	e	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	n	v	d	false
f	y	n	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	k	v	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	g	true
f	y	e	t	n	f	c	b	u	t	b	s	s	g	w	p	w	o	p	k	y	d	false
x	f	g	f	f	f	c	b	h	e	b	k	k	p	b	p	w	o	l	h	y	d	true
f	y	e	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	n	y	d	false
x	f	g	f	f	f	c	b	h	e	b	k	k	b	n	p	w	o	l	h	y	g	true
x	f	g	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	y	p	true
x	f	g	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	y	g	true
f	y	e	t	n	f	c	b	u	t	b	s	s	g	g	p	w	o	p	n	y	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	v	g	true
f	f	e	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	n	v	d	false
x	s	g	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	n	v	d	true
f	y	g	t	n	f	c	b	w	t	b	s	s	p	g	p	w	o	p	k	v	d	false
x	s	p	f	c	f	c	n	p	e	b	s	s	w	w	p	w	o	p	n	s	d	true
f	f	e	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	n	y	d	false
f	f	e	t	n	f	c	b	u	t	b	s	s	g	g	p	w	o	p	n	y	d	false
f	y	e	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	k	y	d	false
f	y	n	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	k	y	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	b	p	p	w	o	l	h	y	g	true
f	f	y	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	y	p	true
x	s	g	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	k	s	d	true
f	f	e	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	k	v	d	false
f	f	e	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	k	y	d	false
f	y	e	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	k	v	d	false
f	y	n	t	n	f	c	b	w	t	b	s	s	p	g	p	w	o	p	k	y	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	v	g	true
x	f	g	f	c	f	c	n	u	e	b	s	s	w	w	p	w	o	p	k	v	d	true
f	f	g	t	n	f	c	b	w	t	b	s	s	w	p	p	w	o	p	k	y	d	false
f	y	e	t	n	f	c	b	n	t	b	s	s	g	w	p	w	o	p	n	v	d	false
f	y	e	t	n	f	c	b	n	t	b	s	s	g	p	p	w	o	p	k	v	d	false
f	f	g	t	n	f	c	b	w	t	b	s	s	p	p	p	w	o	p	n	v	d	false
f	y	n	t	n	f	c	b	p	t	b	s	s	g	p	p	w	o	p	k	y	d	false
f	y	n	t	n	f	c	b	n	t	b	s	s	g	w	p	w	o	p	k	y	d	false
f	f	e	t	n	f	c	b	n	t	b	s	s	g	p	p	w	o	p	k	v	d	false
x	s	g	f	c	f	c	n	u	e	b	s	s	w	w	p	w	o	p	k	v	d	true
x	f	w	f	c	f	c	n	n	e	b	s	s	w	w	p	w	o	p	n	v	d	true
f	f	g	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	k	y	d	false
f	y	g	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	n	y	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	y	d	true
x	y	e	t	n	f	c	b	n	t	b	s	s	w	g	p	w	o	p	k	v	d	false
x	s	w	f	c	f	w	n	p	e	b	s	s	w	w	p	w	o	p	k	s	d	true
f	y	g	t	n	f	c	b	n	t	b	s	s	p	p	p	w	o	p	n	y	d	false
f	y	g	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	k	y	d	false
f	y	g	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	n	v	d	false
f	f	e	t	n	f	c	b	w	t	b	s	s	p	g	p	w	o	p	n	v	d	false
f	y	n	t	n	f	c	b	w	t	b	s	s	p	w	p	w	o	p	n	y	d	false
f	y	g	t	n	f	c	b	p	t	b	s	s	g	g	p	w	o	p	k	v	d	false
f	y	n	t	n	f	c	b	u	t	b	s	s	w	g	p	w	o	p	n	y	d	false
f	y	g	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	k	y	d	false
f	y	g	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	n	v	d	false
x	f	n	t	n	f	c	b	u	t	b	s	s	w	p	p	w	o	p	k	y	d	false
f	y	e	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	k	y	d	false
f	f	e	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	k	v	d	false
f	y	e	t	n	f	c	b	p	t	b	s	s	w	p	p	w	o	p	n	v	d	false
x	f	y	f	f	f	c	b	g	e	b	k	k	n	n	p	w	o	l	h	v	p	true
f	y	g	t	n	f	c	b	u	t	b	s	s	p	w	p	w	o	p	n	y	d	false
f	y	n	t	n	f	c	b	p	t	b	s	s	p	p	p	w	o	p	k	v	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	y	d	true
f	y	g	t	n	f	c	b	w	t	b	s	s	p	p	p	w	o	p	k	y	d	false
f	y	g	t	n	f	c	b	u	t	b	s	s	w	g	p	w	o	p	k	y	d	false
f	y	g	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	n	y	d	false
f	y	e	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	n	y	d	false
f	y	g	t	n	f	c	b	n	t	b	s	s	g	p	p	w	o	p	k	v	d	false
x	s	w	f	c	f	c	n	g	e	b	s	s	w	w	p	w	o	p	n	s	d	true
x	f	w	f	c	f	w	n	n	e	b	s	s	w	w	p	w	o	p	n	s	d	true
f	f	n	t	n	f	c	b	n	t	b	s	s	w	w	p	w	o	p	k	v	d	false
f	f	e	t	n	f	c	b	u	t	b	s	s	w	p	p	w	o	p	k	y	d	false
f	y	e	t	n	f	c	b	n	t	b	s	s	g	p	p	w	o	p	n	y	d	false
x	f	g	f	f	f	c	b	h	e	b	k	k	n	p	p	w	o	l	h	y	d	true
f	f	g	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	n	v	d	false
f	f	g	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	k	y	d	false
f	f	g	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	k	y	d	false
x	s	w	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	n	s	d	true
x	y	e	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	k	v	d	false
f	y	e	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	k	v	d	false
x	f	g	f	f	f	c	b	g	e	b	k	k	p	b	p	w	o	l	h	y	d	true
f	f	e	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	k	y	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	v	p	true
x	f	p	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	k	s	d	true
f	y	g	t	n	f	c	b	w	t	b	s	s	p	w	p	w	o	p	k	v	d	false
x	f	g	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	v	p	true
x	f	w	f	c	f	c	n	g	e	b	s	s	w	w	p	w	o	p	n	s	d	true
x	f	g	f	f	f	c	b	p	e	b	k	k	p	p	p	w	o	l	h	v	p	true
f	y	e	t	n	f	c	b	w	t	b	s	s	p	g	p	w	o	p	n	v	d	false
x	y	g	f	f	f	c	b	p	e	b	k	k	n	p	p	w	o	l	h	v	p	true
x	s	g	f	c	f	w	n	u	e	b	s	s	w	w	p	w	o	p	n	s	d	true
f	y	g	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	n	y	d	false
f	y	n	t	n	f	c	b	p	t	b	s	s	g	p	p	w	o	p	k	v	d	false
f	f	e	t	n	f	c	b	n	t	b	s	s	w	w	p	w	o	p	n	y	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	n	n	p	w	o	l	h	v	p	true
x	f	p	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	k	v	d	true
x	y	n	t	n	f	c	b	p	t	b	s	s	g	p	p	w	o	p	n	v	d	false
f	f	e	t	n	f	c	b	w	t	b	s	s	p	p	p	w	o	p	k	y	d	false
f	y	n	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	k	y	d	false
f	y	g	t	n	f	c	b	n	t	b	s	s	g	g	p	w	o	p	k	v	d	false
x	y	g	f	f	f	c	b	g	e	b	k	k	n	p	p	w	o	l	h	v	g	true
f	y	n	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	n	v	d	false
x	f	p	f	c	f	c	n	u	e	b	s	s	w	w	p	w	o	p	k	v	d	true
x	f	w	f	c	f	c	n	n	e	b	s	s	w	w	p	w	o	p	k	s	d	true
f	f	e	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	n	y	d	false
f	y	n	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	n	y	d	false
f	y	e	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	k	v	d	false
f	y	g	t	n	f	c	b	u	t	b	s	s	g	w	p	w	o	p	k	v	d	false
x	f	g	f	f	f	c	b	g	e	b	k	k	b	b	p	w	o	l	h	v	d	true
x	f	g	f	f	f	c	b	p	e	b	k	k	n	b	p	w	o	l	h	y	p	true
f	f	e	t	n	f	c	b	p	t	b	s	s	w	w	p	w	o	p	k	y	d	false
x	y	y	f	f	f	c	b	g	e	b	k	k	p	n	p	w	o	l	h	v	g	true
x	s	p	f	c	f	c	n	u	e	b	s	s	w	w	p	w	o	p	k	s	d	true
f	f	e	t	n	f	c	b	p	t	b	s	s	g	w	p	w	o	p	n	y	d	false
f	f	y	f	f	f	c	b	p	e	b	k	k	b	n	p	w	o	l	h	v	d	true
f	y	e	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	k	y	d	false
f	y	e	t	n	f	c	b	n	t	b	s	s	w	g	p	w	o	p	n	v	d	false
x	f	n	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	k	y	d	false
f	f	e	t	n	f	c	b	w	t	b	s	s	g	p	p	w	o	p	k	v	d	false
f	f	g	t	n	f	c	b	w	t	b	s	s	w	p	p	w	o	p	n	v	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	b	b	p	w	o	l	h	v	g	true
f	y	e	t	n	f	c	b	u	t	b	s	s	p	p	p	w	o	p	n	y	d	false
f	f	g	f	f	f	c	b	h	e	b	k	k	n	b	p	w	o	l	h	y	p	true
f	y	e	t	n	f	c	b	u	t	b	s	s	g	w	p	w	o	p	n	y	d	false
f	f	e	t	n	f	c	b	p	t	b	s	s	p	w	p	w	o	p	k	v	d	false
f	f	g	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	n	y	d	false
x	f	g	f	f	f	c	b	g	e	b	k	k	b	p	p	w	o	l	h	y	g	true
f	y	g	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	k	v	d	false
f	y	g	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	k	y	d	false
x	f	g	f	f	f	c	b	h	e	b	k	k	n	n	p	w	o	l	h	v	g	true
x	f	w	f	c	f	c	n	u	e	b	s	s	w	w	p	w	o	p	n	s	d	true
f	f	e	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	k	v	d	false
x	f	y	f	f	f	c	b	g	e	b	k	k	n	b	p	w	o	l	h	v	d	true
f	y	e	t	n	f	c	b	w	t	b	s	s	p	g	p	w	o	p	n	y	d	false
f	y	g	t	n	f	c	b	n	t	b	s	s	p	p	p	w	o	p	n	v	d	false
f	f	e	t	n	f	c	b	n	t	b	s	s	w	g	p	w	o	p	k	v	d	false
f	f	g	t	n	f	c	b	u	t	b	s	s	w	p	p	w	o	p	n	v	d	false
f	y	g	t	n	f	c	b	w	t	b	s	s	g	g	p	w	o	p	k	v	d	false
f	f	e	t	n	f	c	b	p	t	b	s	s	p	g	p	w	o	p	n	v	d	false
x	s	g	f	c	f	w	n	g	e	b	s	s	w	w	p	w	o	p	k	v	d	true
f	y	g	t	n	f	c	b	u	t	b	s	s	w	w	p	w	o	p	n	y	d	false
f	y	n	t	n	f	c	b	w	t	b	s	s	w	g	p	w	o	p	n	y	d	false
f	y	g	t	n	f	c	b	n	t	b	s	s	p	g	p	w	o	p	n	y	d	false
f	y	g	t	n	f	c	b	n	t	b	s	s	w	p	p	w	o	p	n	y	d	false
f	y	n	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	k	y	d	false
x	f	g	t	n	f	c	b	n	t	b	s	s	w	g	p	w	o	p	n	v	d	false
f	f	g	t	n	f	c	b	u	t	b	s	s	g	p	p	w	o	p	n	y	d	false
x	f	g	f	f	f	c	b	p	e	b	k	k	p	b	p	w	o	l	h	y	p	true
x	s	w	f	c	f	w	n	p	e	b	s	s	w	w	p	w	o	p	k	v	d	true
f	f	g	t	n	f	c	b	u	t	b	s	s	p	g	p	w	o	p	k	v	d	false
f	f	g	t	n	f	c	b	w	t	b	s	s	g	w	p	w	o	p	k	v	d	false
f	y	g	t	n	f	c	b	n	t	b	s	s	w	g	p	w	o	p	n	v	d	false
