parents	has-nurs	form	children	housing	finance	social	health
pretentious	improper	foster	3	less-conv	inconv	slightly-prob	recommended
pretentious	improper	foster	3	less-conv	inconv	slightly-prob	priority
pretentious	improper	foster	3	less-conv	inconv	slightly-prob	not-recom
pretentious	improper	foster	3	less-conv	inconv	problematic	recommended
pretentious	improper	foster	3	less-conv	inconv	problematic	priority
pretentious	improper	foster	3	less-conv	inconv	problematic	not-recom
pretentious	improper	foster	3	critical	convenient	nonprob	recommended
pretentious	improper	foster	3	critical	convenient	nonprob	priority
pretentious	improper	foster	3	critical	convenient	nonprob	not-recom
pretentious	improper	foster	3	critical	convenient	slightly-prob	recommended
pretentious	improper	foster	3	critical	convenient	slightly-prob	priority
pretentious	improper	foster	3	critical	convenient	slightly-prob	not-recom
pretentious	improper	foster	3	critical	convenient	problematic	recommended
pretentious	improper	foster	3	critical	convenient	problematic	priority
pretentious	improper	foster	3	critical	convenient	problematic	not-recom
pretentious	improper	foster	3	critical	inconv	nonprob	recommended
pretentious	improper	foster	3	critical	inconv	nonprob	priority
pretentious	improper	foster	3	critical	inconv	nonprob	not-recom
pretentious	improper	foster	3	critical	inconv	slightly-prob	recommended
pretentious	improper	foster	3	critical	inconv	slightly-prob	priority
pretentious	improper	foster	3	critical	inconv	slightly-prob	not-recom
pretentious	improper	foster	3	critical	inconv	problematic	recommended
pretentious	improper	foster	3	critical	inconv	problematic	priority
pretentious	improper	foster	3	critical	inconv	problematic	not-recom
pretentious	improper	foster	more	convenient	convenient	nonprob	recommended
pretentious	improper	foster	more	convenient	convenient	nonprob	priority
pretentious	improper	foster	more	convenient	convenient	nonprob	not-recom
pretentious	improper	foster	more	convenient	convenient	slightly-prob	recommended
pretentious	improper	foster	more	convenient	convenient	slightly-prob	priority
pretentious	improper	foster	more	convenient	convenient	slightly-prob	not-recom
pretentious	improper	foster	more	convenient	convenient	problematic	recommended
pretentious	improper	foster	more	convenient	convenient	problematic	priority
pretentious	improper	foster	more	convenient	convenient	problematic	not-recom
pretentious	improper	foster	more	convenient	inconv	nonprob	recommended
pretentious	improper	foster	more	convenient	inconv	nonprob	priority
pretentious	improper	foster	more	convenient	inconv	nonprob	not-recom
pretentious	improper	foster	more	convenient	inconv	slightly-prob	recommended
pretentious	improper	foster	more	convenient	inconv	slightly-prob	priority
pretentious	improper	foster	more	convenient	inconv	slightly-prob	not-recom
pretentious	improper	foster	more	convenient	inconv	problematic	recommended
pretentious	improper	foster	more	convenient	inconv	problematic	priority
pretentious	improper	foster	more	convenient	inconv	problematic	not-recom
pretentious	improper	foster	more	less-conv	convenient	nonprob	recommended
pretentious	improper	foster	more	less-conv	convenient	nonprob	priority
pretentious	improper	foster	more	less-conv	convenient	nonprob	not-recom
pretentious	improper	foster	more	less-conv	convenient	slightly-prob	recommended
pretentious	improper	foster	more	less-conv	convenient	slightly-prob	priority
pretentious	improper	foster	more	less-conv	convenient	slightly-prob	not-recom
pretentious	improper	foster	more	less-conv	convenient	problematic	recommended
pretentious	improper	foster	more	less-conv	convenient	problematic	priority
pretentious	improper	foster	more	less-conv	convenient	problematic	not-recom
pretentious	improper	foster	more	less-conv	inconv	nonprob	recommended
pretentious	improper	foster	more	less-conv	inconv	nonprob	priority
pretentious	improper	foster	more	less-conv	inconv	nonprob	not-recom
pretentious	improper	foster	more	less-conv	inconv	slightly-prob	recommended
pretentious	improper	foster	more	less-conv	inconv	slightly-prob	priority
pretentious	improper	foster	more	less-conv	inconv	slightly-prob	not-recom
pretentious	improper	foster	more	less-conv	inconv	problematic	recommended
pretentious	improper	foster	more	less-conv	inconv	problematic	priority
pretentious	improper	foster	more	less-conv	inconv	problematic	not-recom
pretentious	improper	foster	more	critical	convenient	nonprob	recommended
pretentious	improper	foster	more	critical	convenient	nonprob	priority
pretentious	improper	foster	more	critical	convenient	nonprob	not-recom
pretentious	improper	foster	more	critical	convenient	slightly-prob	recommended
pretentious	improper	foster	more	critical	convenient	slightly-prob	priority
pretentious	improper	foster	more	critical	convenient	slightly-prob	not-recom
pretentious	improper	foster	more	critical	convenient	problematic	recommended
pretentious	improper	foster	more	critical	convenient	problematic	priority
pretentious	improper	foster	more	critical	convenient	problematic	not-recom
pretentious	improper	foster	more	critical	inconv	nonprob	recommended
pretentious	improper	foster	more	critical	inconv	nonprob	priority
pretentious	improper	foster	more	critical	inconv	nonprob	not-recom
pretentious	improper	foster	more	critical	inconv	slightly-prob	recommended
pretentious	improper	foster	more	critical	inconv	slightly-prob	priority
pretentious	improper	foster	more	critical	inconv	slightly-prob	not-recom
pretentious	improper	foster	more	critical	inconv	problematic	recommended
pretentious	improper	foster	more	critical	inconv	problematic	priority
pretentious	improper	foster	more	critical	inconv	problematic	not-recom
pretentious	critical	complete	1	convenient	convenient	nonprob	recommended
pretentious	critical	complete	1	convenient	convenient	nonprob	priority
pretentious	critical	complete	1	convenient	convenient	nonprob	not-recom
pretentious	critical	complete	1	convenient	convenient	slightly-prob	recommended
pretentious	critical	complete	1	convenient	convenient	slightly-prob	priority
pretentious	critical	complete	1	convenient	convenient	slightly-prob	not-recom
pretentious	critical	complete	1	convenient	convenient	problematic	recommended
pretentious	critical	complete	1	convenient	convenient	problematic	priority
pretentious	critical	complete	1	convenient	convenient	problematic	not-recom
pretentious	critical	complete	1	convenient	inconv	nonprob	recommended
pretentious	critical	complete	1	convenient	inconv	nonprob	priority
pretentious	critical	complete	1	convenient	inconv	nonprob	not-recom
pretentious	critical	complete	1	convenient	inconv	slightly-prob	recommended
pretentious	critical	complete	1	convenient	inconv	slightly-prob	priority
pretentious	critical	complete	1	convenient	inconv	slightly-prob	not-recom
pretentious	critical	complete	1	convenient	inconv	problematic	recommended
pretentious	critical	complete	1	convenient	inconv	problematic	priority
pretentious	critical	complete	1	convenient	inconv	problematic	not-recom
pretentious	critical	complete	1	less-conv	convenient	nonprob	recommended
pretentious	critical	complete	1	less-conv	convenient	nonprob	priority
pretentious	critical	complete	1	less-conv	convenient	nonprob	not-recom
pretentious	critical	complete	1	less-conv	convenient	slightly-prob	recommended
pretentious	critical	complete	1	less-conv	convenient	slightly-prob	priority
pretentious	critical	complete	1	less-conv	convenient	slightly-prob	not-recom
pretentious	critical	complete	1	less-conv	convenient	problematic	recommended
pretentious	critical	complete	1	less-conv	convenient	problematic	priority
pretentious	critical	complete	1	less-conv	convenient	problematic	not-recom
pretentious	critical	complete	1	less-conv	inconv	nonprob	recommended
pretentious	critical	complete	1	less-conv	inconv	nonprob	priority
pretentious	critical	complete	1	less-conv	inconv	nonprob	not-recom
pretentious	critical	complete	1	less-conv	inconv	slightly-prob	recommended
pretentious	critical	complete	1	less-conv	inconv	slightly-prob	priority
pretentious	critical	complete	1	less-conv	inconv	slightly-prob	not-recom
pretentious	critical	complete	1	less-conv	inconv	problematic	recommended
pretentious	critical	complete	1	less-conv	inconv	problematic	priority
pretentious	critical	complete	1	less-conv	inconv	problematic	not-recom
pretentious	critical	complete	1	critical	convenient	nonprob	recommended
pretentious	critical	complete	1	critical	convenient	nonprob	priority
pretentious	critical	complete	1	critical	convenient	nonprob	not-recom
pretentious	critical	complete	1	critical	convenient	slightly-prob	recommended
pretentious	critical	complete	1	critical	convenient	slightly-prob	priority
pretentious	critical	complete	1	critical	convenient	slightly-prob	not-recom
pretentious	critical	complete	1	critical	convenient	problematic	recommended
pretentious	critical	complete	1	critical	convenient	problematic	priority
pretentious	critical	complete	1	critical	convenient	problematic	not-recom
pretentious	critical	complete	1	critical	inconv	nonprob	recommended
pretentious	critical	complete	1	critical	inconv	nonprob	priority
pretentious	critical	complete	1	critical	inconv	nonprob	not-recom
pretentious	critical	complete	1	critical	inconv	slightly-prob	recommended
pretentious	critical	complete	1	critical	inconv	slightly-prob	priority
pretentious	critical	complete	1	critical	inconv	slightly-prob	not-recom
pretentious	critical	complete	1	critical	inconv	problematic	recommended
pretentious	critical	complete	1	critical	inconv	problematic	priority
pretentious	critical	complete	1	critical	inconv	problematic	not-recom
pretentious	critical	complete	2	convenient	convenient	nonprob	recommended
pretentious	critical	complete	2	convenient	convenient	nonprob	priority
pretentious	critical	complete	2	convenient	convenient	nonprob	not-recom
pretentious	critical	complete	2	convenient	convenient	slightly-prob	recommended
pretentious	critical	complete	2	convenient	convenient	slightly-prob	priority
pretentious	critical	complete	2	convenient	convenient	slightly-prob	not-recom
pretentious	critical	complete	2	convenient	convenient	problematic	recommended
pretentious	critical	complete	2	convenient	convenient	problematic	priority
pretentious	critical	complete	2	convenient	convenient	problematic	not-recom
pretentious	critical	complete	2	convenient	inconv	nonprob	recommended
pretentious	critical	complete	2	convenient	inconv	nonprob	priority
pretentious	critical	complete	2	convenient	inconv	nonprob	not-recom
pretentious	critical	complete	2	convenient	inconv	slightly-prob	recommended
pretentious	critical	complete	2	convenient	inconv	slightly-prob	priority
pretentious	critical	complete	2	convenient	inconv	slightly-prob	not-recom
pretentious	critical	complete	2	convenient	inconv	problematic	recommended
pretentious	critical	complete	2	convenient	inconv	problematic	priority
pretentious	critical	complete	2	convenient	inconv	problematic	not-recom
pretentious	critical	complete	2	less-conv	convenient	nonprob	recommended
pretentious	critical	complete	2	less-conv	convenient	nonprob	priority
pretentious	critical	complete	2	less-conv	convenient	nonprob	not-recom
pretentious	critical	complete	2	less-conv	convenient	slightly-prob	recommended
pretentious	critical	complete	2	less-conv	convenient	slightly-prob	priority
pretentious	critical	complete	2	less-conv	convenient	slightly-prob	not-recom
pretentious	critical	complete	2	less-conv	convenient	problematic	recommended
pretentious	critical	complete	2	less-conv	convenient	problematic	priority
pretentious	critical	complete	2	less-conv	convenient	problematic	not-recom
pretentious	critical	complete	2	less-conv	inconv	nonprob	recommended
pretentious	critical	complete	2	less-conv	inconv	nonprob	priority
pretentious	critical	complete	2	less-conv	inconv	nonprob	not-recom
pretentious	critical	complete	2	less-conv	inconv	slightly-prob	recommended
pretentious	critical	complete	2	less-conv	inconv	slightly-prob	priority
pretentious	critical	complete	2	less-conv	inconv	slightly-prob	not-recom
pretentious	critical	complete	2	less-conv	inconv	problematic	recommended
pretentious	critical	complete	2	less-conv	inconv	problematic	priority
pretentious	critical	complete	2	less-conv	inconv	problematic	not-recom
pretentious	critical	complete	2	critical	convenient	nonprob	recommended
pretentious	critical	complete	2	critical	convenient	nonprob	priority
pretentious	critical	complete	2	critical	convenient	nonprob	not-recom
pretentious	critical	complete	2	critical	convenient	slightly-prob	recommended
pretentious	critical	complete	2	critical	convenient	slightly-prob	priority
pretentious	critical	complete	2	critical	convenient	slightly-prob	not-recom
pretentious	critical	complete	2	critical	convenient	problematic	recommended
pretentious	critical	complete	2	critical	convenient	problematic	priority
pretentious	critical	complete	2	critical	convenient	problematic	not-recom
pretentious	critical	complete	2	critical	inconv	nonprob	recommended
pretentious	critical	complete	2	critical	inconv	nonprob	priority
pretentious	critical	complete	2	critical	inconv	nonprob	not-recom
pretentious	critical	complete	2	critical	inconv	slightly-prob	recommended
pretentious	critical	complete	2	critical	inconv	slightly-prob	priority
pretentious	critical	complete	2	critical	inconv	slightly-prob	not-recom
pretentious	critical	complete	2	critical	inconv	problematic	recommended
pretentious	critical	complete	2	critical	inconv	problematic	priority
pretentious	critical	complete	2	critical	inconv	problematic	not-recom
pretentious	critical	complete	3	convenient	convenient	nonprob	recommended
pretentious	critical	complete	3	convenient	convenient	nonprob	priority
pretentious	critical	complete	3	convenient	convenient	nonprob	not-recom
pretentious	critical	complete	3	convenient	convenient	slightly-prob	recommended
pretentious	critical	complete	3	convenient	convenient	slightly-prob	priority
pretentious	critical	complete	3	convenient	convenient	slightly-prob	not-recom
pretentious	critical	complete	3	convenient	convenient	problematic	recommended
pretentious	critical	complete	3	convenient	convenient	problematic	priority
pretentious	critical	complete	3	convenient	convenient	problematic	not-recom
pretentious	critical	complete	3	convenient	inconv	nonprob	recommended
pretentious	critical	complete	3	convenient	inconv	nonprob	priority
pretentious	critical	complete	3	convenient	inconv	nonprob	not-recom
pretentious	critical	complete	3	convenient	inconv	slightly-prob	recommended
pretentious	critical	complete	3	convenient	inconv	slightly-prob	priority
pretentious	critical	complete	3	convenient	inconv	slightly-prob	not-recom
pretentious	critical	complete	3	convenient	inconv	problematic	recommended
pretentious	critical	complete	3	convenient	inconv	problematic	priority
pretentious	critical	complete	3	convenient	inconv	problematic	not-recom
pretentious	critical	complete	3	less-conv	convenient	nonprob	recommended
pretentious	critical	complete	3	less-conv	convenient	nonprob	priority
pretentious	critical	complete	3	less-conv	convenient	nonprob	not-recom
pretentious	critical	complete	3	less-conv	convenient	slightly-prob	recommended
pretentious	critical	complete	3	less-conv	convenient	slightly-prob	priority
pretentious	critical	complete	3	less-conv	convenient	slightly-prob	not-recom
pretentious	critical	complete	3	less-conv	convenient	problematic	recommended
pretentious	critical	complete	3	less-conv	convenient	problematic	priority
pretentious	critical	complete	3	less-conv	convenient	problematic	not-recom
pretentious	critical	complete	3	less-conv	inconv	nonprob	recommended
pretentious	critical	complete	3	less-conv	inconv	nonprob	priority
pretentious	critical	complete	3	less-conv	inconv	nonprob	not-recom
pretentious	critical	complete	3	less-conv	inconv	slightly-prob	recommended
pretentious	critical	complete	3	less-conv	inconv	slightly-prob	priority
pretentious	critical	complete	3	less-conv	inconv	slightly-prob	not-recom
pretentious	critical	complete	3	less-conv	inconv	problematic	recommended
pretentious	critical	complete	3	less-conv	inconv	problematic	priority
pretentious	critical	complete	3	less-conv	inconv	problematic	not-recom
pretentious	critical	complete	3	critical	convenient	nonprob	recommended
pretentious	critical	complete	3	critical	convenient	nonprob	priority
pretentious	critical	complete	3	critical	convenient	nonprob	not-recom
pretentious	critical	complete	3	critical	convenient	slightly-prob	recommended
pretentious	critical	complete	3	critical	convenient	slightly-prob	priority
pretentious	critical	complete	3	critical	convenient	slightly-prob	not-recom
pretentious	critical	complete	3	critical	convenient	problematic	recommended
pretentious	critical	complete	3	critical	convenient	problematic	priority
pretentious	critical	complete	3	critical	convenient	problematic	not-recom
pretentious	critical	complete	3	critical	inconv	nonprob	recommended
pretentious	critical	complete	3	critical	inconv	nonprob	priority
pretentious	critical	complete	3	critical	inconv	nonprob	not-recom
pretentious	critical	complete	3	critical	inconv	slightly-prob	recommended
pretentious	critical	complete	3	critical	inconv	slightly-prob	priority
pretentious	critical	complete	3	critical	inconv	slightly-prob	not-recom
pretentious	critical	complete	3	critical	inconv	problematic	recommended
pretentious	critical	complete	3	critical	inconv	problematic	priority
pretentious	critical	complete	3	critical	inconv	problematic	not-recom
pretentious	critical	complete	more	convenient	convenient	nonprob	recommended
pretentious	critical	complete	more	convenient	convenient	nonprob	priority
pretentious	critical	complete	more	convenient	convenient	nonprob	not-recom
pretentious	critical	complete	more	convenient	convenient	slightly-prob	recommended
pretentious	critical	complete	more	convenient	convenient	slightly-prob	priority
pretentious	critical	complete	more	convenient	convenient	slightly-prob	not-recom
pretentious	critical	complete	more	convenient	convenient	problematic	recommended
pretentious	critical	complete	more	convenient	convenient	problematic	priority
pretentious	critical	complete	more	convenient	convenient	problematic	not-recom
pretentious	critical	complete	more	convenient	inconv	nonprob	recommended
pretentious	critical	complete	more	convenient	inconv	nonprob	priority
pretentious	critical	complete	more	convenient	inconv	nonprob	not-recom
pretentious	critical	complete	more	convenient	inconv	slightly-prob	recommended
pretentious	critical	complete	more	convenient	inconv	slightly-prob	priority
pretentious	critical	complete	more	convenient	inconv	slightly-prob	not-recom
pretentious	critical	complete	more	convenient	inconv	problematic	recommended
pretentious	critical	complete	more	convenient	inconv	problematic	priority
pretentious	critical	complete	more	convenient	inconv	problematic	not-recom
pretentious	critical	complete	more	less-conv	convenient	nonprob	recommended
pretentious	critical	complete	more	less-conv	convenient	nonprob	priority
pretentious	critical	complete	more	less-conv	convenient	nonprob	not-recom
pretentious	critical	complete	more	less-conv	convenient	slightly-prob	recommended
pretentious	critical	complete	more	less-conv	convenient	slightly-prob	priority
pretentious	critical	complete	more	less-conv	convenient	slightly-prob	not-recom
pretentious	critical	complete	more	less-conv	convenient	problematic	recommended
pretentious	critical	complete	more	less-conv	convenient	problematic	priority
pretentious	critical	complete	more	less-conv	convenient	problematic	not-recom
pretentious	critical	complete	more	less-conv	inconv	nonprob	recommended
pretentious	critical	complete	more	less-conv	inconv	nonprob	priority
pretentious	critical	complete	more	less-conv	inconv	nonprob	not-recom
pretentious	critical	complete	more	less-conv	inconv	slightly-prob	recommended
pretentious	critical	complete	more	less-conv	inconv	slightly-prob	priority
pretentious	critical	complete	more	less-conv	inconv	slightly-prob	not-recom
pretentious	critical	complete	more	less-conv	inconv	problematic	recommended
pretentious	critical	complete	more	less-conv	inconv	problematic	priority
pretentious	critical	complete	more	less-conv	inconv	problematic	not-recom
pretentious	critical	complete	more	critical	convenient	nonprob	recommended
pretentious	critical	complete	more	critical	convenient	nonprob	priority
pretentious	critical	complete	more	critical	convenient	nonprob	not-recom
pretentious	critical	complete	more	critical	convenient	slightly-prob	recommended
pretentious	critical	complete	more	critical	convenient	slightly-prob	priority
pretentious	critical	complete	more	critical	convenient	slightly-prob	not-recom
pretentious	critical	complete	more	critical	convenient	problematic	recommended
pretentious	critical	complete	more	critical	convenient	problematic	priority
pretentious	critical	complete	more	critical	convenient	problematic	not-recom
pretentious	critical	complete	more	critical	inconv	nonprob	recommended
pretentious	critical	complete	more	critical	inconv	nonprob	priority
pretentious	critical	complete	more	critical	inconv	nonprob	not-recom
pretentious	critical	complete	more	critical	inconv	slightly-prob	recommended
pretentious	critical	complete	more	critical	inconv	slightly-prob	priority
pretentious	critical	complete	more	critical	inconv	slightly-prob	not-recom
pretentious	critical	complete	more	critical	inconv	problematic	recommended
pretentious	critical	complete	more	critical	inconv	problematic	priority
pretentious	critical	complete	more	critical	inconv	problematic	not-recom
pretentious	critical	completed	1	convenient	convenient	nonprob	recommended
pretentious	critical	completed	1	convenient	convenient	nonprob	priority
pretentious	critical	completed	1	convenient	convenient	nonprob	not-recom
pretentious	critical	completed	1	convenient	convenient	slightly-prob	recommended
pretentious	critical	completed	1	convenient	convenient	slightly-prob	priority
pretentious	critical	completed	1	convenient	convenient	slightly-prob	not-recom
pretentious	critical	completed	1	convenient	convenient	problematic	recommended
pretentious	critical	completed	1	convenient	convenient	problematic	priority
pretentious	critical	completed	1	convenient	convenient	problematic	not-recom
pretentious	critical	completed	1	convenient	inconv	nonprob	recommended
pretentious	critical	completed	1	convenient	inconv	nonprob	priority
pretentious	critical	completed	1	convenient	inconv	nonprob	not-recom
pretentious	critical	completed	1	convenient	inconv	slightly-prob	recommended
pretentious	critical	completed	1	convenient	inconv	slightly-prob	priority
pretentious	critical	completed	1	convenient	inconv	slightly-prob	not-recom
pretentious	critical	completed	1	convenient	inconv	problematic	recommended
pretentious	critical	completed	1	convenient	inconv	problematic	priority
pretentious	critical	completed	1	convenient	inconv	problematic	not-recom
pretentious	critical	completed	1	less-conv	convenient	nonprob	recommended
pretentious	critical	completed	1	less-conv	convenient	nonprob	priority
pretentious	critical	completed	1	less-conv	convenient	nonprob	not-recom
pretentious	critical	completed	1	less-conv	convenient	slightly-prob	recommended
pretentious	critical	completed	1	less-conv	convenient	slightly-prob	priority
pretentious	critical	completed	1	less-conv	convenient	slightly-prob	not-recom
pretentious	critical	completed	1	less-conv	convenient	problematic	recommended
pretentious	critical	completed	1	less-conv	convenient	problematic	priority
pretentious	critical	completed	1	less-conv	convenient	problematic	not-recom
pretentious	critical	completed	1	less-conv	inconv	nonprob	recommended
pretentious	critical	completed	1	less-conv	inconv	nonprob	priority
pretentious	critical	completed	1	less-conv	inconv	nonprob	not-recom
pretentious	critical	completed	1	less-conv	inconv	slightly-prob	recommended
pretentious	critical	completed	1	less-conv	inconv	slightly-prob	priority
pretentious	critical	completed	1	less-conv	inconv	slightly-prob	not-recom
pretentious	critical	completed	1	less-conv	inconv	problematic	recommended
pretentious	critical	completed	1	less-conv	inconv	problematic	priority
pretentious	critical	completed	1	less-conv	inconv	problematic	not-recom
pretentious	critical	completed	1	critical	convenient	nonprob	recommended
pretentious	critical	completed	1	critical	convenient	nonprob	priority
pretentious	critical	completed	1	critical	convenient	nonprob	not-recom
pretentious	critical	completed	1	critical	convenient	slightly-prob	recommended
pretentious	critical	completed	1	critical	convenient	slightly-prob	priority
pretentious	critical	completed	1	critical	convenient	slightly-prob	not-recom
pretentious	critical	completed	1	critical	convenient	problematic	recommended
pretentious	critical	completed	1	critical	convenient	problematic	priority
pretentious	critical	completed	1	critical	convenient	problematic	not-recom
pretentious	critical	completed	1	critical	inconv	nonprob	recommended
pretentious	critical	completed	1	critical	inconv	nonprob	priority
pretentious	critical	completed	1	critical	inconv	nonprob	not-recom
pretentious	critical	completed	1	critical	inconv	slightly-prob	recommended
pretentious	critical	completed	1	critical	inconv	slightly-prob	priority
pretentious	critical	completed	1	critical	inconv	slightly-prob	not-recom
pretentious	critical	completed	1	critical	inconv	problematic	recommended
pretentious	critical	completed	1	critical	inconv	problematic	priority
pretentious	critical	completed	1	critical	inconv	problematic	not-recom
pretentious	critical	completed	2	convenient	convenient	nonprob	recommended
pretentious	critical	completed	2	convenient	convenient	nonprob	priority
pretentious	critical	completed	2	convenient	convenient	nonprob	not-recom
pretentious	critical	completed	2	convenient	convenient	slightly-prob	recommended
pretentious	critical	completed	2	convenient	convenient	slightly-prob	priority
pretentious	critical	completed	2	convenient	convenient	slightly-prob	not-recom
pretentious	critical	completed	2	convenient	convenient	problematic	recommended
pretentious	critical	completed	2	convenient	convenient	problematic	priority
pretentious	critical	completed	2	convenient	convenient	problematic	not-recom
pretentious	critical	completed	2	convenient	inconv	nonprob	recommended
pretentious	critical	completed	2	convenient	inconv	nonprob	priority
pretentious	critical	completed	2	convenient	inconv	nonprob	not-recom
pretentious	critical	completed	2	convenient	inconv	slightly-prob	recommended
pretentious	critical	completed	2	convenient	inconv	slightly-prob	priority
pretentious	critical	completed	2	convenient	inconv	slightly-prob	not-recom
pretentious	critical	completed	2	convenient	inconv	problematic	recommended
pretentious	critical	completed	2	convenient	inconv	problematic	priority
pretentious	critical	completed	2	convenient	inconv	problematic	not-recom
pretentious	critical	completed	2	less-conv	convenient	nonprob	recommended
pretentious	critical	completed	2	less-conv	convenient	nonprob	priority
pretentious	critical	completed	2	less-conv	convenient	nonprob	not-recom
pretentious	critical	completed	2	less-conv	convenient	slightly-prob	recommended
pretentious	critical	completed	2	less-conv	convenient	slightly-prob	priority
pretentious	critical	completed	2	less-conv	convenient	slightly-prob	not-recom
pretentious	critical	completed	2	less-conv	convenient	problematic	recommended
pretentious	critical	completed	2	less-conv	convenient	problematic	priority
pretentious	critical	completed	2	less-conv	convenient	problematic	not-recom
pretentious	critical	completed	2	less-conv	inconv	nonprob	recommended
pretentious	critical	completed	2	less-conv	inconv	nonprob	priority
pretentious	critical	completed	2	less-conv	inconv	nonprob	not-recom
pretentious	critical	completed	2	less-conv	inconv	slightly-prob	recommended
pretentious	critical	completed	2	less-conv	inconv	slightly-prob	priority
pretentious	critical	completed	2	less-conv	inconv	slightly-prob	not-recom
pretentious	critical	completed	2	less-conv	inconv	problematic	recommended
pretentious	critical	completed	2	less-conv	inconv	problematic	priority
pretentious	critical	completed	2	less-conv	inconv	problematic	not-recom
pretentious	critical	completed	2	critical	convenient	nonprob	recommended
pretentious	critical	completed	2	critical	convenient	nonprob	priority
pretentious	critical	completed	2	critical	convenient	nonprob	not-recom
pretentious	critical	completed	2	critical	convenient	slightly-prob	recommended
pretentious	critical	completed	2	critical	convenient	slightly-prob	priority
pretentious	critical	completed	2	critical	convenient	slightly-prob	not-recom
pretentious	critical	completed	2	critical	convenient	problematic	recommended
pretentious	critical	completed	2	critical	convenient	problematic	priority
pretentious	critical	completed	2	critical	convenient	problematic	not-recom
pretentious	critical	completed	2	critical	inconv	nonprob	recommended
pretentious	critical	completed	2	critical	inconv	nonprob	priority
pretentious	critical	completed	2	critical	inconv	nonprob	not-recom
pretentious	critical	completed	2	critical	inconv	slightly-prob	recommended
pretentious	critical	completed	2	critical	inconv	slightly-prob	priority
pretentious	critical	completed	2	critical	inconv	slightly-prob	not-recom
pretentious	critical	completed	2	critical	inconv	problematic	recommended
pretentious	critical	completed	2	critical	inconv	problematic	priority
pretentious	critical	completed	2	critical	inconv	problematic	not-recom
pretentious	critical	completed	3	convenient	convenient	nonprob	recommended
pretentious	critical	completed	3	convenient	convenient	nonprob	priority
pretentious	critical	completed	3	convenient	convenient	nonprob	not-recom
pretentious	critical	completed	3	convenient	convenient	slightly-prob	recommended
pretentious	critical	completed	3	convenient	convenient	slightly-prob	priority
pretentious	critical	completed	3	convenient	convenient	slightly-prob	not-recom
pretentious	critical	completed	3	convenient	convenient	problematic	recommended
pretentious	critical	completed	3	convenient	convenient	problematic	priority
pretentious	critical	completed	3	convenient	convenient	problematic	not-recom
pretentious	critical	completed	3	convenient	inconv	nonprob	recommended
pretentious	critical	completed	3	convenient	inconv	nonprob	priority
pretentious	critical	completed	3	convenient	inconv	nonprob	not-recom
pretentious	critical	completed	3	convenient	inconv	slightly-prob	recommended
pretentious	critical	completed	3	convenient	inconv	slightly-prob	priority
pretentious	critical	completed	3	convenient	inconv	slightly-prob	not-recom
pretentious	critical	completed	3	convenient	inconv	problematic	recommended
pretentious	critical	completed	3	convenient	inconv	problematic	priority
pretentious	critical	completed	3	convenient	inconv	problematic	not-recom
pretentious	critical	completed	3	less-conv	convenient	nonprob	recommended
pretentious	critical	completed	3	less-conv	convenient	nonprob	priority
pretentious	critical	completed	3	less-conv	convenient	nonprob	not-recom
pretentious	critical	completed	3	less-conv	convenient	slightly-prob	recommended
pretentious	critical	completed	3	less-conv	convenient	slightly-prob	priority
pretentious	critical	completed	3	less-conv	convenient	slightly-prob	not-recom
pretentious	critical	completed	3	less-conv	convenient	problematic	recommended
pretentious	critical	completed	3	less-conv	convenient	problematic	priority
pretentious	critical	completed	3	less-conv	convenient	problematic	not-recom
pretentious	critical	completed	3	less-conv	inconv	nonprob	recommended
pretentious	critical	completed	3	less-conv	inconv	nonprob	priority
pretentious	critical	completed	3	less-conv	inconv	nonprob	not-recom
pretentious	critical	completed	3	less-conv	inconv	slightly-prob	recommended
pretentious	critical	completed	3	less-conv	inconv	slightly-prob	priority
pretentious	critical	completed	3	less-conv	inconv	slightly-prob	not-recom
pretentious	critical	completed	3	less-conv	inconv	problematic	recommended
pretentious	critical	completed	3	less-conv	inconv	problematic	priority
pretentious	critical	completed	3	less-conv	inconv	problematic	not-recom
pretentious	critical	completed	3	critical	convenient	nonprob	recommended
pretentious	critical	completed	3	critical	convenient	nonprob	priority
pretentious	critical	completed	3	critical	convenient	nonprob	not-recom
pretentious	critical	completed	3	critical	convenient	slightly-prob	recommended
pretentious	critical	completed	3	critical	convenient	slightly-prob	priority
pretentious	critical	completed	3	critical	convenient	slightly-prob	not-recom
pretentious	critical	completed	3	critical	convenient	problematic	recommended
pretentious	critical	completed	3	critical	convenient	problematic	priority
pretentious	critical	completed	3	critical	convenient	problematic	not-recom
pretentious	critical	completed	3	critical	inconv	nonprob	recommended
pretentious	critical	completed	3	critical	inconv	nonprob	priority
pretentious	critical	completed	3	critical	inconv	nonprob	not-recom
pretentious	critical	completed	3	critical	inconv	slightly-prob	recommended
pretentious	critical	completed	3	critical	inconv	slightly-prob	priority
pretentious	critical	completed	3	critical	inconv	slightly-prob	not-recom
pretentious	critical	completed	3	critical	inconv	problematic	recommended
pretentious	critical	completed	3	critical	inconv	problematic	priority
pretentious	critical	completed	3	critical	inconv	problematic	not-recom
pretentious	critical	completed	more	convenient	convenient	nonprob	recommended
pretentious	critical	completed	more	convenient	convenient	nonprob	priority
pretentious	critical	completed	more	convenient	convenient	nonprob	not-recom
pretentious	critical	completed	more	convenient	convenient	slightly-prob	recommended
pretentious	critical	completed	more	convenient	convenient	slightly-prob	priority
