Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Att23	Att24	Att25	Att26	Att27	Att28	Att29	Att30	Att31	Att32	Att33	Att34	Att35	Att36	Att37	Att38	Att39	Att40	Att41	Att42	Att43	Att44	Att45	Att46	Att47	Att48	Att49	Att50	Att51	Att52	Att53	Att54	Att55	Att56	Att57	Att58	Att59	Att60	Att61	Att62	Att63	Att64	Att65	Att66	Att67	Att68	Att69	Att70	Att71	Att72	Att73	Att74	Att75	Att76	Att77	Att78	Att79	Att80	Att81	Att82	Att83	Att84	Att85	Att86	Att87	Att88	Att89	Att90	Att91	Att92	Att93	Att94	Att95	Att96	Att97	Att98	Att99	Att100	Att101	Att102	Att103	Class
"s0.061534"	"s0.042188"	"s0.16836"	"s0.11565"	"s0.151856"	"s0.040399"	"s0.066253"	"s-0.044189"	"s0.143522"	"s0.09687"	"s0.036192"	"s0.124599"	"s0.056432"	"s-0.059763"	"s0.020964"	"s-0.014163"	"s0.118694"	"s0.058143"	"s-0.064063"	"s-0.060762"	"s-0.073755"	"s-0.05815"	"s-0.017198"	"s-0.02557"	"s-0.00525"	"s0.057795"	"s0.05368"	"s0.047"	"s-0.031996"	"s-0.040821"	"s0.012062"	"s0.08839"	"s0.022355"	"s-0.047099"	"s-0.031083"	"s0.098252"	"s-0.023346"	"s0.013382"	"s0.003991"	"s0.004151"	"s0.152907"	"s-0.00923"	"s0.152139"	"s-0.371611"	"s-0.042984"	"s0.01826"	"s-0.013568"	"s-0.034832"	"s0.020269"	"s0.035697"	"s0.053603"	"s0.041141"	"s-0.00565"	"s0.026398"	"s-0.0167"	"s-0.09056"	"s0.050818"	"s0.027097"	"s0.047492"	"s0.026075"	"s0.024008"	"s0.010262"	"s0.032654"	"s0.029974"	"s-0.140117"	"s-0.015355"	"s-0.215717"	"s-0.091546"	"s-0.076953"	"s0.051653"	"s-0.128865"	"s-0.127147"	"s0.04173"	"s0.01191"	"s0.051297"	"s0.054032"	"s0.037892"	"s-0.067249"	"s-0.107949"	"s-0.003377"	"s-0.021154"	"s-0.035396"	"s-0.024102"	"s-0.049376"	"s-0.00661"	"s-0.004857"	"s-0.012896"	"s-0.030104"	"s-0.023675"	"s-0.036018"	"s-0.035975"	"s0.466067"	"s-0.032369"	"s0.444657"	"s-0.01996"	"s-0.01835"	"s-0.021206"	"s-0.02164"	"s-0.013176"	"s-0.032225"	"s-0.022992"	"s0.013881"	"s-0.129611"	true
"s0.013145"	"s-0.048507"	"s-0.028813"	"s0.11092"	"s-0.134385"	"s-0.14058"	"s-0.144868"	"s-0.211262"	"s-0.132697"	"s0.116658"	"s-0.035758"	"s-0.090718"	"s0.196778"	"s-0.172467"	"s-0.149897"	"s-0.145699"	"s-0.061024"	"s-0.160262"	"s0.041798"	"s-0.135188"	"s-0.124248"	"s-0.043592"	"s-0.122297"	"s-0.143441"	"s-0.139777"	"s-0.132394"	"s-0.024929"	"s-0.165789"	"s-0.132494"	"s-0.021074"	"s-0.003258"	"s0.145373"	"s-0.200575"	"s0.065688"	"s0.033793"	"s0.207941"	"s0.006954"	"s0.103161"	"s0.043994"	"s0.094423"	"s-0.112967"	"s-0.003261"	"s0.014465"	"s-0.014102"	"s0.174184"	"s0.126539"	"s0.188583"	"s0.098611"	"s0.024655"	"s0.020727"	"s-0.004631"	"s0.032569"	"s0.04864"	"s0.039033"	"s0.137023"	"s0.043316"	"s0.032054"	"s-6.9E-5"	"s-0.047567"	"s0.075118"	"s0.028504"	"s0.127883"	"s-0.028723"	"s0.036324"	"s-0.010743"	"s0.009933"	"s-0.045102"	"s-0.052764"	"s-0.163458"	"s0.164171"	"s-0.078122"	"s-0.029183"	"s0.137849"	"s0.145364"	"s0.064431"	"s0.116938"	"s0.09011"	"s-0.053611"	"s-0.023079"	"s-0.01922"	"s0.013612"	"s-0.051266"	"s-0.030881"	"s-0.062738"	"s-0.024641"	"s0.054252"	"s-0.029468"	"s-0.043119"	"s-0.026896"	"s-0.053188"	"s-0.052348"	"s0.132296"	"s-0.046131"	"s0.252885"	"s-0.035299"	"s0.030635"	"s-0.035957"	"s-0.030858"	"s-0.015132"	"s1.55E-4"	"s-0.039627"	"s-0.006148"	"s0.074607"	false
"s0.007783"	"s4.68E-4"	"s-0.104763"	"s0.078546"	"s0.039806"	"s0.005081"	"s1.11E-4"	"s-0.090168"	"s-0.031481"	"s-0.108582"	"s-0.076922"	"s-0.073123"	"s0.094558"	"s-0.098715"	"s-0.037283"	"s-0.107881"	"s-0.049778"	"s-0.03508"	"s6.24E-4"	"s0.084553"	"s-0.066439"	"s-0.087559"	"s-0.012886"	"s0.083967"	"s-0.029938"	"s0.045811"	"s0.033253"	"s0.058643"	"s0.238482"	"s0.085518"	"s0.057696"	"s0.130871"	"s-0.015965"	"s-0.119132"	"s-0.069151"	"s0.026705"	"s0.05936"	"s0.123542"	"s0.11772"	"s0.120195"	"s0.141958"	"s0.130585"	"s0.208502"	"s0.175457"	"s0.137167"	"s0.157535"	"s0.177523"	"s-0.038435"	"s-0.085687"	"s-0.086924"	"s-0.117512"	"s0.01585"	"s-0.014705"	"s0.101911"	"s0.015957"	"s0.092346"	"s-0.063185"	"s-0.088481"	"s-0.049341"	"s-0.024245"	"s-0.04638"	"s-0.133416"	"s-0.040997"	"s-0.107273"	"s0.142328"	"s0.074748"	"s0.123442"	"s0.086878"	"s-0.139201"	"s-0.07875"	"s-0.275735"	"s-0.194551"	"s0.021528"	"s-0.064432"	"s-0.012534"	"s0.073333"	"s0.013944"	"s0.039921"	"s-0.086735"	"s-0.062882"	"s-0.079941"	"s-0.099784"	"s0.083068"	"s0.047666"	"s-0.074744"	"s0.006611"	"s-0.057521"	"s-0.08307"	"s0.093097"	"s-0.048848"	"s0.030397"	"s0.364769"	"s0.048872"	"s0.062117"	"s0.017743"	"s-0.074964"	"s-0.07931"	"s-0.079072"	"s-0.074118"	"s0.076584"	"s-0.088376"	"s-0.017688"	"s0.037538"	false
"s0.055824"	"s-0.121647"	"s-0.123955"	"s-0.030911"	"s0.014677"	"s0.024807"	"s0.044558"	"s0.091092"	"s0.113325"	"s0.081106"	"s0.02228"	"s0.145721"	"s0.06427"	"s0.17636"	"s0.034984"	"s0.071868"	"s0.13022"	"s0.019707"	"s-0.137077"	"s-0.059812"	"s-0.014043"	"s0.072976"	"s0.201978"	"s0.210588"	"s0.079685"	"s-0.044722"	"s-0.070725"	"s0.097196"	"s0.018247"	"s-0.146948"	"s-0.152351"	"s-0.071073"	"s0.214426"	"s0.168069"	"s0.093499"	"s0.055504"	"s0.084479"	"s0.077912"	"s0.044221"	"s-0.103139"	"s-0.028836"	"s0.058353"	"s0.036725"	"s-0.049393"	"s0.014729"	"s-0.094552"	"s-0.080541"	"s0.118937"	"s-0.074967"	"s-2.96E-4"	"s0.012253"	"s0.054619"	"s0.053571"	"s-0.11584"	"s0.001309"	"s0.079911"	"s-0.10341"	"s-0.005107"	"s-0.043351"	"s-0.153504"	"s-0.108815"	"s0.011647"	"s0.066584"	"s0.236"	"s-0.16368"	"s-0.030471"	"s-0.255468"	"s-0.189228"	"s-0.01165"	"s-0.04504"	"s0.104155"	"s0.194928"	"s-0.003526"	"s0.012261"	"s-0.061573"	"s-0.158841"	"s-0.073463"	"s-0.128828"	"s-0.118053"	"s-0.023182"	"s-0.044588"	"s-0.052111"	"s0.102524"	"s-0.078829"	"s-0.04047"	"s-0.03811"	"s0.093609"	"s0.082598"	"s0.123067"	"s-0.047487"	"s-0.051757"	"s-0.047288"	"s-0.044957"	"s-0.034413"	"s-0.045406"	"s-0.043454"	"s-0.043233"	"s-0.039498"	"s-0.039838"	"s-0.062239"	"s-0.042579"	"s0.211684"	"s0.092781"	false
"s0.260141"	"s-0.061781"	"s-0.037661"	"s-0.04999"	"s0.004871"	"s0.017844"	"s-0.042812"	"s0.022106"	"s-0.008016"	"s-0.039309"	"s0.159261"	"s0.061407"	"s0.019664"	"s0.055447"	"s0.035063"	"s0.173902"	"s-1.6E-5"	"s-0.014804"	"s0.006133"	"s-0.131255"	"s0.017175"	"s0.007533"	"s0.077101"	"s0.065936"	"s0.01922"	"s-0.091433"	"s-0.177805"	"s-0.178598"	"s-0.031475"	"s-0.132073"	"s-0.157162"	"s-0.153746"	"s0.154191"	"s-0.132607"	"s0.005408"	"s0.043501"	"s0.056363"	"s0.071978"	"s0.060461"	"s-0.050966"	"s-0.067414"	"s0.06615"	"s0.001725"	"s-0.076668"	"s-0.377483"	"s-0.003119"	"s-0.064629"	"s-0.145471"	"s0.007305"	"s0.047626"	"s0.08116"	"s0.047158"	"s0.098352"	"s-0.121664"	"s0.01526"	"s-0.00523"	"s-0.053172"	"s0.041147"	"s0.036547"	"s-0.100282"	"s-0.015861"	"s-0.085743"	"s-0.069453"	"s0.014409"	"s-0.03669"	"s0.007002"	"s-0.031553"	"s-0.080305"	"s0.396863"	"s0.127925"	"s0.109861"	"s0.223581"	"s0.142173"	"s0.07554"	"s-0.028176"	"s0.015535"	"s-0.04406"	"s-0.002527"	"s-0.103277"	"s-0.03679"	"s-0.008767"	"s-0.061626"	"s0.164993"	"s-0.088134"	"s-0.038529"	"s0.114158"	"s-0.049474"	"s-0.062305"	"s-0.035636"	"s0.052401"	"s-0.004476"	"s0.105273"	"s-0.036195"	"s-0.01316"	"s-0.03772"	"s-0.051514"	"s0.007964"	"s-0.027423"	"s0.037266"	"s-0.066946"	"s-0.045662"	"s-0.025205"	"s0.093168"	false
"s0.080973"	"s0.044921"	"s0.138609"	"s0.027864"	"s0.017188"	"s-0.134934"	"s0.026871"	"s-0.177285"	"s0.035803"	"s-0.033569"	"s-0.063356"	"s0.081161"	"s0.081013"	"s-0.102968"	"s-0.057057"	"s-0.152258"	"s0.007581"	"s-0.05649"	"s0.029712"	"s-0.014454"	"s0.003166"	"s-0.014416"	"s-0.146094"	"s0.011017"	"s-0.240795"	"s0.003299"	"s-0.224901"	"s0.039772"	"s0.184881"	"s-0.027135"	"s0.032065"	"s0.056749"	"s-0.0524"	"s-0.084053"	"s-0.114097"	"s-0.176052"	"s0.051513"	"s0.209195"	"s0.040954"	"s0.034355"	"s-0.092308"	"s-0.228515"	"s-0.029245"	"s-0.218213"	"s-0.058249"	"s-0.038962"	"s-0.011674"	"s-0.158406"	"s0.068979"	"s0.036508"	"s-0.001838"	"s-0.032957"	"s-0.069467"	"s-0.060303"	"s-0.141253"	"s-0.118062"	"s0.176077"	"s0.198482"	"s-0.095337"	"s0.071116"	"s0.114582"	"s-0.043206"	"s0.033741"	"s-0.023719"	"s-0.059512"	"s-0.045074"	"s0.042625"	"s-0.13907"	"s0.063279"	"s0.03608"	"s0.077342"	"s0.026895"	"s0.078012"	"s0.058027"	"s0.222721"	"s0.185995"	"s0.131755"	"s0.157551"	"s0.05613"	"s-0.040868"	"s-0.062094"	"s-0.080761"	"s0.090768"	"s-0.054067"	"s-0.005579"	"s-0.020813"	"s-0.054396"	"s-0.04296"	"s-0.051693"	"s0.022063"	"s-0.003455"	"s0.218528"	"s-0.064929"	"s0.05918"	"s-0.045017"	"s-0.056308"	"s-0.018097"	"s-0.021"	"s-0.045405"	"s0.088336"	"s-0.066304"	"s0.034843"	"s0.096498"	true
"s-0.14581"	"s-0.129925"	"s-0.175671"	"s-0.126971"	"s-0.126531"	"s-0.095596"	"s-0.174094"	"s-0.11588"	"s0.076107"	"s0.033361"	"s0.071853"	"s-0.087097"	"s-0.133119"	"s-0.109191"	"s-0.077573"	"s0.012432"	"s-0.097943"	"s-0.077266"	"s-0.016181"	"s0.228386"	"s0.064606"	"s0.089524"	"s0.05872"	"s0.16788"	"s0.167554"	"s0.23474"	"s0.187034"	"s0.251053"	"s0.107276"	"s0.119348"	"s0.229168"	"s0.213055"	"s0.064909"	"s0.02472"	"s0.006344"	"s0.01118"	"s-0.021426"	"s0.014736"	"s-0.039594"	"s-0.073703"	"s-0.087146"	"s0.036172"	"s0.034912"	"s-0.017003"	"s4.7E-5"	"s-0.062321"	"s-0.003022"	"s-0.019924"	"s0.017575"	"s-0.006689"	"s-0.046857"	"s-0.101041"	"s-0.072584"	"s0.03066"	"s-0.076889"	"s-0.072885"	"s0.058442"	"s0.032213"	"s-0.062452"	"s-0.050767"	"s0.001812"	"s0.038273"	"s0.034934"	"s0.10395"	"s0.018273"	"s-0.109683"	"s0.140794"	"s0.087481"	"s0.033303"	"s-0.130463"	"s-0.082881"	"s0.029788"	"s-0.066263"	"s0.005856"	"s0.163955"	"s-0.069747"	"s-0.128081"	"s-0.024032"	"s-0.018767"	"s0.170118"	"s0.140738"	"s-0.066571"	"s-0.045048"	"s-0.080551"	"s-0.064284"	"s-0.066749"	"s-0.052539"	"s-0.068307"	"s-0.07068"	"s-0.066149"	"s-0.065135"	"s-0.057802"	"s0.105479"	"s-0.037989"	"s0.143048"	"s-0.042424"	"s0.129892"	"s0.134948"	"s-0.034185"	"s-0.064466"	"s-0.043303"	"s-0.01284"	"s0.026612"	false
"s0.044145"	"s-0.120117"	"s-0.18089"	"s0.143268"	"s-0.002085"	"s0.051313"	"s0.059615"	"s0.086313"	"s0.030846"	"s0.037544"	"s-0.062484"	"s0.107353"	"s0.140739"	"s0.027231"	"s-0.149158"	"s5.22E-4"	"s0.104721"	"s0.065446"	"s-0.00763"	"s0.031648"	"s0.067076"	"s0.267542"	"s0.336187"	"s0.235089"	"s0.118447"	"s-0.052475"	"s-0.047302"	"s0.011345"	"s0.058266"	"s-0.217666"	"s-0.101643"	"s0.02029"	"s0.174816"	"s0.179588"	"s0.071203"	"s0.011198"	"s0.023119"	"s-0.033195"	"s-0.081638"	"s0.021481"	"s-0.020546"	"s0.088047"	"s0.031885"	"s0.016866"	"s0.010129"	"s-0.046311"	"s-0.062456"	"s0.155545"	"s-0.163116"	"s0.046043"	"s-0.069015"	"s-0.0266"	"s-0.053224"	"s-0.24857"	"s-0.174038"	"s-0.054885"	"s-0.191548"	"s0.0408"	"s-0.047951"	"s-0.280758"	"s-0.013432"	"s-0.058416"	"s-0.031366"	"s0.052498"	"s0.08759"	"s0.101994"	"s-0.047618"	"s0.049148"	"s-0.052775"	"s0.025339"	"s0.079366"	"s0.185559"	"s0.021485"	"s-0.027524"	"s0.06829"	"s0.022811"	"s-0.115548"	"s0.007415"	"s-0.035032"	"s-0.05178"	"s-0.034693"	"s0.009131"	"s0.02483"	"s-0.009145"	"s0.055292"	"s-0.027333"	"s-0.019085"	"s-0.077299"	"s-0.071233"	"s0.003491"	"s0.055277"	"s-0.033924"	"s0.019512"	"s0.021585"	"s-0.034147"	"s-0.066698"	"s-0.036317"	"s0.03301"	"s-0.047589"	"s0.022691"	"s0.014827"	"s-0.042377"	"s0.116465"	false
"s-0.247418"	"s-0.017626"	"s0.138969"	"s0.170538"	"s0.047892"	"s0.030883"	"s-0.199114"	"s-0.121762"	"s-0.138706"	"s-0.162883"	"s0.039316"	"s0.26155"	"s0.233922"	"s0.185223"	"s0.032944"	"s0.08265"	"s-0.090335"	"s-0.090084"	"s-0.171651"	"s-0.137198"	"s0.02213"	"s0.047856"	"s0.035202"	"s0.172473"	"s0.202177"	"s0.177407"	"s0.037659"	"s0.09647"	"s0.078264"	"s0.055316"	"s0.001275"	"s0.054966"	"s-0.04331"	"s0.086426"	"s0.086636"	"s0.036519"	"s-0.070315"	"s-0.119341"	"s-0.006545"	"s0.054816"	"s0.080557"	"s0.004598"	"s-0.102645"	"s0.019461"	"s-0.033361"	"s-0.083381"	"s-0.035553"	"s0.015253"	"s0.135971"	"s0.098504"	"s0.039153"	"s-0.011587"	"s0.01529"	"s0.021917"	"s-0.067567"	"s-0.057835"	"s0.180664"	"s0.122999"	"s-0.085727"	"s-0.013225"	"s-0.010592"	"s0.054009"	"s-0.021419"	"s0.009158"	"s-0.116652"	"s-0.110121"	"s-0.03113"	"s0.038446"	"s0.025374"	"s-0.069897"	"s-0.013439"	"s0.047652"	"s0.003623"	"s-0.025404"	"s-0.186483"	"s-0.233784"	"s-0.222791"	"s-0.187206"	"s-0.126516"	"s0.00503"	"s-0.003408"	"s-0.046201"	"s-0.018224"	"s-0.062256"	"s0.035418"	"s-0.01111"	"s-0.019955"	"s0.001614"	"s-0.032544"	"s-0.037879"	"s-0.011878"	"s-0.022393"	"s-0.024403"	"s-0.017286"	"s-0.005989"	"s-0.025757"	"s-0.029196"	"s0.007187"	"s0.074398"	"s-0.030145"	"s-0.025015"	"s0.022558"	"s0.114096"	false
"s0.001134"	"s-0.472632"	"s-0.099374"	"s-0.05354"	"s-0.066828"	"s-0.092848"	"s-0.101416"	"s-0.091146"	"s-0.214785"	"s-0.098871"	"s-0.03839"	"s0.111984"	"s-0.032367"	"s-0.095271"	"s-0.115975"	"s-0.181801"	"s-0.079157"	"s-0.003948"	"s0.090991"	"s-0.039825"	"s0.01045"	"s0.1011"	"s0.082632"	"s0.04564"	"s0.076698"	"s0.011903"	"s-0.071088"	"s-0.004461"	"s0.104273"	"s0.048375"	"s0.091404"	"s0.081813"	"s0.110572"	"s0.162316"	"s0.085515"	"s-0.072444"	"s-0.035021"	"s-0.082337"	"s0.146449"	"s0.057063"	"s0.038765"	"s0.01337"	"s-0.055102"	"s-0.016039"	"s0.171783"	"s0.125603"	"s0.098929"	"s-0.112877"	"s-0.10333"	"s-0.009915"	"s0.130127"	"s0.118666"	"s0.135155"	"s-0.102513"	"s0.292002"	"s0.098758"	"s-0.06761"	"s-0.035434"	"s-0.060085"	"s0.001807"	"s-0.007948"	"s-0.113228"	"s-0.148708"	"s-0.051659"	"s0.042734"	"s0.027678"	"s0.067034"	"s0.185414"	"s-0.014012"	"s0.013986"	"s0.00674"	"s0.039833"	"s-0.101303"	"s-0.128648"	"s-0.162789"	"s-0.107535"	"s-0.080515"	"s-0.012526"	"s-0.073467"	"s-5.39E-4"	"s0.01743"	"s-0.016343"	"s-0.032006"	"s-0.034889"	"s0.007378"	"s-0.016925"	"s-0.064093"	"s-0.048685"	"s-0.029073"	"s0.005927"	"s-0.035358"	"s0.027563"	"s-0.03508"	"s-0.014495"	"s0.0809"	"s-0.050097"	"s0.051606"	"s0.025367"	"s-0.023425"	"s-0.04049"	"s-0.033727"	"s-0.007071"	"s0.107133"	false
"s-0.130654"	"s-0.00776"	"s0.17068"	"s0.210462"	"s0.186623"	"s0.02621"	"s-0.025375"	"s-0.071956"	"s-0.119156"	"s-0.133879"	"s0.08568"	"s0.247406"	"s0.225235"	"s0.125335"	"s0.07266"	"s0.019736"	"s-0.165045"	"s-0.087286"	"s-0.124979"	"s-0.103307"	"s-0.077378"	"s-0.004786"	"s0.035955"	"s0.095398"	"s0.083546"	"s0.025687"	"s-0.003468"	"s0.056809"	"s0.00308"	"s-0.093633"	"s-0.079686"	"s-0.063634"	"s-0.10455"	"s0.132884"	"s0.126707"	"s-0.092881"	"s-0.146726"	"s-0.182275"	"s0.097893"	"s0.107034"	"s0.089592"	"s0.003965"	"s-0.063812"	"s-0.012694"	"s0.025023"	"s0.005581"	"s0.007778"	"s0.02156"	"s0.09832"	"s0.070952"	"s0.025074"	"s0.031712"	"s0.033138"	"s0.006803"	"s-0.026828"	"s-0.005796"	"s0.081191"	"s0.017962"	"s-0.013488"	"s-0.049971"	"s-0.048862"	"s0.061591"	"s0.04784"	"s-0.054299"	"s-0.056787"	"s-0.04528"	"s-0.045301"	"s-0.029208"	"s0.057823"	"s0.040948"	"s-0.084965"	"s0.010268"	"s0.036814"	"s-0.002225"	"s-0.042754"	"s-0.03533"	"s-0.06124"	"s-0.124499"	"s-0.097363"	"s-0.087792"	"s0.00602"	"s0.128029"	"s-0.142316"	"s-0.046609"	"s0.289187"	"s0.305397"	"s0.010732"	"s0.016074"	"s0.045764"	"s0.14323"	"s0.134917"	"s-0.022313"	"s-0.138929"	"s-0.012849"	"s-0.062323"	"s-0.011659"	"s-0.061939"	"s-0.056575"	"s0.031639"	"s0.046197"	"s-0.046618"	"s0.150918"	"s-0.168848"	true
"s0.010874"	"s-0.08316"	"s0.009042"	"s0.024938"	"s-9.37E-4"	"s-0.034021"	"s0.143425"	"s-0.108885"	"s0.047363"	"s0.101006"	"s-0.03378"	"s0.112843"	"s0.087371"	"s0.020901"	"s-0.024536"	"s-0.061978"	"s-0.015085"	"s0.102863"	"s-0.062396"	"s0.019383"	"s-0.074759"	"s-0.06369"	"s0.127705"	"s0.067642"	"s-0.106032"	"s0.200526"	"s0.160899"	"s0.156458"	"s0.078151"	"s-0.015722"	"s0.141955"	"s0.149223"	"s0.073538"	"s0.063347"	"s0.125145"	"s0.148625"	"s0.11577"	"s-0.004345"	"s0.089539"	"s0.004022"	"s-0.038677"	"s0.105159"	"s0.107091"	"s-0.414991"	"s0.094166"	"s0.037463"	"s0.07619"	"s0.036524"	"s-0.039064"	"s-0.091607"	"s-0.178264"	"s-0.140498"	"s-0.15622"	"s0.050419"	"s-0.052575"	"s-0.1364"	"s0.076504"	"s0.026407"	"s0.051588"	"s-0.046748"	"s-0.091394"	"s0.101259"	"s0.084639"	"s-0.062294"	"s-0.03633"	"s-0.114851"	"s0.061999"	"s0.083116"	"s-0.066926"	"s0.016829"	"s-0.022903"	"s0.02707"	"s-0.29924"	"s-0.192667"	"s0.124872"	"s-0.116142"	"s-0.07713"	"s0.099785"	"s0.046951"	"s-0.043613"	"s-0.065906"	"s-0.085543"	"s0.052008"	"s-0.046339"	"s0.040401"	"s0.056479"	"s-0.050632"	"s-0.06948"	"s-0.071253"	"s0.089034"	"s-0.022367"	"s-0.03818"	"s-0.004247"	"s-0.060389"	"s0.046638"	"s0.097068"	"s-0.064223"	"s0.019676"	"s-0.024614"	"s-0.001073"	"s-0.071218"	"s0.034364"	"s0.114903"	false
"s0.025342"	"s-0.014625"	"s0.109815"	"s0.112741"	"s0.148243"	"s0.10829"	"s0.150259"	"s0.040001"	"s0.027816"	"s0.084923"	"s0.063517"	"s0.144549"	"s0.087808"	"s0.119145"	"s0.080238"	"s0.063425"	"s0.087655"	"s0.207646"	"s0.057117"	"s0.024672"	"s0.036581"	"s-0.044557"	"s0.093592"	"s0.158512"	"s0.122018"	"s0.11106"	"s0.156882"	"s0.109802"	"s0.21849"	"s0.14898"	"s0.049497"	"s0.060208"	"s-0.011947"	"s-0.057494"	"s-0.013243"	"s0.037897"	"s0.052209"	"s-0.04195"	"s0.006991"	"s-0.079798"	"s0.025446"	"s0.03669"	"s-0.036385"	"s-0.244863"	"s-0.013525"	"s-0.086044"	"s-0.062736"	"s0.006294"	"s-0.077094"	"s-0.145262"	"s-0.17763"	"s-0.215884"	"s-0.161734"	"s0.09814"	"s-0.100314"	"s-0.090245"	"s-0.010705"	"s-0.067609"	"s-0.079855"	"s-0.011442"	"s-0.090074"	"s-0.140503"	"s-0.029887"	"s-0.100432"	"s0.141913"	"s0.040808"	"s0.194953"	"s0.238877"	"s-0.033688"	"s-0.226135"	"s-0.0516"	"s-0.044835"	"s0.181141"	"s0.197979"	"s0.12852"	"s0.081573"	"s0.121491"	"s-0.085429"	"s-0.024702"	"s0.010744"	"s-0.01759"	"s-0.029258"	"s-0.007328"	"s-0.053179"	"s0.003056"	"s0.00631"	"s-0.006092"	"s-0.030854"	"s-0.020343"	"s-0.02532"	"s-0.025801"	"s-0.003124"	"s-0.033058"	"s0.006364"	"s-0.016109"	"s-0.008879"	"s-0.016956"	"s-0.014094"	"s-0.006621"	"s-0.032127"	"s-0.015465"	"s0.031093"	"s0.128726"	false
"s-0.00121"	"s-0.028781"	"s0.076724"	"s0.03555"	"s0.10251"	"s0.107208"	"s0.069221"	"s-0.041885"	"s-0.028134"	"s-0.023841"	"s-0.030928"	"s-0.041044"	"s0.01799"	"s-0.006765"	"s0.007019"	"s-0.078189"	"s-0.047962"	"s-0.04369"	"s-0.048184"	"s-0.127455"	"s-0.125351"	"s-0.105901"	"s-0.044271"	"s-0.061466"	"s-0.03754"	"s-0.145865"	"s-0.024298"	"s-0.120509"	"s-0.125108"	"s-0.054029"	"s-0.067471"	"s-0.190415"	"s0.026239"	"s0.015184"	"s-0.028422"	"s-0.00122"	"s-0.146423"	"s0.105145"	"s-0.136439"	"s0.169649"	"s8.08E-4"	"s-0.074489"	"s0.065113"	"s0.029387"	"s0.099769"	"s-0.042162"	"s-0.120539"	"s-0.109177"	"s0.171707"	"s0.125764"	"s0.127046"	"s0.109233"	"s-0.008769"	"s-0.003362"	"s-0.143666"	"s0.005346"	"s0.169965"	"s0.175002"	"s0.056349"	"s-0.020399"	"s-0.039527"	"s0.040868"	"s0.097705"	"s-0.061986"	"s0.04129"	"s-0.121225"	"s0.107503"	"s-0.032664"	"s-0.108866"	"s-0.082551"	"s-0.084446"	"s-0.121199"	"s-0.0972"	"s-0.028398"	"s-0.046648"	"s0.072384"	"s0.062894"	"s-0.061291"	"s0.127018"	"s-0.079363"	"s0.089163"	"s0.385169"	"s0.002795"	"s-0.080346"	"s-0.093247"	"s-0.094406"	"s-0.058465"	"s-0.05225"	"s-0.020714"	"s-0.096276"	"s-0.087305"	"s-0.001974"	"s0.063427"	"s-0.102067"	"s0.13065"	"s-0.088614"	"s0.175528"	"s0.166201"	"s-0.027481"	"s0.201243"	"s-0.04322"	"s0.066542"	"s-0.171726"	true
"s-0.237767"	"s-0.301962"	"s-0.190007"	"s-0.11174"	"s0.107342"	"s0.151138"	"s0.078503"	"s0.126912"	"s-0.1407"	"s-0.110413"	"s-0.213051"	"s-0.072345"	"s0.099195"	"s0.24483"	"s0.140097"	"s0.172761"	"s-0.026466"	"s-0.05256"	"s-0.114385"	"s-0.029327"	"s0.030635"	"s-0.097084"	"s-0.023899"	"s0.088416"	"s0.117679"	"s0.166086"	"s0.144204"	"s0.095606"	"s0.09527"	"s0.085386"	"s0.032839"	"s-0.073011"	"s-0.101862"	"s-0.073431"	"s0.176279"	"s0.19001"	"s0.051356"	"s-0.136759"	"s-0.121242"	"s0.090113"	"s0.210776"	"s0.131554"	"s0.043102"	"s-0.094929"	"s-0.048674"	"s0.005095"	"s0.051176"	"s0.152017"	"s0.06668"	"s0.034598"	"s0.01531"	"s-0.011573"	"s-0.048201"	"s0.033586"	"s0.031377"	"s-0.023597"	"s0.086311"	"s-0.021115"	"s0.008013"	"s-0.039115"	"s-0.102837"	"s-0.212227"	"s-0.070543"	"s-0.061762"	"s0.038306"	"s0.057555"	"s0.046176"	"s-0.04414"	"s-0.006592"	"s-0.025837"	"s-0.136148"	"s-0.084651"	"s0.050802"	"s0.069693"	"s0.047174"	"s0.146361"	"s0.102672"	"s0.013571"	"s-0.01214"	"s0.00291"	"s-0.017459"	"s-0.032257"	"s-0.021303"	"s-0.049918"	"s0.005007"	"s0.002428"	"s0.030908"	"s-0.028672"	"s-0.019971"	"s-0.032455"	"s-0.03294"	"s-0.014226"	"s-0.008098"	"s-9.01E-4"	"s-0.016153"	"s-0.005755"	"s-0.009729"	"s-0.018397"	"s-0.007275"	"s-0.02085"	"s-0.012201"	"s0.04657"	"s0.111724"	false
