%
% ARFF data file, generated by KNIME
%
% Date: Thu Jun 22 10:41:11 CEST 2017
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE att0	STRING
@ATTRIBUTE att1	STRING
@ATTRIBUTE att2	STRING
@ATTRIBUTE att3	STRING
@ATTRIBUTE att4	STRING
@ATTRIBUTE att5	STRING
@ATTRIBUTE att6	STRING
@ATTRIBUTE att7	STRING
@ATTRIBUTE att8	STRING
@ATTRIBUTE att9	STRING
@ATTRIBUTE Class	{cortana,false}

@DATA
s135,s80,s39,s173,s80,s8,s191,s166,s20,s136,false
s168,s188,s9,s181,s77,s35,s27,s167,s182,s156,false
s80,s174,s4,s161,s88,s150,s73,s175,s122,s69,false
s199,s97,s190,s197,s178,s103,s69,s50,s87,s188,false
s85,s176,s132,s69,s126,s28,s65,s114,s68,s158,false
s108,s57,s116,s166,s134,s1,s136,s167,s169,s37,false
s25,s56,s15,s64,s159,s103,s156,s16,s69,s66,cortana
s145,s198,s75,s94,s21,s92,s37,s141,s80,s172,cortana
s29,s102,s134,s181,s115,s154,s64,s117,s167,s99,cortana
s180,s191,s13,s181,s182,s82,s118,s103,s190,s78,false
s86,s155,s72,s18,s95,s113,s2,s196,s7,s33,false
s185,s49,s11,s67,s93,s140,s94,s68,s155,s33,false
s141,s130,s154,s39,s98,s32,s87,s66,s34,s114,cortana
s63,s143,s195,s167,s191,s127,s87,s42,s161,s182,cortana
s96,s81,s197,s20,s185,s82,s58,s85,s178,s23,false
s13,s68,s24,s50,s60,s78,s47,s53,s152,s107,cortana
s9,s190,s138,s63,s28,s177,s190,s24,s134,s187,false
s97,s90,s3,s32,s167,s133,s153,s78,s18,s54,false
s42,s177,s195,s121,s110,s11,s68,s163,s9,s70,false
s191,s0,s45,s166,s103,s134,s102,s184,s16,s123,false
s5,s60,s186,s190,s7,s163,s60,s157,s66,s32,false
s60,s123,s105,s110,s114,s68,s88,s115,s122,s40,false
s64,s155,s9,s193,s122,s137,s160,s118,s122,s27,cortana
s55,s112,s189,s77,s134,s85,s183,s80,s70,s143,false
s58,s112,s34,s146,s54,s159,s69,s182,s62,s163,false
s2,s159,s21,s52,s36,s90,s131,s121,s42,s184,cortana
s102,s177,s175,s38,s47,s196,s165,s28,s191,s99,cortana
s122,s88,s6,s45,s129,s17,s133,s85,s8,s108,cortana
s13,s174,s114,s164,s1,s178,s117,s153,s196,s102,cortana
s125,s81,s195,s113,s193,s74,s116,s21,s125,s87,false
s64,s43,s134,s117,s148,s79,s97,s129,s144,s61,false
s49,s53,s41,s113,s159,s198,s124,s40,s105,s152,cortana
s75,s0,s1,s18,s154,s45,s87,s132,s26,s74,cortana
s8,s36,s161,s130,s111,s48,s28,s160,s58,s43,cortana
s152,s77,s86,s148,s148,s65,s69,s186,s45,s103,false
s62,s148,s130,s185,s109,s38,s108,s58,s119,s118,false
s38,s123,s20,s167,s160,s84,s124,s147,s116,s160,cortana
s126,s55,s170,s181,s112,s113,s70,s28,s181,s130,cortana
s72,s157,s46,s186,s129,s135,s140,s64,s140,s110,false
s14,s19,s22,s106,s80,s25,s21,s90,s107,s121,false
s68,s183,s6,s130,s10,s96,s66,s33,s189,s72,cortana
s69,s57,s195,s121,s120,s84,s181,s186,s7,s100,cortana
s81,s51,s114,s69,s7,s119,s133,s154,s81,s17,false
s27,s80,s157,s136,s107,s168,s54,s87,s116,s55,cortana
s40,s172,s14,s86,s26,s43,s153,s61,s89,s91,cortana
s41,s109,s174,s155,s197,s133,s199,s145,s180,s26,false
s178,s195,s85,s13,s131,s117,s63,s191,s22,s59,cortana
s24,s130,s88,s53,s11,s54,s122,s148,s63,s14,cortana
s160,s78,s104,s167,s127,s93,s163,s113,s26,s28,cortana
s185,s145,s108,s134,s106,s132,s86,s183,s68,s86,false
s91,s110,s144,s175,s3,s169,s9,s197,s63,s185,cortana
s71,s165,s130,s81,s0,s90,s90,s17,s81,s184,false
s156,s42,s197,s33,s178,s175,s173,s97,s111,s12,false
s139,s7,s121,s117,s170,s193,s188,s114,s129,s29,false
s113,s159,s80,s9,s18,s192,s38,s105,s187,s128,cortana
s8,s50,s154,s99,s95,s189,s174,s75,s35,s56,false
s82,s112,s145,s91,s156,s29,s33,s42,s33,s16,false
s151,s17,s156,s68,s98,s128,s10,s185,s12,s83,false
s117,s194,s176,s181,s188,s37,s165,s61,s113,s34,false
s159,s29,s108,s146,s123,s189,s134,s31,s124,s45,cortana
s198,s104,s97,s108,s131,s147,s157,s46,s92,s113,false
s47,s16,s191,s5,s162,s94,s23,s166,s38,s157,cortana
s18,s13,s1,s107,s7,s129,s66,s68,s4,s4,false
s171,s40,s9,s160,s183,s37,s95,s171,s24,s177,cortana
s119,s39,s119,s71,s37,s163,s198,s74,s163,s74,cortana
s33,s120,s69,s152,s199,s139,s137,s132,s8,s153,false
s46,s124,s193,s17,s13,s177,s78,s171,s119,s165,cortana
s55,s199,s167,s148,s127,s117,s148,s129,s110,s91,false
s106,s104,s139,s176,s62,s3,s4,s60,s56,s41,cortana
s113,s193,s36,s167,s73,s164,s87,s36,s24,s41,cortana
s195,s95,s65,s199,s1,s142,s0,s172,s152,s59,cortana
s70,s122,s67,s43,s129,s105,s114,s64,s78,s99,cortana
s62,s149,s64,s40,s102,s112,s22,s33,s182,s58,false
s7,s60,s49,s168,s56,s94,s123,s157,s72,s118,false
s181,s64,s58,s123,s171,s168,s184,s171,s163,s25,false
s185,s0,s166,s117,s179,s5,s107,s0,s89,s177,cortana
s161,s53,s181,s5,s132,s26,s69,s190,s130,s171,false
s191,s137,s41,s33,s150,s62,s111,s36,s66,s90,false
s164,s50,s141,s194,s66,s90,s133,s63,s115,s133,false
s115,s74,s148,s4,s170,s123,s27,s118,s148,s3,false
s29,s18,s126,s62,s125,s86,s105,s135,s119,s10,cortana
s4,s34,s160,s44,s185,s18,s34,s131,s192,s51,false
s45,s199,s37,s94,s60,s152,s181,s87,s193,s149,cortana
s50,s57,s60,s192,s166,s175,s145,s80,s164,s10,false
s45,s68,s37,s54,s3,s8,s105,s119,s127,s108,false
s91,s63,s199,s127,s162,s159,s84,s58,s38,s190,cortana
s175,s198,s124,s81,s106,s142,s77,s109,s147,s121,false
s93,s69,s40,s115,s188,s27,s10,s36,s38,s122,false
s179,s65,s37,s38,s113,s42,s42,s95,s126,s72,cortana
s84,s192,s66,s198,s62,s45,s194,s138,s40,s181,cortana
s118,s168,s89,s154,s84,s148,s123,s15,s106,s49,false
s79,s42,s75,s120,s116,s76,s193,s5,s145,s138,false
s170,s120,s60,s129,s73,s187,s36,s159,s150,s116,cortana
s28,s96,s189,s27,s93,s52,s60,s67,s192,s101,false
s105,s54,s100,s30,s184,s6,s133,s59,s199,s165,cortana
s147,s6,s139,s102,s176,s84,s160,s17,s59,s13,false
s61,s61,s9,s24,s59,s183,s7,s134,s119,s118,false
s76,s5,s85,s118,s1,s99,s28,s31,s12,s118,cortana
s27,s168,s180,s118,s154,s108,s150,s144,s86,s174,false
s129,s49,s85,s141,s38,s165,s39,s10,s88,s24,false
s71,s72,s196,s137,s162,s140,s21,s57,s81,s153,cortana
s125,s146,s173,s84,s130,s134,s43,s20,s80,s71,false
s116,s122,s19,s195,s58,s143,s169,s90,s91,s126,false
s176,s165,s140,s0,s145,s134,s34,s106,s132,s148,false
s69,s98,s67,s147,s196,s143,s147,s28,s172,s139,cortana
s151,s63,s52,s122,s104,s139,s130,s130,s73,s87,cortana
s172,s169,s190,s44,s84,s144,s120,s106,s23,s92,cortana
s88,s162,s142,s77,s20,s147,s14,s98,s179,s98,cortana
s102,s8,s114,s158,s155,s32,s198,s84,s66,s151,false
s84,s183,s165,s113,s38,s135,s99,s135,s2,s16,cortana
s97,s48,s69,s86,s136,s180,s32,s50,s51,s1,false
s66,s41,s92,s107,s107,s170,s148,s87,s67,s154,cortana
s69,s182,s5,s187,s170,s110,s156,s135,s42,s178,false
s114,s61,s13,s49,s95,s2,s79,s104,s196,s21,cortana
s99,s1,s35,s40,s88,s155,s154,s190,s74,s97,false
s175,s14,s195,s97,s100,s5,s163,s60,s75,s76,cortana
s186,s135,s121,s168,s199,s63,s76,s13,s70,s168,cortana
s38,s176,s68,s53,s170,s61,s85,s77,s46,s42,false
s165,s85,s25,s122,s68,s114,s176,s170,s49,s75,cortana
s118,s97,s169,s153,s99,s171,s58,s16,s87,s26,false
s140,s169,s170,s185,s135,s112,s165,s197,s36,s21,cortana
s130,s7,s124,s80,s82,s25,s145,s106,s83,s181,false
s11,s142,s53,s130,s41,s173,s1,s111,s82,s20,cortana
s171,s118,s104,s3,s185,s67,s19,s181,s195,s71,false
s48,s45,s151,s77,s103,s160,s78,s185,s90,s153,false
s184,s30,s80,s176,s161,s74,s144,s120,s176,s158,false
s175,s69,s178,s122,s149,s122,s96,s48,s68,s3,false
s115,s126,s66,s197,s174,s39,s97,s181,s22,s142,false
s178,s159,s176,s151,s35,s11,s52,s56,s62,s191,cortana
s129,s155,s92,s146,s92,s78,s19,s106,s188,s183,false
s23,s162,s7,s94,s171,s122,s172,s164,s110,s166,cortana
s44,s177,s197,s186,s169,s134,s157,s89,s178,s95,cortana
s42,s171,s113,s133,s133,s119,s189,s75,s60,s102,false
s19,s107,s194,s14,s154,s55,s172,s146,s149,s79,false
s44,s65,s172,s47,s126,s24,s187,s20,s156,s199,cortana
s182,s197,s74,s160,s31,s46,s39,s44,s46,s113,false
s49,s128,s33,s115,s156,s80,s54,s133,s179,s103,false
s186,s172,s127,s154,s38,s112,s124,s189,s99,s43,false
s166,s133,s194,s138,s199,s188,s12,s154,s129,s68,cortana
s158,s123,s10,s4,s10,s152,s96,s24,s148,s8,false
s94,s80,s101,s1,s113,s5,s96,s187,s160,s98,false
s199,s81,s24,s88,s15,s62,s84,s83,s117,s165,false
s153,s44,s51,s169,s162,s114,s155,s23,s185,s179,cortana
s28,s9,s149,s64,s47,s24,s147,s85,s15,s141,false
s4,s92,s65,s104,s142,s69,s168,s96,s35,s117,cortana
s85,s199,s33,s11,s101,s95,s36,s69,s25,s54,false
s128,s25,s95,s6,s19,s22,s143,s192,s199,s8,false
s127,s164,s199,s148,s51,s8,s84,s55,s187,s105,cortana
s45,s108,s116,s44,s158,s176,s180,s76,s57,s189,false
s121,s46,s195,s14,s123,s95,s63,s2,s87,s177,false
s113,s42,s114,s4,s149,s18,s49,s4,s187,s11,false
s154,s23,s24,s135,s151,s131,s110,s27,s170,s54,cortana
s53,s6,s145,s175,s16,s148,s108,s166,s113,s126,cortana
s55,s30,s103,s47,s157,s2,s175,s71,s101,s59,false
s51,s4,s106,s197,s90,s155,s21,s120,s30,s41,cortana
s102,s76,s142,s24,s2,s138,s175,s181,s166,s51,cortana
s3,s94,s168,s124,s45,s96,s12,s195,s135,s45,cortana
s126,s22,s65,s37,s6,s130,s147,s165,s160,s28,cortana
s179,s33,s85,s68,s140,s77,s40,s11,s126,s143,cortana
s196,s54,s27,s26,s192,s169,s102,s88,s151,s43,cortana
s120,s84,s111,s104,s82,s40,s60,s164,s186,s78,false
s55,s55,s108,s56,s91,s150,s177,s2,s65,s61,cortana
s130,s141,s28,s126,s97,s85,s163,s143,s36,s190,false
s135,s4,s118,s199,s133,s41,s64,s15,s0,s186,cortana
s15,s171,s35,s132,s139,s51,s77,s23,s156,s186,false
s43,s90,s189,s102,s188,s158,s57,s26,s106,s19,false
s136,s180,s176,s85,s46,s26,s70,s103,s103,s195,false
s142,s34,s23,s177,s145,s10,s68,s173,s103,s162,cortana
s15,s182,s18,s121,s149,s137,s189,s98,s8,s90,false
s44,s107,s117,s66,s172,s155,s51,s111,s110,s96,false
s146,s126,s39,s176,s62,s74,s147,s115,s9,s114,false
s72,s2,s52,s167,s124,s128,s189,s180,s79,s74,false
s52,s159,s6,s120,s44,s44,s183,s110,s100,s170,cortana
s106,s155,s193,s16,s122,s97,s71,s117,s117,s63,cortana
s175,s168,s58,s129,s140,s37,s109,s35,s22,s166,cortana
s72,s193,s45,s42,s88,s102,s194,s133,s78,s157,cortana
s84,s184,s136,s129,s123,s175,s169,s146,s167,s175,false
s23,s22,s71,s135,s155,s39,s181,s56,s37,s185,cortana
s14,s143,s56,s96,s177,s71,s24,s121,s47,s73,cortana
s166,s10,s52,s121,s36,s180,s185,s187,s100,s118,cortana
s54,s90,s64,s50,s126,s144,s20,s97,s160,s161,cortana
s118,s96,s46,s174,s87,s163,s192,s121,s78,s85,cortana
s183,s24,s173,s114,s111,s57,s190,s129,s130,s84,false
s121,s12,s20,s143,s55,s2,s165,s185,s158,s157,cortana
s10,s79,s96,s76,s178,s61,s50,s108,s131,s102,false
s15,s167,s48,s62,s126,s194,s49,s63,s58,s15,cortana
s19,s159,s26,s137,s42,s67,s177,s7,s164,s157,false
s52,s127,s147,s17,s166,s65,s63,s4,s88,s190,false
s164,s76,s5,s70,s110,s136,s17,s55,s149,s91,false
s85,s63,s91,s51,s88,s139,s35,s181,s147,s175,false
s108,s196,s82,s154,s181,s198,s148,s165,s58,s160,cortana
s16,s190,s70,s187,s169,s26,s50,s115,s145,s90,cortana
s88,s55,s108,s52,s100,s29,s56,s34,s96,s195,cortana
s83,s3,s130,s189,s36,s53,s134,s95,s69,s170,false
s188,s2,s70,s125,s20,s43,s173,s146,s101,s32,false
s150,s186,s118,s114,s133,s159,s11,s181,s90,s168,cortana
s135,s82,s96,s161,s105,s24,s35,s17,s17,s35,cortana
s102,s178,s24,s12,s194,s105,s128,s198,s160,s53,cortana
s164,s71,s73,s8,s29,s190,s61,s64,s91,s2,cortana
s170,s135,s30,s34,s56,s127,s17,s27,s186,s15,cortana
s174,s122,s146,s2,s182,s47,s58,s60,s85,s189,false
s26,s117,s10,s30,s27,s188,s116,s108,s11,s161,false
s63,s195,s174,s106,s15,s130,s32,s137,s134,s142,cortana
s180,s57,s144,s21,s29,s92,s192,s155,s183,s188,false
s37,s16,s151,s79,s69,s155,s116,s57,s168,s62,false
s128,s141,s177,s95,s64,s34,s181,s186,s183,s125,false
s122,s155,s21,s13,s76,s188,s107,s199,s134,s105,cortana
s168,s186,s41,s6,s99,s20,s3,s145,s70,s52,false
s17,s66,s150,s144,s147,s159,s1,s149,s135,s193,false
s82,s138,s90,s55,s182,s90,s135,s132,s61,s77,cortana
s78,s35,s153,s109,s152,s83,s99,s182,s91,s39,cortana
s5,s162,s67,s195,s92,s142,s194,s189,s188,s77,false
s7,s140,s188,s6,s57,s195,s48,s159,s61,s114,cortana
s176,s173,s169,s145,s191,s49,s176,s55,s27,s103,cortana
s53,s158,s193,s64,s140,s63,s32,s188,s82,s165,cortana
s34,s148,s174,s23,s180,s149,s132,s4,s125,s118,false
s170,s36,s86,s127,s7,s194,s40,s8,s67,s89,false
s163,s163,s194,s102,s104,s121,s1,s175,s111,s8,cortana
s101,s176,s94,s90,s46,s178,s139,s91,s183,s134,false
s57,s144,s120,s122,s102,s72,s130,s144,s133,s162,false
s144,s148,s34,s188,s43,s1,s58,s175,s57,s193,false
s118,s75,s158,s20,s110,s93,s145,s153,s44,s19,cortana
s169,s130,s43,s118,s169,s176,s32,s165,s100,s184,false
s110,s35,s89,s168,s20,s107,s119,s140,s51,s150,cortana
s10,s113,s43,s107,s59,s7,s119,s192,s77,s132,cortana
s97,s48,s171,s2,s8,s110,s178,s30,s95,s81,false
s194,s43,s35,s43,s147,s90,s96,s119,s171,s147,false
s166,s180,s173,s0,s173,s33,s24,s82,s178,s123,false
s102,s181,s32,s108,s101,s166,s93,s67,s194,s84,cortana
s125,s15,s156,s48,s159,s145,s194,s47,s63,s173,cortana
s6,s13,s20,s60,s86,s76,s181,s105,s78,s85,false
s107,s63,s175,s58,s13,s181,s168,s83,s0,s8,false
s3,s121,s16,s41,s84,s50,s55,s121,s27,s8,cortana
s69,s137,s150,s121,s2,s111,s166,s156,s37,s72,false
s157,s160,s96,s142,s103,s70,s53,s7,s87,s5,false
s47,s173,s89,s120,s172,s18,s178,s90,s116,s44,cortana
s68,s42,s122,s53,s142,s102,s99,s99,s16,s128,false
s161,s159,s96,s182,s130,s162,s66,s18,s164,s99,false
s173,s87,s88,s131,s24,s8,s195,s91,s11,s142,cortana
s62,s191,s145,s136,s11,s54,s124,s0,s158,s147,cortana
s139,s109,s183,s92,s96,s185,s86,s166,s43,s9,cortana
s90,s148,s106,s52,s168,s75,s104,s27,s181,s38,false
s131,s58,s133,s43,s48,s96,s110,s184,s152,s124,false
s198,s126,s34,s108,s175,s7,s87,s153,s79,s41,cortana
s101,s115,s132,s194,s129,s91,s161,s23,s155,s136,false
s14,s147,s30,s121,s77,s79,s42,s109,s133,s199,cortana
s47,s169,s127,s168,s172,s34,s89,s29,s70,s80,false
s50,s172,s96,s7,s111,s65,s49,s163,s177,s9,cortana
s159,s35,s154,s60,s157,s66,s141,s184,s80,s120,cortana
s144,s176,s94,s40,s174,s78,s127,s160,s140,s6,false
s87,s73,s57,s41,s104,s72,s174,s97,s59,s58,false
s67,s188,s78,s166,s115,s149,s15,s93,s81,s0,false
s60,s128,s137,s48,s132,s152,s87,s163,s126,s20,false
s109,s184,s196,s141,s7,s169,s63,s12,s95,s170,cortana
s175,s135,s56,s113,s18,s188,s45,s29,s50,s41,cortana
s107,s19,s2,s135,s75,s141,s111,s103,s130,s150,cortana
s115,s82,s108,s146,s190,s114,s6,s17,s154,s113,cortana
s137,s57,s131,s139,s182,s185,s97,s11,s170,s172,cortana
s177,s164,s162,s137,s161,s9,s166,s194,s188,s40,false
s67,s77,s66,s87,s101,s164,s173,s98,s77,s194,cortana
s177,s169,s14,s181,s2,s161,s158,s194,s20,s135,false
s126,s151,s59,s71,s4,s72,s106,s160,s63,s132,cortana
s96,s83,s52,s112,s176,s130,s40,s182,s31,s171,false
s183,s108,s120,s75,s23,s62,s154,s26,s97,s51,cortana
s19,s135,s154,s8,s113,s101,s2,s44,s192,s33,cortana
s112,s48,s45,s190,s150,s190,s172,s133,s75,s172,cortana
s118,s105,s79,s30,s79,s106,s20,s179,s118,s89,false
s30,s2,s160,s68,s156,s118,s45,s27,s197,s182,false
s2,s187,s69,s45,s57,s161,s126,s93,s128,s81,cortana
s29,s59,s128,s73,s153,s181,s19,s133,s125,s43,cortana
s16,s174,s54,s113,s18,s144,s30,s92,s189,s41,cortana
s58,s138,s55,s8,s164,s119,s125,s38,s86,s155,false
s113,s170,s153,s70,s25,s85,s32,s78,s80,s26,false
s56,s56,s188,s107,s13,s50,s91,s7,s191,s142,false
s160,s35,s111,s164,s186,s104,s189,s40,s140,s28,cortana
s104,s37,s172,s127,s177,s43,s109,s73,s31,s18,false
s30,s141,s86,s195,s144,s97,s98,s165,s166,s60,false
s165,s102,s46,s46,s112,s184,s43,s174,s11,s185,cortana
s175,s72,s133,s160,s191,s150,s13,s161,s49,s119,cortana
s20,s164,s117,s175,s165,s75,s175,s92,s78,s188,cortana
s56,s181,s148,s67,s114,s87,s106,s127,s31,s96,false
s73,s174,s182,s74,s133,s187,s117,s59,s40,s128,cortana
s127,s62,s113,s155,s3,s67,s43,s139,s174,s172,cortana
s72,s25,s102,s181,s34,s49,s77,s96,s53,s133,false
s72,s39,s27,s103,s142,s16,s174,s131,s124,s177,cortana
s59,s57,s93,s148,s97,s102,s49,s31,s90,s61,cortana
s82,s73,s10,s120,s22,s176,s162,s21,s191,s78,false
s103,s59,s53,s67,s63,s185,s196,s113,s94,s6,cortana
s39,s73,s130,s129,s173,s189,s12,s174,s35,s80,cortana
s173,s126,s9,s112,s126,s33,s102,s120,s24,s66,false
s33,s26,s64,s163,s19,s26,s39,s180,s167,s142,false
s114,s171,s92,s17,s6,s88,s108,s151,s0,s6,cortana
s146,s72,s63,s103,s45,s53,s102,s58,s118,s98,false
s69,s85,s36,s68,s14,s124,s0,s103,s86,s177,false
s143,s127,s130,s12,s21,s121,s115,s9,s80,s16,cortana
s79,s15,s1,s18,s109,s111,s157,s72,s172,s84,false
s86,s83,s196,s145,s153,s43,s165,s132,s158,s45,cortana
s56,s39,s93,s25,s31,s185,s94,s78,s84,s23,false
s181,s86,s173,s67,s99,s188,s69,s7,s1,s151,false
s2,s122,s3,s162,s146,s84,s62,s17,s193,s38,cortana
s157,s26,s173,s26,s107,s180,s127,s168,s63,s100,cortana
s85,s195,s160,s5,s28,s175,s113,s79,s166,s34,cortana
s137,s194,s82,s2,s178,s168,s88,s145,s56,s47,false
s79,s193,s45,s134,s162,s115,s133,s106,s43,s59,false
s175,s24,s99,s80,s16,s173,s168,s41,s28,s14,false
s64,s118,s146,s34,s68,s189,s106,s8,s112,s77,cortana
s191,s118,s114,s64,s100,s163,s186,s176,s154,s92,false
s110,s78,s31,s5,s90,s38,s198,s137,s140,s126,cortana
s150,s190,s96,s170,s60,s153,s149,s157,s198,s192,cortana
s185,s122,s107,s170,s132,s83,s170,s93,s88,s72,false
s11,s18,s65,s35,s125,s73,s94,s13,s107,s162,cortana
s43,s124,s132,s59,s39,s71,s102,s45,s133,s86,cortana
s47,s183,s153,s65,s9,s142,s143,s117,s142,s137,cortana
s180,s197,s95,s71,s0,s62,s39,s10,s60,s143,false
s170,s181,s109,s128,s88,s1,s128,s79,s153,s76,cortana
s5,s69,s193,s3,s17,s192,s148,s164,s158,s185,false
s196,s76,s6,s107,s42,s140,s128,s166,s177,s60,cortana
s126,s89,s141,s96,s120,s11,s17,s16,s184,s144,false
s65,s194,s77,s169,s143,s168,s117,s62,s134,s145,false
s194,s157,s60,s60,s109,s140,s152,s120,s87,s25,false
s119,s110,s150,s70,s51,s33,s147,s115,s109,s165,false
s133,s22,s26,s46,s94,s129,s63,s109,s159,s83,false
s107,s117,s138,s179,s187,s175,s134,s74,s91,s10,false
s43,s41,s35,s141,s25,s195,s132,s84,s142,s153,false
s51,s174,s128,s45,s84,s98,s121,s114,s192,s129,cortana
s127,s199,s170,s170,s184,s26,s17,s150,s43,s16,cortana
s169,s184,s22,s172,s144,s156,s1,s83,s178,s189,cortana
s181,s135,s116,s16,s186,s62,s175,s78,s27,s38,cortana
s181,s2,s146,s123,s159,s14,s156,s1,s93,s181,false
s198,s185,s148,s105,s4,s92,s167,s30,s9,s161,cortana
s91,s119,s98,s43,s145,s14,s60,s163,s65,s126,cortana
s166,s156,s51,s91,s76,s65,s94,s158,s23,s10,false
s87,s64,s185,s179,s89,s122,s74,s186,s69,s24,cortana
s108,s20,s195,s119,s93,s127,s120,s120,s26,s57,cortana
s123,s176,s8,s77,s140,s87,s26,s63,s138,s118,cortana
s104,s197,s66,s179,s11,s113,s7,s69,s134,s46,false
s109,s14,s91,s188,s120,s16,s32,s82,s54,s54,false
s90,s9,s103,s155,s4,s93,s122,s64,s9,s39,false
s75,s197,s106,s113,s180,s57,s82,s11,s192,s169,cortana
s6,s160,s189,s170,s96,s71,s173,s20,s69,s81,false
s181,s158,s55,s183,s183,s66,s170,s85,s93,s11,cortana
s96,s79,s166,s23,s62,s114,s54,s117,s51,s106,cortana
s110,s117,s54,s100,s79,s183,s23,s163,s54,s68,false
s12,s5,s53,s166,s73,s187,s29,s54,s13,s187,cortana
s67,s102,s26,s166,s104,s191,s174,s139,s19,s151,false
s193,s68,s10,s78,s46,s91,s195,s159,s141,s180,false
s88,s158,s62,s152,s159,s94,s57,s0,s29,s42,cortana
s135,s110,s37,s53,s198,s50,s91,s129,s173,s134,cortana
s166,s177,s150,s9,s14,s96,s167,s45,s193,s128,false
s82,s115,s48,s116,s81,s17,s196,s144,s47,s55,cortana
s97,s12,s185,s89,s99,s139,s135,s167,s21,s123,false
s4,s35,s96,s106,s33,s198,s102,s158,s60,s183,cortana
s177,s147,s47,s106,s65,s85,s83,s83,s196,s77,false
s104,s58,s3,s155,s65,s9,s89,s56,s160,s120,false
s193,s15,s156,s143,s76,s164,s122,s66,s6,s174,cortana
s197,s187,s26,s146,s185,s104,s157,s189,s135,s96,false
s184,s47,s47,s159,s154,s29,s64,s179,s52,s31,false
s199,s166,s169,s151,s129,s98,s190,s198,s62,s185,false
s131,s165,s135,s2,s35,s116,s181,s70,s2,s22,cortana
s129,s108,s166,s87,s85,s17,s51,s94,s4,s182,false
s173,s108,s169,s119,s66,s81,s154,s102,s57,s155,false
s9,s175,s19,s155,s48,s78,s7,s31,s62,s90,false
s194,s95,s131,s108,s24,s180,s168,s177,s31,s77,false
s70,s134,s124,s162,s154,s84,s15,s176,s62,s134,cortana
s93,s175,s29,s105,s50,s53,s112,s37,s13,s15,cortana
s37,s15,s172,s8,s13,s165,s64,s99,s198,s196,cortana
s11,s194,s164,s178,s72,s126,s191,s63,s111,s11,cortana
s126,s34,s19,s197,s98,s147,s8,s11,s56,s31,cortana
s58,s43,s2,s55,s9,s132,s86,s115,s197,s168,false
s128,s65,s58,s1,s30,s58,s61,s195,s40,s52,false
s114,s138,s187,s156,s99,s154,s13,s137,s162,s26,cortana
s108,s55,s3,s172,s43,s47,s3,s165,s199,s78,cortana
s55,s24,s157,s3,s197,s166,s188,s181,s117,s99,cortana
s11,s76,s119,s127,s25,s186,s53,s92,s135,s11,cortana
s68,s197,s191,s90,s95,s189,s48,s137,s125,s112,false
s171,s45,s132,s186,s53,s12,s175,s173,s169,s5,cortana
s11,s188,s102,s164,s122,s117,s129,s90,s50,s112,cortana
s60,s107,s124,s34,s181,s49,s90,s184,s193,s17,cortana
s92,s44,s146,s126,s72,s189,s34,s53,s58,s78,cortana
s132,s149,s199,s91,s30,s143,s6,s26,s55,s146,cortana
s43,s100,s125,s81,s104,s74,s141,s77,s72,s12,cortana
s16,s95,s71,s105,s93,s118,s26,s84,s86,s136,cortana
s81,s120,s198,s134,s137,s66,s77,s168,s28,s46,false
s91,s100,s113,s63,s96,s198,s132,s177,s136,s72,false
s171,s3,s29,s190,s92,s73,s35,s81,s189,s183,cortana
s80,s88,s121,s115,s150,s112,s0,s76,s103,s33,false
s26,s97,s188,s53,s88,s12,s198,s193,s167,s40,false
s4,s85,s54,s66,s70,s164,s71,s105,s190,s164,false
s99,s164,s191,s192,s158,s136,s75,s168,s120,s83,cortana
s18,s117,s197,s115,s130,s148,s13,s169,s44,s12,false
s77,s54,s199,s81,s136,s176,s158,s38,s55,s35,cortana
s15,s151,s191,s39,s15,s186,s171,s92,s71,s79,false
s81,s146,s13,s91,s136,s183,s186,s167,s30,s189,cortana
s132,s90,s63,s76,s108,s28,s49,s101,s30,s138,false
s50,s76,s76,s164,s0,s113,s10,s14,s99,s70,false
s116,s142,s134,s125,s56,s99,s33,s10,s165,s109,false
s139,s52,s81,s98,s36,s167,s153,s86,s153,s101,false
s60,s192,s42,s72,s78,s44,s58,s1,s85,s66,false
s99,s79,s100,s66,s103,s100,s79,s92,s113,s9,cortana
s57,s6,s66,s188,s75,s105,s14,s129,s59,s62,cortana
s70,s54,s191,s42,s2,s45,s128,s113,s148,s190,cortana
s145,s189,s189,s148,s9,s173,s191,s8,s17,s147,cortana
s173,s31,s123,s184,s43,s62,s151,s187,s59,s18,false
s107,s193,s35,s86,s122,s177,s86,s50,s9,s3,cortana
s93,s123,s172,s6,s154,s71,s33,s55,s25,s35,cortana
s112,s65,s39,s26,s137,s21,s139,s165,s198,s6,false
s75,s97,s164,s120,s148,s31,s13,s107,s128,s7,false
s187,s150,s142,s97,s51,s134,s35,s16,s186,s33,false
s84,s189,s155,s51,s135,s72,s145,s54,s82,s55,false
s196,s92,s143,s174,s3,s139,s155,s139,s137,s100,false
s43,s69,s32,s183,s184,s124,s184,s76,s50,s54,false
s152,s82,s72,s38,s180,s79,s182,s14,s144,s191,false
s103,s120,s48,s155,s86,s131,s13,s65,s91,s39,false
s101,s9,s166,s188,s155,s7,s174,s193,s117,s193,false
s53,s20,s132,s120,s78,s136,s104,s8,s184,s115,false
s132,s39,s110,s19,s143,s79,s190,s69,s143,s145,cortana
