Mean_Acc1298_Mean_Mem40_Centroid	Mean_Acc1298_Mean_Mem40_Rolloff	Mean_Acc1298_Mean_Mem40_Flux	Mean_Acc1298_Mean_Mem40_MFCC_0	Mean_Acc1298_Mean_Mem40_MFCC_1	Mean_Acc1298_Mean_Mem40_MFCC_2	Mean_Acc1298_Mean_Mem40_MFCC_3	Mean_Acc1298_Mean_Mem40_MFCC_4	Mean_Acc1298_Mean_Mem40_MFCC_5	Mean_Acc1298_Mean_Mem40_MFCC_6	Mean_Acc1298_Mean_Mem40_MFCC_7	Mean_Acc1298_Mean_Mem40_MFCC_8	Mean_Acc1298_Mean_Mem40_MFCC_9	Mean_Acc1298_Mean_Mem40_MFCC_10	Mean_Acc1298_Mean_Mem40_MFCC_11	Mean_Acc1298_Mean_Mem40_MFCC_12	Mean_Acc1298_Std_Mem40_Centroid	Mean_Acc1298_Std_Mem40_Rolloff	Mean_Acc1298_Std_Mem40_Flux	Mean_Acc1298_Std_Mem40_MFCC_0	Mean_Acc1298_Std_Mem40_MFCC_1	Mean_Acc1298_Std_Mem40_MFCC_2	Mean_Acc1298_Std_Mem40_MFCC_3	Mean_Acc1298_Std_Mem40_MFCC_4	Mean_Acc1298_Std_Mem40_MFCC_5	Mean_Acc1298_Std_Mem40_MFCC_6	Mean_Acc1298_Std_Mem40_MFCC_7	Mean_Acc1298_Std_Mem40_MFCC_8	Mean_Acc1298_Std_Mem40_MFCC_9	Mean_Acc1298_Std_Mem40_MFCC_10	Mean_Acc1298_Std_Mem40_MFCC_11	Mean_Acc1298_Std_Mem40_MFCC_12	Std_Acc1298_Mean_Mem40_Centroid	Std_Acc1298_Mean_Mem40_Rolloff	Std_Acc1298_Mean_Mem40_Flux	Std_Acc1298_Mean_Mem40_MFCC_0	Std_Acc1298_Mean_Mem40_MFCC_1	Std_Acc1298_Mean_Mem40_MFCC_2	Std_Acc1298_Mean_Mem40_MFCC_3	Std_Acc1298_Mean_Mem40_MFCC_4	Std_Acc1298_Mean_Mem40_MFCC_5	Std_Acc1298_Mean_Mem40_MFCC_6	Std_Acc1298_Mean_Mem40_MFCC_7	Std_Acc1298_Mean_Mem40_MFCC_8	Std_Acc1298_Mean_Mem40_MFCC_9	Std_Acc1298_Mean_Mem40_MFCC_10	Std_Acc1298_Mean_Mem40_MFCC_11	Std_Acc1298_Mean_Mem40_MFCC_12	Std_Acc1298_Std_Mem40_Centroid	Std_Acc1298_Std_Mem40_Rolloff	Std_Acc1298_Std_Mem40_Flux	Std_Acc1298_Std_Mem40_MFCC_0	Std_Acc1298_Std_Mem40_MFCC_1	Std_Acc1298_Std_Mem40_MFCC_2	Std_Acc1298_Std_Mem40_MFCC_3	Std_Acc1298_Std_Mem40_MFCC_4	Std_Acc1298_Std_Mem40_MFCC_5	Std_Acc1298_Std_Mem40_MFCC_6	Std_Acc1298_Std_Mem40_MFCC_7	Std_Acc1298_Std_Mem40_MFCC_8	Std_Acc1298_Std_Mem40_MFCC_9	Std_Acc1298_Std_Mem40_MFCC_10	Std_Acc1298_Std_Mem40_MFCC_11	Std_Acc1298_Std_Mem40_MFCC_12	BH_LowPeakAmp	BH_LowPeakBPM	BH_HighPeakAmp	BH_HighPeakBPM	BH_HighLowRatio	BHSUM1	BHSUM2	BHSUM3	Class
"s0.02921"	"s0.050325"	"s0.081747"	"s-74.588057"	"s8.277081"	"s1.248609"	"s2.199226"	"s0.749222"	"s1.354828"	"s0.535462"	"s0.328028"	"s0.472159"	"s0.799042"	"s0.880448"	"s0.191146"	"s0.597267"	"s0.014882"	"s0.04073"	"s0.033805"	"s3.898634"	"s1.464269"	"s0.849718"	"s0.762135"	"s0.713253"	"s0.579744"	"s0.567194"	"s0.527806"	"s0.417936"	"s0.498199"	"s0.549138"	"s0.466007"	"s0.497964"	"s0.014588"	"s0.052224"	"s0.008004"	"s3.534897"	"s1.11328"	"s0.465219"	"s0.540552"	"s0.580659"	"s0.443414"	"s0.369431"	"s0.30402"	"s0.208832"	"s0.344597"	"s0.452583"	"s0.244956"	"s0.341496"	"s0.028944"	"s0.070836"	"s0.029712"	"s4.066341"	"s0.544458"	"s0.205371"	"s0.221598"	"s0.255068"	"s0.170108"	"s0.187048"	"s0.152768"	"s0.08506"	"s0.12793"	"s0.116998"	"s0.116114"	"s0.125315"	"s0.098211"	"s52.0"	"s0.057906"	"s156.0"	"s3.0"	"s0.384168"	"s0.17525"	"s0.984884"	false
"s0.076014"	"s0.131183"	"s0.079764"	"s-73.02865"	"s6.331956"	"s-0.321479"	"s1.142062"	"s0.556909"	"s0.354588"	"s0.235643"	"s0.339811"	"s0.671528"	"s0.205084"	"s0.759338"	"s-0.130446"	"s0.143798"	"s0.026035"	"s0.05584"	"s0.030885"	"s4.034917"	"s1.167461"	"s0.790098"	"s0.665566"	"s0.562985"	"s0.527575"	"s0.591789"	"s0.542621"	"s0.597491"	"s0.63558"	"s0.632036"	"s0.598362"	"s0.630737"	"s0.028863"	"s0.046427"	"s0.008091"	"s5.560226"	"s1.272544"	"s0.765226"	"s0.47701"	"s0.448396"	"s0.664895"	"s0.535182"	"s0.369743"	"s0.518285"	"s0.646347"	"s0.532745"	"s0.408908"	"s0.539678"	"s0.02502"	"s0.052906"	"s0.029994"	"s4.08027"	"s0.568138"	"s0.221904"	"s0.149156"	"s0.116815"	"s0.118932"	"s0.124714"	"s0.13256"	"s0.227102"	"s0.268924"	"s0.2942"	"s0.212068"	"s0.243091"	"s0.079397"	"s61.0"	"s0.075804"	"s122.0"	"s2.0"	"s0.182346"	"s0.209312"	"s0.471123"	false
"s0.136719"	"s0.311843"	"s0.102142"	"s-95.171974"	"s3.538114"	"s2.202591"	"s1.564388"	"s1.670719"	"s0.906138"	"s1.084439"	"s0.878558"	"s0.919858"	"s0.82294"	"s0.64745"	"s0.516405"	"s0.795066"	"s0.142462"	"s0.325097"	"s0.044187"	"s7.367064"	"s2.159231"	"s1.259312"	"s1.003653"	"s0.795761"	"s0.791578"	"s0.727356"	"s0.611448"	"s0.628126"	"s0.627037"	"s0.613561"	"s0.545665"	"s0.486515"	"s0.033846"	"s0.064307"	"s0.006959"	"s4.280859"	"s0.737427"	"s0.406738"	"s0.494379"	"s0.306848"	"s0.314593"	"s0.318743"	"s0.219144"	"s0.261512"	"s0.202213"	"s0.209937"	"s0.148784"	"s0.141828"	"s0.028969"	"s0.024999"	"s0.027778"	"s4.63953"	"s0.27902"	"s0.185293"	"s0.192649"	"s0.133398"	"s0.188686"	"s0.149957"	"s0.109109"	"s0.113101"	"s0.11918"	"s0.138776"	"s0.077093"	"s0.078285"	"s0.234303"	"s74.0"	"s0.52365"	"s148.0"	"s2.0"	"s0.385821"	"s0.011"	"s1.063957"	false
"s0.026862"	"s0.04766"	"s0.077973"	"s-77.778812"	"s8.518746"	"s1.586602"	"s1.533775"	"s0.507786"	"s0.356601"	"s0.67094"	"s1.215939"	"s0.419918"	"s0.683869"	"s0.545523"	"s0.087845"	"s0.287901"	"s0.01308"	"s0.035126"	"s0.032363"	"s3.652277"	"s1.204739"	"s0.751003"	"s0.58722"	"s0.491424"	"s0.492328"	"s0.537497"	"s0.479925"	"s0.473982"	"s0.547122"	"s0.44419"	"s0.402022"	"s0.349349"	"s0.016634"	"s0.037435"	"s0.009415"	"s3.472598"	"s0.889554"	"s0.867362"	"s0.621879"	"s0.399247"	"s0.403566"	"s0.740292"	"s0.291368"	"s0.347372"	"s0.383211"	"s0.237026"	"s0.271136"	"s0.199312"	"s0.029439"	"s0.064073"	"s0.029957"	"s5.266695"	"s0.577767"	"s0.260412"	"s0.19393"	"s0.17113"	"s0.144028"	"s0.154679"	"s0.114996"	"s0.123625"	"s0.161552"	"s0.099311"	"s0.086026"	"s0.07299"	"s0.053478"	"s81.0"	"s0.015736"	"s162.0"	"s2.0"	"s0.213821"	"s0.365801"	"s0.660199"	false
"s0.0818"	"s0.18979"	"s0.098499"	"s-72.309818"	"s3.531743"	"s2.698021"	"s1.342072"	"s1.230715"	"s0.481962"	"s0.678526"	"s0.523878"	"s0.410489"	"s0.594567"	"s0.550105"	"s0.59073"	"s0.558242"	"s0.093187"	"s0.228703"	"s0.043844"	"s6.720475"	"s1.741206"	"s1.254584"	"s1.139002"	"s0.912472"	"s0.731189"	"s0.704473"	"s0.673812"	"s0.585342"	"s0.553015"	"s0.502376"	"s0.514318"	"s0.478166"	"s0.02435"	"s0.05268"	"s0.007422"	"s1.749789"	"s0.630704"	"s0.445253"	"s0.453865"	"s0.411295"	"s0.24554"	"s0.251401"	"s0.226278"	"s0.217245"	"s0.174438"	"s0.158337"	"s0.145921"	"s0.141466"	"s0.033125"	"s0.037418"	"s0.029013"	"s3.981691"	"s0.405421"	"s0.251648"	"s0.216894"	"s0.215147"	"s0.141156"	"s0.115231"	"s0.120348"	"s0.089884"	"s0.068918"	"s0.085904"	"s0.090303"	"s0.079505"	"s0.14853"	"s76.0"	"s0.0"	"s228.0"	"s3.0"	"s0.372683"	"s0.26488"	"s0.64043"	true
"s0.141166"	"s0.316367"	"s0.088187"	"s-75.004736"	"s2.569609"	"s0.700656"	"s1.707722"	"s0.386291"	"s0.257381"	"s0.192628"	"s0.02344"	"s0.016362"	"s0.403876"	"s0.589561"	"s0.46885"	"s0.384153"	"s0.051692"	"s0.129071"	"s0.033111"	"s4.606184"	"s1.146387"	"s1.104247"	"s0.595678"	"s0.544085"	"s0.52046"	"s0.51379"	"s0.526578"	"s0.597227"	"s0.611872"	"s0.667494"	"s0.694611"	"s0.835385"	"s0.021607"	"s0.052699"	"s0.008399"	"s3.065966"	"s0.718403"	"s0.552256"	"s0.330399"	"s0.231137"	"s0.310762"	"s0.203996"	"s0.174407"	"s0.388821"	"s0.312297"	"s0.421103"	"s0.368278"	"s0.414335"	"s0.024743"	"s0.055734"	"s0.029723"	"s4.424487"	"s0.365182"	"s0.267462"	"s0.112925"	"s0.103938"	"s0.089333"	"s0.075268"	"s0.083547"	"s0.147263"	"s0.14599"	"s0.187474"	"s0.218428"	"s0.334117"	"s0.084455"	"s68.0"	"s0.014279"	"s136.0"	"s2.0"	"s0.422952"	"s0.279396"	"s0.734381"	true
"s0.05358"	"s0.102815"	"s0.081499"	"s-76.261788"	"s6.728428"	"s0.062916"	"s2.221106"	"s0.502888"	"s1.447354"	"s0.784821"	"s0.389125"	"s0.337712"	"s0.389179"	"s0.600408"	"s-0.275685"	"s0.309003"	"s0.027929"	"s0.069596"	"s0.033867"	"s5.610735"	"s1.341322"	"s0.963737"	"s0.87361"	"s0.69106"	"s0.602239"	"s0.562387"	"s0.560022"	"s0.467453"	"s0.467522"	"s0.590114"	"s0.475728"	"s0.462978"	"s0.030461"	"s0.07219"	"s0.008479"	"s6.560978"	"s1.177734"	"s0.724146"	"s0.73651"	"s0.839222"	"s0.493446"	"s0.508498"	"s0.446735"	"s0.275699"	"s0.287936"	"s0.642859"	"s0.301623"	"s0.335257"	"s0.026392"	"s0.055174"	"s0.029677"	"s3.962017"	"s0.44104"	"s0.388256"	"s0.366544"	"s0.308564"	"s0.187669"	"s0.179139"	"s0.13699"	"s0.097249"	"s0.114431"	"s0.176335"	"s0.134125"	"s0.119051"	"s0.096032"	"s94.0"	"s0.0"	"s188.0"	"s2.0"	"s0.217875"	"s0.484775"	"s0.885557"	false
"s0.055709"	"s0.107775"	"s0.078752"	"s-89.36545"	"s8.677878"	"s-1.098595"	"s1.849883"	"s0.514646"	"s0.906639"	"s0.145569"	"s0.602196"	"s0.592561"	"s0.466557"	"s0.500111"	"s0.480545"	"s0.415926"	"s0.020969"	"s0.042505"	"s0.028196"	"s4.282129"	"s0.937141"	"s0.645035"	"s0.530563"	"s0.492345"	"s0.517361"	"s0.501474"	"s0.498057"	"s0.530722"	"s0.505668"	"s0.476217"	"s0.46803"	"s0.42586"	"s0.019225"	"s0.036662"	"s0.007488"	"s6.903552"	"s1.453256"	"s0.580117"	"s0.285032"	"s0.240136"	"s0.330961"	"s0.360087"	"s0.312349"	"s0.322045"	"s0.287691"	"s0.318282"	"s0.333235"	"s0.259441"	"s0.026707"	"s0.054033"	"s0.030465"	"s5.154139"	"s0.52441"	"s0.153805"	"s0.122677"	"s0.072563"	"s0.090014"	"s0.126627"	"s0.114829"	"s0.148192"	"s0.154513"	"s0.088358"	"s0.093848"	"s0.076093"	"s0.064418"	"s68.0"	"s0.144059"	"s136.0"	"s2.0"	"s0.250328"	"s0.343141"	"s0.729582"	true
"s0.028065"	"s0.046961"	"s0.079577"	"s-76.087278"	"s6.745207"	"s2.149984"	"s1.49703"	"s1.229384"	"s1.149105"	"s1.054319"	"s0.49018"	"s0.025815"	"s0.832595"	"s0.414034"	"s0.413978"	"s0.672675"	"s0.01816"	"s0.046885"	"s0.02933"	"s4.062219"	"s1.186879"	"s0.718669"	"s0.765743"	"s0.646507"	"s0.556593"	"s0.557252"	"s0.583343"	"s0.533535"	"s0.498896"	"s0.467352"	"s0.454164"	"s0.447679"	"s0.020292"	"s0.041216"	"s0.006959"	"s5.470517"	"s1.211483"	"s0.958657"	"s0.968315"	"s0.63096"	"s0.400522"	"s0.554787"	"s0.62175"	"s0.549905"	"s0.461069"	"s0.410495"	"s0.373053"	"s0.451976"	"s0.031035"	"s0.066941"	"s0.030332"	"s4.863783"	"s0.629444"	"s0.287693"	"s0.293213"	"s0.249676"	"s0.155734"	"s0.182455"	"s0.188788"	"s0.188884"	"s0.151973"	"s0.116831"	"s0.112004"	"s0.101922"	"s0.041033"	"s59.0"	"s0.006813"	"s177.0"	"s3.0"	"s0.14497"	"s0.086383"	"s0.349896"	false
"s0.035327"	"s0.072014"	"s0.07545"	"s-79.00649"	"s5.122025"	"s2.356584"	"s1.859628"	"s0.785821"	"s1.242453"	"s0.544042"	"s0.322513"	"s-0.016616"	"s0.001994"	"s0.083285"	"s0.338455"	"s0.487688"	"s0.026555"	"s0.099409"	"s0.030095"	"s4.563407"	"s1.327335"	"s0.775973"	"s0.505112"	"s0.467449"	"s0.441789"	"s0.410219"	"s0.430509"	"s0.4909"	"s0.448472"	"s0.45514"	"s0.508044"	"s0.445409"	"s0.016818"	"s0.042003"	"s0.00771"	"s3.928241"	"s0.783698"	"s0.724426"	"s0.207903"	"s0.39326"	"s0.312657"	"s0.202326"	"s0.285943"	"s0.378383"	"s0.328833"	"s0.352112"	"s0.367859"	"s0.255214"	"s0.027989"	"s0.083492"	"s0.030153"	"s4.656953"	"s0.414088"	"s0.283246"	"s0.143986"	"s0.122959"	"s0.123871"	"s0.096567"	"s0.10944"	"s0.154739"	"s0.136846"	"s0.115632"	"s0.171783"	"s0.111953"	"s0.04546"	"s52.0"	"s0.018172"	"s104.0"	"s2.0"	"s0.198146"	"s0.02101"	"s0.219156"	false
"s0.02808"	"s0.038286"	"s0.07818"	"s-82.301285"	"s8.012447"	"s2.426015"	"s3.290331"	"s0.478383"	"s1.430949"	"s0.672353"	"s0.906949"	"s0.463832"	"s0.617561"	"s-0.038928"	"s0.488613"	"s0.623715"	"s0.014124"	"s0.030879"	"s0.03242"	"s3.766084"	"s1.148628"	"s0.703518"	"s0.714044"	"s0.603675"	"s0.586517"	"s0.525329"	"s0.468578"	"s0.455864"	"s0.452901"	"s0.41163"	"s0.468795"	"s0.462249"	"s0.013585"	"s0.027807"	"s0.007398"	"s4.576131"	"s1.348371"	"s0.568831"	"s0.787842"	"s0.690153"	"s0.665686"	"s0.596411"	"s0.411487"	"s0.422235"	"s0.406581"	"s0.351172"	"s0.358877"	"s0.434458"	"s0.032524"	"s0.062182"	"s0.029978"	"s4.869313"	"s0.552488"	"s0.279952"	"s0.297304"	"s0.248345"	"s0.206274"	"s0.185454"	"s0.145186"	"s0.138545"	"s0.146715"	"s0.107516"	"s0.156461"	"s0.151503"	"s0.026595"	"s96.0"	"s0.0"	"s192.0"	"s2.0"	"s0.064501"	"s0.143257"	"s0.207758"	false
"s0.087444"	"s0.221596"	"s0.078369"	"s-60.920802"	"s3.980468"	"s-0.169404"	"s1.379917"	"s0.724371"	"s0.554646"	"s0.561527"	"s0.295546"	"s0.411018"	"s0.47879"	"s0.486453"	"s0.469409"	"s0.44282"	"s0.045841"	"s0.149307"	"s0.0298"	"s2.93789"	"s0.909109"	"s0.743152"	"s0.667268"	"s0.546053"	"s0.537112"	"s0.507763"	"s0.549387"	"s0.499797"	"s0.443032"	"s0.432627"	"s0.427093"	"s0.427165"	"s0.017613"	"s0.058773"	"s0.007009"	"s1.819532"	"s0.658161"	"s0.430126"	"s0.332068"	"s0.255366"	"s0.241053"	"s0.196525"	"s0.317989"	"s0.392657"	"s0.16725"	"s0.153115"	"s0.180747"	"s0.200605"	"s0.026762"	"s0.065133"	"s0.030491"	"s4.444949"	"s0.478278"	"s0.222249"	"s0.183497"	"s0.077302"	"s0.098761"	"s0.080633"	"s0.100596"	"s0.103418"	"s0.079365"	"s0.066928"	"s0.078783"	"s0.060165"	"s0.44736"	"s81.0"	"s0.451567"	"s162.0"	"s2.0"	"s0.919995"	"s0.135656"	"s1.657001"	true
"s0.125937"	"s0.314195"	"s0.078326"	"s-64.506265"	"s3.013144"	"s0.952658"	"s0.975404"	"s-0.080944"	"s0.512215"	"s0.530398"	"s0.639602"	"s0.466224"	"s0.477021"	"s0.583783"	"s0.436413"	"s0.677847"	"s0.044501"	"s0.108503"	"s0.028108"	"s2.546922"	"s0.781801"	"s0.659103"	"s0.70177"	"s0.522475"	"s0.497505"	"s0.454862"	"s0.455194"	"s0.440426"	"s0.43327"	"s0.423381"	"s0.409227"	"s0.424817"	"s0.043544"	"s0.122441"	"s0.00684"	"s2.380191"	"s0.911929"	"s0.367498"	"s0.484131"	"s0.192926"	"s0.289865"	"s0.203016"	"s0.172086"	"s0.153263"	"s0.14547"	"s0.130546"	"s0.164048"	"s0.116695"	"s0.02262"	"s0.041616"	"s0.030936"	"s3.685131"	"s0.19256"	"s0.184386"	"s0.203959"	"s0.101302"	"s0.075177"	"s0.091022"	"s0.097524"	"s0.067918"	"s0.070403"	"s0.068573"	"s0.054252"	"s0.059408"	"s0.228494"	"s84.0"	"s0.332178"	"s168.0"	"s2.0"	"s0.512076"	"s0.453467"	"s1.745705"	false
"s0.109314"	"s0.228127"	"s0.07881"	"s-69.216191"	"s2.919482"	"s-0.251877"	"s1.383408"	"s0.66385"	"s0.406563"	"s0.406634"	"s1.073072"	"s0.664262"	"s0.751934"	"s0.629706"	"s0.160654"	"s0.236892"	"s0.052766"	"s0.136218"	"s0.031245"	"s3.696304"	"s0.860969"	"s0.78425"	"s0.641598"	"s0.646728"	"s0.512085"	"s0.547851"	"s0.526673"	"s0.530241"	"s0.531908"	"s0.555566"	"s0.515552"	"s0.510168"	"s0.035629"	"s0.068326"	"s0.007088"	"s3.2472"	"s0.602375"	"s0.728977"	"s0.673986"	"s0.635775"	"s0.271438"	"s0.381334"	"s0.407641"	"s0.47633"	"s0.341247"	"s0.506643"	"s0.433798"	"s0.348211"	"s0.024626"	"s0.061987"	"s0.03012"	"s3.894501"	"s0.233486"	"s0.173305"	"s0.152833"	"s0.127681"	"s0.097206"	"s0.125611"	"s0.112399"	"s0.136337"	"s0.114746"	"s0.159783"	"s0.169091"	"s0.143458"	"s0.046138"	"s87.0"	"s0.041731"	"s174.0"	"s2.0"	"s0.157078"	"s0.027197"	"s0.587054"	true
"s0.06962"	"s0.134017"	"s0.076237"	"s-73.829624"	"s6.362995"	"s-0.696318"	"s0.718882"	"s1.0507"	"s0.760289"	"s0.730626"	"s0.124149"	"s0.109917"	"s0.399753"	"s0.377631"	"s0.213618"	"s0.298138"	"s0.029123"	"s0.082269"	"s0.034209"	"s4.222017"	"s1.246646"	"s0.993761"	"s0.767012"	"s0.522184"	"s0.44737"	"s0.454754"	"s0.429584"	"s0.443207"	"s0.471333"	"s0.503431"	"s0.496931"	"s0.564313"	"s0.023262"	"s0.037926"	"s0.007187"	"s3.665981"	"s1.214773"	"s0.759854"	"s0.50307"	"s0.31993"	"s0.282809"	"s0.383688"	"s0.360779"	"s0.310976"	"s0.612742"	"s0.644189"	"s0.426755"	"s0.586455"	"s0.025173"	"s0.068071"	"s0.029627"	"s3.903249"	"s0.331437"	"s0.235253"	"s0.180975"	"s0.120357"	"s0.091079"	"s0.122689"	"s0.114905"	"s0.131301"	"s0.175524"	"s0.244148"	"s0.214789"	"s0.287547"	"s0.040087"	"s70.0"	"s0.140365"	"s140.0"	"s2.0"	"s0.205567"	"s0.205406"	"s0.707537"	false
"s0.092058"	"s0.204178"	"s0.084312"	"s-70.483318"	"s3.465502"	"s0.222587"	"s1.322026"	"s0.149852"	"s0.547313"	"s0.593056"	"s0.407904"	"s0.383541"	"s0.499772"	"s0.413384"	"s0.588575"	"s0.545666"	"s0.061565"	"s0.149384"	"s0.031644"	"s4.33972"	"s1.316007"	"s0.945712"	"s0.979332"	"s0.644409"	"s0.588993"	"s0.568582"	"s0.543886"	"s0.480423"	"s0.501648"	"s0.48034"	"s0.465289"	"s0.4657"	"s0.021657"	"s0.039065"	"s0.00626"	"s4.016873"	"s0.546293"	"s0.482621"	"s0.692174"	"s0.510182"	"s0.429973"	"s0.461585"	"s0.299799"	"s0.181801"	"s0.24329"	"s0.239962"	"s0.247934"	"s0.282489"	"s0.027691"	"s0.054504"	"s0.030341"	"s3.654018"	"s0.402591"	"s0.237768"	"s0.267737"	"s0.169339"	"s0.126136"	"s0.098902"	"s0.096565"	"s0.082425"	"s0.115903"	"s0.113205"	"s0.086157"	"s0.088434"	"s0.450694"	"s84.0"	"s0.0"	"s168.0"	"s2.0"	"s0.785757"	"s0.150724"	"s0.971956"	true
"s0.04044"	"s0.068932"	"s0.074604"	"s-82.717225"	"s10.722401"	"s1.257639"	"s0.607552"	"s0.742325"	"s1.002356"	"s0.604466"	"s0.654224"	"s0.452135"	"s0.55409"	"s0.168197"	"s0.058461"	"s0.19395"	"s0.020002"	"s0.038764"	"s0.02943"	"s4.052544"	"s1.29362"	"s0.698373"	"s0.64854"	"s0.545423"	"s0.478775"	"s0.508459"	"s0.430984"	"s0.450371"	"s0.41552"	"s0.418142"	"s0.372581"	"s0.366974"	"s0.02106"	"s0.040088"	"s0.008407"	"s4.446068"	"s1.506366"	"s0.906088"	"s0.894542"	"s0.550421"	"s0.394311"	"s0.468795"	"s0.350065"	"s0.320118"	"s0.282375"	"s0.311061"	"s0.264811"	"s0.257815"	"s0.034468"	"s0.062666"	"s0.030323"	"s5.09729"	"s1.046212"	"s0.379902"	"s0.311999"	"s0.21169"	"s0.153357"	"s0.195695"	"s0.144828"	"s0.138253"	"s0.121798"	"s0.118716"	"s0.086932"	"s0.092634"	"s0.017853"	"s74.0"	"s0.017537"	"s148.0"	"s2.0"	"s0.063723"	"s0.100271"	"s0.232946"	false
"s0.090947"	"s0.457109"	"s0.091177"	"s-68.688442"	"s1.860072"	"s0.092995"	"s0.533219"	"s1.261518"	"s1.217776"	"s1.005172"	"s0.91367"	"s0.871845"	"s0.596429"	"s0.667413"	"s0.305976"	"s0.482722"	"s0.087614"	"s0.361025"	"s0.040944"	"s5.020504"	"s1.366284"	"s1.162607"	"s0.959507"	"s0.700301"	"s0.472951"	"s0.439982"	"s0.405415"	"s0.395743"	"s0.395819"	"s0.386523"	"s0.408495"	"s0.384686"	"s0.035148"	"s0.079965"	"s0.007146"	"s1.37599"	"s0.796176"	"s0.46323"	"s0.271162"	"s0.190871"	"s0.154269"	"s0.126129"	"s0.113361"	"s0.095618"	"s0.065524"	"s0.091127"	"s0.096932"	"s0.072479"	"s0.027576"	"s0.04107"	"s0.028614"	"s4.328071"	"s0.557472"	"s0.159913"	"s0.123339"	"s0.082211"	"s0.067719"	"s0.060266"	"s0.056696"	"s0.052646"	"s0.047997"	"s0.052285"	"s0.04883"	"s0.049852"	"s1.077564"	"s64.0"	"s1.30669"	"s128.0"	"s2.0"	"s1.159476"	"s1.342021"	"s2.501497"	false
"s0.027327"	"s0.051877"	"s0.083688"	"s-76.692269"	"s8.859399"	"s0.366078"	"s2.011369"	"s1.104186"	"s1.38459"	"s0.231731"	"s0.227046"	"s0.765058"	"s0.89241"	"s0.594834"	"s0.377604"	"s0.66728"	"s0.013744"	"s0.040786"	"s0.038666"	"s4.631254"	"s1.470923"	"s0.836209"	"s0.679198"	"s0.72916"	"s0.465001"	"s0.445437"	"s0.439874"	"s0.458307"	"s0.492368"	"s0.461036"	"s0.422297"	"s0.409918"	"s0.01571"	"s0.064774"	"s0.009301"	"s5.427089"	"s1.429103"	"s0.553688"	"s0.360157"	"s0.554663"	"s0.29355"	"s0.215326"	"s0.238684"	"s0.30048"	"s0.324751"	"s0.251318"	"s0.261124"	"s0.19925"	"s0.028294"	"s0.072199"	"s0.029054"	"s3.992039"	"s0.436214"	"s0.183461"	"s0.254358"	"s0.21051"	"s0.151357"	"s0.101655"	"s0.086675"	"s0.075075"	"s0.114259"	"s0.106848"	"s0.096563"	"s0.076707"	"s0.101503"	"s98.0"	"s0.0"	"s196.0"	"s2.0"	"s0.107568"	"s0.301729"	"s0.780669"	false
"s0.084854"	"s0.176795"	"s0.08141"	"s-79.586304"	"s5.450738"	"s-0.219947"	"s2.076446"	"s-0.020185"	"s0.821895"	"s0.368164"	"s0.839693"	"s0.334462"	"s0.247591"	"s0.516364"	"s0.116461"	"s0.116155"	"s0.02915"	"s0.066503"	"s0.027856"	"s3.872499"	"s0.994286"	"s0.602761"	"s0.560799"	"s0.542569"	"s0.522498"	"s0.516518"	"s0.562421"	"s0.579582"	"s0.565001"	"s0.595657"	"s0.532666"	"s0.503289"	"s0.028746"	"s0.059875"	"s0.006431"	"s7.189382"	"s1.19673"	"s0.386942"	"s0.43218"	"s0.393265"	"s0.237756"	"s0.403822"	"s0.495137"	"s0.542355"	"s0.414691"	"s0.645291"	"s0.410708"	"s0.490744"	"s0.026208"	"s0.050659"	"s0.030407"	"s4.865434"	"s0.56287"	"s0.154891"	"s0.112828"	"s0.078788"	"s0.089107"	"s0.06846"	"s0.128166"	"s0.155143"	"s0.119663"	"s0.13754"	"s0.140596"	"s0.118552"	"s0.072287"	"s71.0"	"s0.412013"	"s142.0"	"s2.0"	"s0.29084"	"s0.542984"	"s1.593258"	true
"s0.055511"	"s0.109073"	"s0.077588"	"s-69.314437"	"s4.334182"	"s1.578317"	"s1.64458"	"s0.889577"	"s1.072662"	"s0.428371"	"s0.187203"	"s0.446994"	"s0.476655"	"s0.65021"	"s0.771973"	"s0.324718"	"s0.030491"	"s0.092988"	"s0.029169"	"s2.954946"	"s0.909801"	"s0.861436"	"s0.616843"	"s0.483724"	"s0.50647"	"s0.473681"	"s0.492983"	"s0.44486"	"s0.43379"	"s0.458663"	"s0.478521"	"s0.520577"	"s0.021495"	"s0.058042"	"s0.007205"	"s2.372752"	"s0.554437"	"s0.647271"	"s0.453189"	"s0.324145"	"s0.286794"	"s0.26294"	"s0.251349"	"s0.219246"	"s0.219268"	"s0.272904"	"s0.233025"	"s0.294145"	"s0.024807"	"s0.050458"	"s0.030493"	"s4.342371"	"s0.275308"	"s0.227763"	"s0.123937"	"s0.102251"	"s0.104674"	"s0.098102"	"s0.180602"	"s0.077407"	"s0.095386"	"s0.123534"	"s0.127142"	"s0.203791"	"s0.077622"	"s71.0"	"s0.0"	"s142.0"	"s2.0"	"s0.371469"	"s0.234702"	"s0.61291"	true
